,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,0.75,1.25,3.50,4.00,17.34,0.2,0.00,30.9,-2.683,39.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,10.2,00.000000,00.000000,17062201,5,0,11.77,12.32,21.1,22/06/2017 09:58:07,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.00,4.50,18.19,0.6,0.00,37.7,-1.688,39.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,10.2,00.000000,00.000000,17062201,6,0,11.77,12.32,21.1,22/06/2017 09:58:07,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.50,1.75,142.56,0.2,0.00,-5.3,850.756,39.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,10.2,00.000000,00.000000,17062201,7,0,11.77,12.32,21.1,22/06/2017 09:58:07,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,1.75,2.25,183.54,0.2,0.00,-15.9,-761.423,39.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,10.2,00.000000,00.000000,17062201,8,0,11.77,12.32,21.1,22/06/2017 09:58:07,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.25,2.75,64.39,0.2,0.00,-18.4,-66.781,39.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,10.2,00.000000,00.000000,17062201,9,0,11.77,12.32,21.1,22/06/2017 09:58:07,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.75,3.25,38.50,0.2,0.00,1.8,-15.972,39.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,10.2,00.000000,00.000000,17062201,10,0,11.77,12.32,21.1,22/06/2017 09:58:07,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.25,3.75,18.86,0.6,0.00,-580.5,-4.047,40.45,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,9.9,00.000000,00.000000,17062201,1,0,11.77,12.30,21.6,22/06/2017 09:58:17,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.75,4.25,16.39,0.6,0.00,572.9,-2.010,40.45,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,16,9.9,00.000000,00.000000,17062201,2,0,11.77,12.30,21.6,22/06/2017 09:58:17,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,1.75,2.25,320.62,0.2,0.00,78.7,-6783.168,62.31,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,25,6.4,00.000000,00.000000,17062201,1,0,11.65,12.30,21.1,22/06/2017 09:58:27,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.25,2.75,116.24,0.2,0.00,-14.7,-351.312,62.31,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,25,6.4,00.000000,00.000000,17062201,2,0,11.65,12.30,21.1,22/06/2017 09:58:27,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.75,3.25,61.22,0.2,0.00,2.9,-61.672,62.31,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,25,6.4,00.000000,00.000000,17062201,3,0,11.65,12.30,21.1,22/06/2017 09:58:27,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.25,3.75,24.99,0.2,0.00,-579.9,-11.443,62.31,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,25,6.4,00.000000,00.000000,17062201,4,0,11.65,12.30,21.1,22/06/2017 09:58:27,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.75,4.25,19.33,0.3,0.00,571.8,-4.911,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,1,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.25,4.75,19.55,0.4,0.00,-22.7,-2.980,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,2,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.75,2.00,147.84,0.1,0.00,30.4,1448.625,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,3,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.00,2.50,181.40,0.1,0.00,-39.6,-1235.656,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,4,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.50,3.00,99.36,0.1,0.00,60.1,-169.197,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,5,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.00,3.50,45.15,0.0,0.00,-46.1,-30.752,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,6,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.50,4.00,21.53,0.3,0.00,30.1,-7.333,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,7,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.00,4.50,20.54,0.2,0.00,37.4,-3.998,64.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,26,6.2,00.000000,00.000000,17062201,8,0,11.65,12.44,26.0,22/06/2017 09:58:37,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.00,2.50,238.53,0.4,0.00,47.6,-3839.839,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,1,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.50,3.00,150.80,0.3,0.00,66.9,-346.792,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,2,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.00,3.50,65.18,0.3,0.00,-45.0,-49.965,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,3,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.50,4.00,27.69,0.4,0.00,30.1,-9.647,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,4,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.00,4.50,23.24,0.3,0.00,37.6,-4.360,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,5,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.50,5.00,23.36,0.4,0.00,-57.1,-2.630,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,6,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,5.00,2.25,138.61,0.3,0.00,14.6,1002.996,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,7,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.25,2.75,171.54,0.3,0.00,-0.6,-862.951,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,8,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.75,3.25,89.76,0.3,0.00,4.6,-112.881,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,9,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.25,3.75,33.81,0.4,0.00,-579.3,-17.007,47.41,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,19,8.4,00.000000,00.000000,17062201,10,0,11.74,12.44,26.0,22/06/2017 09:58:47,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.75,4.25,23.04,0.4,0.00,571.0,-6.014,49.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,20,8.1,00.000000,00.000000,17062201,1,0,11.74,12.48,26.0,22/06/2017 09:58:57,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.25,4.75,22.27,0.3,0.00,-22.7,-3.321,49.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,20,8.1,00.000000,00.000000,17062201,2,0,11.74,12.48,26.0,22/06/2017 09:58:57,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.25,2.75,277.87,0.2,0.00,-26.8,-5195.128,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,1,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.75,3.25,154.71,0.2,0.00,1.0,-413.218,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,2,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.25,3.75,53.81,0.2,0.00,-579.3,-47.909,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,3,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.75,4.25,31.05,0.1,0.00,570.8,-12.565,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,4,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.25,4.75,27.76,0.3,0.00,-22.4,-6.049,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,5,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.75,5.25,28.05,0.2,0.00,19.3,-3.668,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,6,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,5.25,2.50,212.92,0.2,0.00,-26.4,1789.476,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,7,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.50,3.00,271.81,0.2,0.00,59.2,-1588.054,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,8,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.00,3.50,110.68,0.1,0.00,-46.3,-161.666,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,9,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.50,4.00,41.66,0.1,0.00,29.2,-24.342,55.06,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,22,7.3,00.000000,00.000000,17062201,10,0,11.71,12.30,21.6,22/06/2017 09:59:07,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.00,4.50,29.93,0.2,0.00,37.0,-8.982,56.57,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,23,7.1,00.000000,00.000000,17062201,1,0,11.68,12.32,21.6,22/06/2017 09:59:17,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.50,5.00,28.54,0.2,0.00,-57.3,-4.894,56.57,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,400,23,7.1,00.000000,00.000000,17062201,2,0,11.68,12.32,21.6,22/06/2017 09:59:17,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,2.50,3.00,385.75,0.2,0.00,95.4,-7474.127,57.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,399,23,7.0,00.000000,00.000000,17062201,1,0,11.68,12.30,21.6,22/06/2017 09:59:26,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.00,3.50,167.63,0.1,0.00,-47.7,-463.991,57.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,399,23,7.0,00.000000,00.000000,17062201,2,0,11.68,12.30,21.6,22/06/2017 09:59:26,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.50,4.00,58.19,0.1,0.00,28.9,-53.690,57.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,399,23,7.0,00.000000,00.000000,17062201,3,0,11.68,12.30,21.6,22/06/2017 09:59:26,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.00,4.50,36.96,0.1,0.00,37.2,-15.501,57.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,399,23,7.0,00.000000,00.000000,17062201,4,0,11.68,12.30,21.6,22/06/2017 09:59:26,0.0,0.00,0.0
