371
1	3	4	1	2	-4.683020874106877	-3.624	0.07812833398571002	0.1500701563216989
2	9	10	1	2	-0.02617296356232729	-3.744	0.003618767416997237	7.303761052644397
3	12	13	1	2	-0.014897557384806826	-3.036	0.0034383609181569096	11.139230580365755
4	10	11	1	3	-0.039836809274777896	-1.716	0.003837388948396447	5.332185552135799
5	6	12	1	4	-1.1269365896167358	-0.8640000000000001	0.021230985433867776	0.43615983374108
6	10	5	1	4	4.176359956097533	-0.78	0.07002175929756055	0.1635086507125825
7	7	14	1	4	-0.7111092801625882	-0.828	0.014577748482601412	0.6157693324119685
8	12	24	1	4	-0.2938452665403312	-1.26	0.0079015242646453	1.193706265376432
9	22	11	1	4	0.3262091126307984	-1.368	0.008419345802092774	1.1038493556781621
10	11	8	1	4	0.32062288868748456	-1.32	0.008329966218999755	1.118223156707599
11	8	16	1	4	-0.5387987146741369	-1.284	0.011820779434786191	0.7580186523455447
12	14	10	1	4	0.22161789112181013	-1.32	0.006745886257948962	1.4745529435893
13	10	20	1	4	-0.3697629963137629	-1.3319999999999999	0.009116207941020206	1.004948293257674
14	20	19	1	4	0.017724611247131254	-5.892	0.0034835937799541	9.779900060345481
15	8	16	1	5	-0.9591846914534764	-1.044	0.018546955063255627	0.4921229312650156
16	6	12	1	5	-4.15864348499891	-0.7559999999999999	0.06973829575998255	0.1640301049924323
17	12	24	1	5	-0.4658510303411871	-1.14	0.010653616485458994	0.8452814353768583
18	24	7	1	5	1.8028851974719715	-0.96	0.032046163159551534	0.30675969152558
19	7	14	1	5	-1.4998849795384654	-0.7559999999999999	0.02719815967261545	0.35208779449143657
20	14	9	1	5	0.5523464174153087	-0.984	0.01203754267864494	0.7440496804097734
21	9	18	1	5	-0.7319538949560501	-1.02	0.014911262319296802	0.6025874301771124
22	18	10	1	5	0.5473339467757948	-1.2	0.011957343148412715	0.7491475142369111
23	10	20	1	5	-0.6014419933651355	-1.284	0.012823071893842169	0.6980752844620505
24	11	22	1	5	-0.5225695802617721	-1.32	0.011561113284188356	0.7755832646070973
25	8	16	1	6	-1.8440884839134768	-0.96	0.032705415742615616	0.3016114635209497
26	10	20	1	6	-0.8956145199926294	-1.248	0.017529832319882067	0.5180595163346056
27	20	7	1	6	5.637432803775005	-0.648	0.09339892486040008	0.1306045859550401
