644   (removed low and high geometric factor measurements, added 2% noise to R                                                   
252	3	14	3	12	3	6	3	8	0.364421994
253	3	13	3	11	3	5	3	7	0.365343898
254	2	15	2	13	2	7	2	9	0.379436199
255	3	18	3	16	3	10	3	12	0.324529284
256	3	9	3	7	3	1	3	3	0.319656076
257	1	23	1	21	1	15	1	17	0.322137853
258	3	23	3	21	3	15	3	17	0.326397758
259	2	16	2	14	2	8	2	10	0.428278763
260	2	11	2	9	2	3	2	5	0.431710182
261	1	10	1	8	1	2	1	4	0.336944422
262	3	21	3	19	3	13	3	15	0.335980001
263	2	17	2	15	2	9	2	11	0.40091002
264	2	10	2	8	2	2	2	4	0.357283162
265	2	13	2	11	2	5	2	7	0.324098475
266	1	21	1	19	1	13	1	15	0.330243373
267	2	23	2	21	2	15	2	17	0.33643822
268	2	18	2	16	2	10	2	12	0.330209581
269	1	19	1	17	1	11	1	13	0.320811257
270	2	8	2	6	1	1	1	3	0.241655424
271	2	18	2	16	1	11	1	13	0.252404062
272	3	13	3	11	2	6	2	8	0.277647614
273	3	10	3	8	2	3	2	5	0.265686835
274	2	21	2	19	1	14	1	16	0.259310381
275	2	23	2	21	1	16	1	18	0.26579575
276	3	9	3	7	2	2	2	4	0.255743797
277	3	16	3	14	2	9	2	11	0.31455071
278	3	18	3	16	2	11	2	13	0.239431159
279	3	8	3	6	2	1	2	3	0.258888702
280	2	10	2	8	1	3	1	5	0.277382701
281	3	19	3	17	2	12	2	14	0.25647454
282	2	17	2	15	1	10	1	12	0.271308867
283	3	17	3	15	2	10	2	12	0.255660891
284	2	9	2	7	1	2	1	4	0.250675014
285	2	19	2	17	1	12	1	14	0.253393586
286	2	25	2	23	1	18	1	20	0.251774552
287	3	23	3	21	2	16	2	18	0.265598006
288	3	21	3	19	2	14	2	16	0.256134569
289	3	15	3	13	2	8	2	10	0.344266669
290	2	14	2	12	1	7	1	9	0.277063156
291	2	16	2	14	1	9	1	11	0.285846867
292	3	25	3	23	2	18	2	20	0.261805096
293	3	11	3	9	2	4	2	6	0.301446679
294	2	22	2	20	1	15	1	17	0.256272522
295	3	12	3	10	2	5	2	7	0.290334434
296	2	12	2	10	1	5	1	7	0.329798252
297	3	22	3	20	2	15	2	17	0.261411904
298	2	20	2	18	1	13	1	15	0.259309372
299	2	11	2	9	1	4	1	6	0.340108309
300	2	24	2	22	1	17	1	19	0.259525686
301	3	20	3	18	2	13	2	15	0.251612812
302	3	14	3	12	2	7	2	9	0.307651584
303	2	13	2	11	1	6	1	8	0.274662966
304	2	15	2	13	1	8	1	10	0.285943092
305	3	24	3	22	2	17	2	19	0.256704395
306	2	13	2	11	2	4	2	6	0.194840148
307	1	18	1	16	1	9	1	11	0.209616141
308	3	16	3	14	3	7	3	9	0.213876824
309	3	15	3	13	3	6	3	8	0.217818721
310	3	24	3	22	3	15	3	17	0.203618517
311	3	12	3	10	3	3	3	5	0.215474264
312	1	14	1	12	1	5	1	7	0.220223159
313	2	18	2	16	2	9	2	11	0.244446787
314	3	10	3	8	3	1	3	3	0.202621524
315	1	21	1	19	1	12	1	14	0.198266324
316	2	15	2	13	2	6	2	8	0.184157519
317	3	17	3	15	3	8	3	10	0.210513154
318	1	10	1	8	1	1	1	3	0.206086689
319	2	24	2	22	2	15	2	17	0.198197091
320	2	21	2	19	2	12	2	14	0.196389735
321	3	19	3	17	3	10	3	12	0.205919445
322	2	25	2	23	2	16	2	18	0.200417243
323	1	25	1	23	1	16	1	18	0.196738713
324	3	20	3	18	3	11	3	13	0.20725684
325	1	13	1	11	1	4	1	6	0.217364188
326	3	14	3	12	3	5	3	7	0.216225485
327	2	16	2	14	2	7	2	9	0.225578282
328	2	22	2	20	2	13	2	15	0.200092525
329	1	12	1	10	1	3	1	5	0.220311074
330	1	19	1	17	1	10	1	12	0.199033296
331	2	19	2	17	2	10	2	12	0.205796861
332	3	22	3	20	3	13	3	15	0.205480341
333	1	23	1	21	1	14	1	16	0.198414341
334	2	11	2	9	2	2	2	4	0.252957472
335	3	11	3	9	3	2	3	4	0.209476531
336	2	12	2	10	2	3	2	5	0.243922868
337	1	16	1	14	1	7	1	9	0.214620184
338	3	18	3	16	3	9	3	11	0.209439719
339	1	24	1	22	1	15	1	17	0.201178617
340	2	10	2	8	2	1	2	3	0.224346013
341	1	17	1	15	1	8	1	10	0.215061942
342	2	23	2	21	2	14	2	16	0.20225882
343	2	17	2	15	2	8	2	10	0.25868418
344	1	15	1	13	1	6	1	8	0.219522025
345	3	13	3	11	3	4	3	6	0.214460667
346	1	20	1	18	1	11	1	13	0.203713298
347	2	14	2	12	2	5	2	7	0.180679288
348	2	20	2	18	2	11	2	13	0.195896314
349	1	22	1	20	1	13	1	15	0.196977476
350	3	25	3	23	3	16	3	18	0.197521028
351	1	11	1	9	1	2	1	4	0.209019384
352	3	23	3	21	3	14	3	16	0.197660198
353	3	21	3	19	3	12	3	14	0.205218956
354	2	25	2	23	1	17	1	19	0.189920144
355	2	19	2	17	1	11	1	13	0.1896188
356	2	17	2	15	1	9	1	11	0.197663147
357	3	25	3	23	2	17	2	19	0.185950939
358	3	17	3	15	2	9	2	11	0.232550812
359	3	23	3	21	2	15	2	17	0.183338868
360	3	12	3	10	2	4	2	6	0.205646531
361	3	15	3	13	2	7	2	9	0.208119988
362	3	22	3	20	2	14	2	16	0.191732023
363	2	15	2	13	1	7	1	9	0.200353684
364	2	24	2	22	1	16	1	18	0.18414153
365	2	11	2	9	1	3	1	5	0.237109718
366	2	22	2	20	1	14	1	16	0.187931719
367	2	13	2	11	1	5	1	7	0.187302576
368	2	21	2	19	1	13	1	15	0.186000223
369	2	18	2	16	1	10	1	12	0.194913586
370	3	18	3	16	2	10	2	12	0.187477297
371	3	20	3	18	2	12	2	14	0.181283462
372	3	13	3	11	2	5	2	7	0.196502066
373	2	16	2	14	1	8	1	10	0.212557894
374	3	14	3	12	2	6	2	8	0.184775088
375	2	20	2	18	1	12	1	14	0.186741413
376	2	23	2	21	1	15	1	17	0.191753879
377	3	10	3	8	2	2	2	4	0.192221891
378	2	12	2	10	1	4	1	6	0.23134721
379	3	11	3	9	2	3	2	5	0.207977048
380	2	14	2	12	1	6	1	8	0.184687741
381	2	10	2	8	1	2	1	4	0.202337804
382	3	24	3	22	2	16	2	18	0.184780026
383	3	16	3	14	2	8	2	10	0.237222337
384	2	9	2	7	1	1	1	3	0.178563905
385	3	21	3	19	2	13	2	15	0.180133373
386	3	19	3	17	2	11	2	13	0.177827521
387	3	9	3	7	2	1	2	3	0.188160972
388	2	13	2	11	1	4	1	6	0.133261723
389	3	20	3	18	2	11	2	13	0.127154896
390	3	11	3	9	2	2	2	4	0.148411955
391	2	19	2	17	1	10	1	12	0.137498984
392	2	24	2	22	1	15	1	17	0.132107553
393	2	18	2	16	1	9	1	11	0.14456405
394	3	18	3	16	2	9	2	11	0.162195831
395	3	22	3	20	2	13	2	15	0.133154156
396	2	16	2	14	1	7	1	9	0.144702925
397	3	19	3	17	2	10	2	12	0.138639159
398	2	23	2	21	1	14	1	16	0.133647149
399	2	20	2	18	1	11	1	13	0.133490165
400	2	14	2	12	1	5	1	7	0.129560234
401	2	10	2	8	1	1	1	3	0.144771574
402	3	17	3	15	2	8	2	10	0.166148443
403	2	12	2	10	1	3	1	5	0.157758189
404	3	23	3	21	2	14	2	16	0.129733694
405	3	12	3	10	2	3	2	5	0.142938884
406	3	16	3	14	2	7	2	9	0.147903792
407	3	10	3	8	2	1	2	3	0.140297296
408	2	11	2	9	1	2	1	4	0.171647322
409	3	15	3	13	2	6	2	8	0.131622449
410	3	13	3	11	2	4	2	6	0.139003998
411	3	21	3	19	2	12	2	14	0.128171605
412	3	25	3	23	2	16	2	18	0.135993279
413	2	22	2	20	1	13	1	15	0.128968956
414	3	14	3	12	2	5	2	7	0.130605672
415	3	24	3	22	2	15	2	17	0.131405327
416	2	25	2	23	1	16	1	18	0.129299464
417	2	17	2	15	1	8	1	10	0.145524302
418	2	15	2	13	1	6	1	8	0.135618189
419	2	21	2	19	1	12	1	14	0.135432254
420	1	19	1	17	1	9	1	11	0.136775519
421	3	15	3	13	3	5	3	7	0.14164856
422	2	16	2	14	2	6	2	8	0.122251875
423	2	19	2	17	2	9	2	11	0.161226955
424	2	21	2	19	2	11	2	13	0.12445349
425	2	20	2	18	2	10	2	12	0.133935644
426	2	23	2	21	2	13	2	15	0.132041004
427	3	24	3	22	3	14	3	16	0.128666169
428	1	21	1	19	1	11	1	13	0.134383713
429	3	20	3	18	3	10	3	12	0.134942473
430	2	18	2	16	2	8	2	10	0.162639752
431	2	11	2	9	2	1	2	3	0.168707737
432	2	22	2	20	2	12	2	14	0.126400172
433	1	23	1	21	1	13	1	15	0.133980156
434	2	25	2	23	2	15	2	17	0.128441301
435	3	19	3	17	3	9	3	11	0.139149979
436	2	13	2	11	2	3	2	5	0.126465773
437	2	24	2	22	2	14	2	16	0.128545007
438	2	17	2	15	2	7	2	9	0.145335015
439	1	20	1	18	1	10	1	12	0.134250711
440	1	22	1	20	1	12	1	14	0.133140815
441	3	11	3	9	3	1	3	3	0.138929594
442	2	12	2	10	2	2	2	4	0.154450388
443	1	16	1	14	1	6	1	8	0.142127743
444	3	12	3	10	3	2	3	4	0.145116006
445	3	21	3	19	3	11	3	13	0.131806082
446	1	24	1	22	1	14	1	16	0.131667636
447	3	25	3	23	3	15	3	17	0.130361645
448	1	13	1	11	1	3	1	5	0.138289306
449	3	16	3	14	3	6	3	8	0.141523993
450	3	13	3	11	3	3	3	5	0.142300817
451	1	15	1	13	1	5	1	7	0.142479724
452	2	14	2	12	2	4	2	6	0.116396781
453	3	14	3	12	3	4	3	6	0.138849541
454	1	12	1	10	1	2	1	4	0.142389843
455	3	17	3	15	3	7	3	9	0.140945774
456	1	17	1	15	1	7	1	9	0.141515071
457	3	22	3	20	3	12	3	14	0.135444699
458	1	18	1	16	1	8	1	10	0.143040791
459	1	11	1	9	1	1	1	3	0.142392568
460	3	18	3	16	3	8	3	10	0.137884745
461	2	15	2	13	2	5	2	7	0.119411433
462	3	23	3	21	3	13	3	15	0.129633207
463	1	25	1	23	1	15	1	17	0.1332326
464	1	14	1	12	1	4	1	6	0.139778829
465	3	16	3	14	2	6	2	8	0.09282191
466	2	21	2	19	1	11	1	13	0.095943956
467	2	13	2	11	1	3	1	5	0.093033675
468	2	17	2	15	1	7	1	9	0.103989151
469	2	18	2	16	1	8	1	10	0.107768595
470	2	23	2	21	1	13	1	15	0.094572964
471	3	13	3	11	2	3	2	5	0.100252273
472	2	14	2	12	1	4	1	6	0.090396659
473	2	25	2	23	1	15	1	17	0.095413197
474	3	19	3	17	2	9	2	11	0.119836444
475	3	17	3	15	2	7	2	9	0.104748782
476	2	12	2	10	1	2	1	4	0.114119006
477	3	23	3	21	2	13	2	15	0.094639624
478	2	11	2	9	1	1	1	3	0.120218457
479	3	18	3	16	2	8	2	10	0.120384588
480	2	20	2	18	1	10	1	12	0.099577853
481	3	24	3	22	2	14	2	16	0.094967219
482	3	14	3	12	2	4	2	6	0.096214393
483	3	15	3	13	2	5	2	7	0.093649092
484	2	24	2	22	1	14	1	16	0.094864078
485	2	22	2	20	1	12	1	14	0.096050992
486	3	20	3	18	2	10	2	12	0.100923085
487	3	12	3	10	2	2	2	4	0.102385701
488	3	22	3	20	2	12	2	14	0.097208603
489	3	11	3	9	2	1	2	3	0.108964102
490	2	19	2	17	1	9	1	11	0.105697563
491	2	15	2	13	1	5	1	7	0.091689692
492	2	16	2	14	1	6	1	8	0.097821571
493	3	21	3	19	2	11	2	13	0.090572138
494	3	25	3	23	2	15	2	17	0.097722585
495	2	15	2	13	2	4	2	6	0.080438896
496	3	15	3	13	3	4	3	6	0.093480132
497	3	18	3	16	3	7	3	9	0.09506845
498	2	13	2	11	2	2	2	4	0.085427264
499	1	20	1	18	1	9	1	11	0.09412071
500	3	12	3	10	3	1	3	3	0.100435511
501	3	25	3	23	3	14	3	16	0.091510786
502	3	16	3	14	3	5	3	7	0.093943427
503	2	25	2	23	2	14	2	16	0.090709129
504	2	24	2	22	2	13	2	15	0.089825996
505	1	25	1	23	1	14	1	16	0.092472687
506	1	24	1	22	1	13	1	15	0.088524696
507	2	20	2	18	2	9	2	11	0.114106753
508	1	22	1	20	1	11	1	13	0.091936598
509	3	24	3	22	3	13	3	15	0.090038077
510	1	21	1	19	1	10	1	12	0.091082754
511	2	14	2	12	2	3	2	5	0.083060054
512	2	21	2	19	2	10	2	12	0.091875045
513	2	22	2	20	2	11	2	13	0.087061561
514	1	17	1	15	1	6	1	8	0.095608528
515	3	14	3	12	3	3	3	5	0.095696846
516	1	18	1	16	1	7	1	9	0.100313019
517	2	12	2	10	2	1	2	3	0.107679658
518	3	21	3	19	3	10	3	12	0.092973196
519	3	13	3	11	3	2	3	4	0.095981594
520	2	19	2	17	2	8	2	10	0.113578006
521	1	16	1	14	1	5	1	7	0.093680639
522	1	13	1	11	1	2	1	4	0.098063143
523	3	17	3	15	3	6	3	8	0.0959235
524	2	18	2	16	2	7	2	9	0.09611766
525	1	14	1	12	1	3	1	5	0.096016053
526	1	19	1	17	1	8	1	10	0.095653663
527	1	12	1	10	1	1	1	3	0.098886563
528	3	22	3	20	3	11	3	13	0.091928177
529	2	16	2	14	2	5	2	7	0.08335399
530	3	20	3	18	3	9	3	11	0.096076696
531	1	15	1	13	1	4	1	6	0.095900642
532	2	17	2	15	2	6	2	8	0.082232325
533	3	19	3	17	3	8	3	10	0.096977504
534	3	23	3	21	3	12	3	14	0.089531876
535	1	23	1	21	1	12	1	14	0.092955439
536	2	23	2	21	2	12	2	14	0.09030169
537	2	13	2	11	1	2	1	4	0.066010072
538	2	15	2	13	1	4	1	6	0.068631687
539	2	17	2	15	1	6	1	8	0.07168227
540	2	14	2	12	1	3	1	5	0.06419578
541	2	18	2	16	1	7	1	9	0.075524422
542	2	16	2	14	1	5	1	7	0.069173837
543	3	15	3	13	2	4	2	6	0.06936631
544	2	25	2	23	1	14	1	16	0.072309685
545	3	21	3	19	2	10	2	12	0.073243101
546	2	12	2	10	1	1	1	3	0.083575688
547	3	24	3	22	2	13	2	15	0.070463649
548	2	21	2	19	1	10	1	12	0.072684277
549	3	14	3	12	2	3	2	5	0.070480301
550	2	22	2	20	1	11	1	13	0.073061716
551	3	19	3	17	2	8	2	10	0.090864522
552	2	20	2	18	1	9	1	11	0.077966674
553	3	16	3	14	2	5	2	7	0.067128169
554	3	20	3	18	2	9	2	11	0.089140358
555	2	23	2	21	1	12	1	14	0.072065155
556	3	12	3	10	2	1	2	3	0.07782346
557	3	18	3	16	2	7	2	9	0.076438204
558	3	25	3	23	2	14	2	16	0.069765367
559	3	22	3	20	2	11	2	13	0.068607488
560	2	19	2	17	1	8	1	10	0.079952839
561	2	24	2	22	1	13	1	15	0.069967215
562	3	13	3	11	2	2	2	4	0.071397312
563	3	23	3	21	2	12	2	14	0.069653272
564	3	17	3	15	2	6	2	8	0.065609562
565	3	16	3	14	1	8	1	10	0.051658825
566	3	20	3	18	1	12	1	14	0.048696367
567	3	11	3	9	1	3	1	5	0.056938017
568	3	23	3	21	1	15	1	17	0.047639793
569	3	10	3	8	1	2	1	4	0.054093949
570	3	21	3	19	1	13	1	15	0.045361086
571	3	24	3	22	1	16	1	18	0.045895766
572	3	17	3	15	1	9	1	11	0.057672254
573	3	19	3	17	1	11	1	13	0.049999061
574	3	22	3	20	1	14	1	16	0.048263355
575	3	14	3	12	1	6	1	8	0.035576949
