371
80	10	11	3	7	-0.271212397	-1.368
81	11	12	3	7	-0.174074749	-0.3
82	16	17	3	7	-0.078529113	-2.244
83	19	20	3	7	-0.044191798	-4.656
84	9	10	3	8	-3.5712594	-0.144
85	10	11	3	8	-0.596798705	-0.948
86	11	12	3	8	-0.305405885	-1.572
87	12	13	3	8	-0.249018099	-1.2
88	13	14	3	8	-0.198650009	-0.396
89	14	15	3	8	-0.133716226	-2.172
90	15	16	3	8	-0.101557495	-7.512
91	17	18	3	8	-0.050613056	-3.132
92	19	20	3	8	-0.060399867	-8.58
93	23	24	4	5	-0.004321521	-18.096
94	8	10	4	6	-0.771684907	-0.756
95	11	12	4	6	-0.083097817	-3.912
96	12	13	4	6	-0.077388517	-0.336
97	13	14	4	6	-0.065988885	-6.768
98	14	15	4	6	-0.04643311	-1.116
99	19	20	4	6	-0.022002618	-24.204
100	20	19	4	7	0.03620829	-7.212
101	18	17	4	7	0.02992726	-10.968
102	8	9	4	7	-3.50781771	-0.756
103	9	10	4	7	-0.648808201	-0.18
104	10	11	4	7	-0.241892059	-2.244
105	12	13	4	7	-0.135062369	-2.016
106	16	17	4	7	-0.065431641	-2.376
107	17	18	4	7	-0.029023095	-2.292
108	10	13	4	7	-0.53029162	-1.896
109	15	18	4	7	-0.155392246	-1.152
110	18	19	4	7	-0.029369758	-2.388
111	9	10	4	8	-3.525146312	-0.048
112	10	11	4	8	-0.567592771	-1.428
113	16	17	4	8	-0.09876251	-0.096
114	10	11	4	9	-2.123722056	-1.956
115	11	12	4	9	-0.581163406	-1.812
116	12	13	4	9	-0.368218839	-1.8
117	14	15	4	9	-0.170484599	-2.796
118	20	21	4	9	-0.054693633	-1.152
119	11	12	5	7	-0.114222605	-1.68
120	12	13	5	7	-0.100220883	-0.288
121	13	14	5	7	-0.082812325	-0.456
122	9	10	5	8	-3.437835567	-0.072
123	12	13	5	8	-0.192492647	-3.192
124	13	14	5	8	-0.147719315	-1.98
125	14	19	5	8	-0.321649893	-9.996
126	19	20	5	8	-0.042585891	-8.628
127	10	11	5	9	-2.074369	-1.968
128	11	12	5	9	-0.545352193	-1.128
129	12	13	5	9	-0.333831447	-2.88
130	13	14	5	9	-0.237354404	-1.92
131	14	15	5	9	-0.148922233	-3.264
132	15	16	5	9	-0.109619046	-3.516
133	16	17	5	9	-0.115534994	-2.7
134	18	19	5	9	-0.049496544	-4.752
135	19	20	5	9	-0.060250834	-3.288
136	11	12	5	10	-3.553114659	-1.2
137	12	13	5	10	-0.842159564	-1.044
138	13	14	5	10	-0.440355314	-0.804
139	15	16	5	10	-0.16986877	-1.908
140	16	17	5	10	-0.175543225	-1.464
141	23	24	5	10	-0.034723126	-0.216
142	8	9	6	7	-2.962372198	-0.264
143	11	12	6	7	-0.068251081	-6.72
144	14	15	6	7	-0.029910539	-6.804
145	15	16	6	7	-0.022537357	-17.952
146	10	12	6	8	-0.645604772	-1.812
147	12	13	6	8	-0.149273176	-1.932
148	17	18	6	8	-0.025027427	-6.864
149	10	11	6	9	-2.004170777	-1.44
150	11	12	6	9	-0.498402993	-0.888
151	12	13	6	9	-0.290557634	-1.248
152	14	15	6	9	-0.124156321	-0.996
153	15	16	6	9	-0.090291954	-0.528
154	16	17	6	9	-0.094609246	-1.392
155	12	15	6	9	-0.616073684	-0.984
156	19	20	6	9	-0.048267687	-0.972
157	21	22	6	9	-0.019897791	-0.444
158	20	23	6	9	-0.08141101	-1.224
159	11	12	6	10	-3.508579303	-1.128
160	12	13	6	10	-0.799582225	-1.236
161	13	14	6	10	-0.403872315	-0.48
162	15	16	6	10	-0.150451565	-0.516
163	16	17	6	10	-0.15469075	-1.416
164	20	21	6	10	-0.056681436	-1.308
165	12	13	6	11	-3.028697825	-1.308
166	13	14	6	11	-0.812980571	-0.348
167	14	15	6	11	-0.34788812	-0.48
168	16	17	6	11	-0.221548744	-1.728
169	17	18	6	11	-0.094089033	-0.72
170	21	22	6	11	-0.041705772	-2.088
171	22	23	6	11	-0.048490537	-1.212
172	9	10	7	8	-2.87254949	-0.3
173	14	15	7	8	-0.041844414	-23.34
174	15	16	7	8	-0.030196999	-25.14
175	11	13	7	9	-0.66270053	-0.972
176	13	14	7	9	-0.155123964	-1.74
177	14	15	7	9	-0.093711095	-1.5
178	16	17	7	9	-0.069256216	-3.732
179	18	19	7	9	-0.028509942	-0.204
180	22	23	7	9	-0.015946271	-5.052
181	11	12	7	10	-3.442374429	-1.092
182	12	13	7	10	-0.741863014	-1.632
183	13	14	7	10	-0.357424658	-0.204
184	13	16	7	10	-0.673364694	-0.756
185	22	23	7	10	-0.028824748	-16.86
186	12	13	7	11	-2.968870389	-1.272
187	13	14	7	11	-0.766372935	-0.696
188	14	15	7	11	-0.316366293	-1.608
189	15	16	7	11	-0.198091485	-1.908
190	16	17	7	11	-0.196895895	-2.688
191	17	18	7	11	-0.08240712	-0.768
192	21	22	7	11	-0.035314186	-9.372
193	15	16	7	12	-0.322614391	-1.512
194	16	17	7	12	-0.292458837	-0.684
195	17	18	7	12	-0.117870463	-0.48
196	21	22	7	12	-0.048130731	-3.588
197	22	23	7	12	-0.056219139	-1.404
198	10	11	8	9	-1.557475513	-1.608
199	19	20	8	9	-0.017218013	-6.432
200	12	14	8	10	-0.938792028	-0.648
201	15	16	8	10	-0.095605841	-5.712
202	12	13	8	11	-2.876397467	-1.116
203	13	14	8	11	-0.69933547	-0.3
204	14	15	8	11	-0.27408334	-2.844
205	15	16	8	11	-0.16744586	-2.292
206	16	17	8	11	-0.163286686	-4.632
207	19	20	8	11	-0.069423814	-11.4
208	14	17	8	11	-0.606091474	-0.372
209	20	21	8	11	-0.053045737	-4.128
210	22	23	8	11	-0.03299124	-0.78
211	15	16	8	12	-0.291699655	-1.608
212	16	17	8	12	-0.260664408	-1.284
213	17	18	8	12	-0.10385196	-2.064
214	19	20	8	12	-0.105393166	-3.048
215	15	16	8	13	-0.6455365	-0.972
216	16	17	8	13	-0.466314497	-0.492
217	17	18	8	13	-0.170120159	-0.204
218	19	20	8	13	-0.162345151	-2.28
219	22	23	8	13	-0.0704284	-3.456
220	11	12	9	10	-3.014716011	-1.08
221	14	15	9	10	-0.095003855	-0.72
222	15	16	9	10	-0.060483166	-1.968
223	19	20	9	10	-0.025977898	-4.128
224	20	21	9	10	-0.019732717	-4.044
225	17	18	9	11	-0.052712621	-4.308
226	19	20	9	11	-0.052538411	-3.492
227	15	16	9	12	-0.255891651	-1.08
228	16	17	9	12	-0.22399246	-0.672
229	17	18	9	12	-0.087893566	-1.116
230	19	20	9	12	-0.087529546	-1.668
231	20	21	9	12	-0.063952967	-1.332
232	15	18	9	12	-0.568106296	-1.308
233	18	21	9	12	-0.228264823	-0.168
234	23	24	9	12	-0.030883357	-0.576
235	15	16	9	13	-0.609467177	-0.636
236	17	18	9	13	-0.154237265	-0.66
237	19	20	9	13	-0.143953883	-2.184
238	22	23	9	13	-0.061478161	-1.608
239	15	16	9	14	-2.96143058	-0.828
240	17	18	9	14	-0.285478174	-1.14
241	18	19	9	14	-0.218523472	-1.008
242	19	20	9	14	-0.23221205	-1.896
243	21	22	9	14	-0.08275465	-1.716
244	23	24	9	14	-0.0716134	-0.108
245	12	13	10	11	-2.230169957	-0.852
246	15	16	10	11	-0.071534634	-0.072
247	21	22	10	12	-0.023234385	-4.26
248	15	16	10	13	-0.548716364	-0.852
249	16	17	10	13	-0.369499155	-0.672
250	17	18	10	13	-0.128994023	-1.332
251	19	20	10	13	-0.118004943	-1.452
252	20	21	10	13	-0.083587623	-1.164
253	21	22	10	13	-0.043351071	-1.824
254	16	19	10	13	-0.607541759	-2.496
255	15	16	10	14	-2.903149581	-0.852
256	17	18	10	14	-0.260829314	-1.788
257	18	19	10	14	-0.196277474	-1.308
258	19	20	10	14	-0.206376849	-2.772
259	20	21	10	14	-0.14135241	-1.284
260	17	18	10	15	-0.599252444	-1.68
261	18	19	10	15	-0.348311838	-1.512
262	19	20	10	15	-0.333163559	-1.848
263	20	21	10	15	-0.216996632	-0.42
264	22	23	10	15	-0.118573622	-1.128
265	23	24	10	15	-0.088883264	-0.984
266	21	22	11	12	-0.012646495	-0.78
267	15	17	11	13	-0.780138085	-0.6
268	15	16	11	14	-2.838148377	-0.888
269	17	18	11	14	-0.233577721	-1.572
270	19	20	11	14	-0.179378571	-1.812
271	20	21	11	14	-0.121619149	-0.54
272	17	20	11	14	-0.588128929	-1.092
273	23	24	11	14	-0.052073478	-1.5
274	17	18	11	15	-0.57217485	-2.172
275	18	19	11	15	-0.325258056	-1.716
276	19	20	11	15	-0.30682165	-2.616
277	20	21	11	15	-0.197181582	-0.732
278	22	23	11	15	-0.10645364	-1.872
279	17	18	11	16	-2.287184046	-2.436
280	18	19	11	16	-0.673032932	-2.148
281	19	20	11	16	-0.521578864	-2.556
282	20	21	11	16	-0.306350788	-1.176
283	22	23	11	16	-0.153775593	-2.136
284	16	18	12	14	-0.994858963	-0.312
285	19	20	12	14	-0.144793969	-2.088
286	17	18	12	15	-0.536869417	-2.22
287	18	19	12	15	-0.29393271	-1.524
288	19	20	12	15	-0.271832188	-2.16
289	20	21	12	15	-0.172815091	-0.708
290	21	22	12	15	-0.084117205	-2.04
291	22	23	12	15	-0.091655891	-1.524
292	17	18	12	16	-2.251919124	-2.508
293	18	19	12	16	-0.641165027	-2.196
294	19	20	12	16	-0.486529873	-2.484
295	20	21	12	16	-0.281839959	-1.032
296	21	22	12	16	-0.131205585	-2.1
297	22	23	12	16	-0.139047114	-1.956
298	23	24	12	16	-0.101864864	-0.612
299	18	19	12	17	-3.01286398	-2.208
300	19	20	12	17	-1.228650431	-2.844
301	20	21	12	17	-0.550785919	-1.296
302	21	22	12	17	-0.227901733	-1.644
303	22	23	12	17	-0.229552271	-1.824
304	23	24	12	17	-0.161841965	-1.212
305	15	16	13	14	-2.364559701	-0.72
306	19	20	13	14	-0.088385361	-3.192
307	20	21	13	14	-0.05756105	-3.072
308	17	19	13	15	-0.711055337	-2.844
309	19	20	13	15	-0.215170017	-2.604
310	22	23	13	15	-0.069177305	-0.756
311	17	18	13	16	-2.185237587	-2.316
312	18	19	13	16	-0.587875555	-2.316
313	19	20	13	16	-0.429651621	-2.676
314	20	21	13	16	-0.24208687	-1.332
315	22	23	13	16	-0.116141702	-3.072
316	19	22	13	16	-0.782883324	-1.896
317	18	19	13	17	-2.958349689	-2.232
318	19	20	13	17	-1.171476975	-2.892
319	20	21	13	17	-0.511139117	-1.272
320	21	22	13	17	-0.207611098	-2.604
321	22	23	13	17	-0.206708951	-1.512
322	23	24	13	17	-0.144639795	-1.116
323	19	20	13	18	-3.290698605	-1.68
324	20	21	13	18	-0.873156431	-0.516
325	22	23	13	18	-0.284284885	-1.368
326	23	24	13	18	-0.190820676	-0.516
327	19	20	14	15	-0.127282591	-1.38
328	18	20	14	16	-0.839857813	-2.352
329	21	22	14	16	-0.08225771	-1.38
330	18	19	14	17	-2.8733904	-2.16
331	19	20	14	17	-1.083842859	-2.976
332	20	21	14	17	-0.45352124	-1.428
333	21	22	14	17	-0.179052316	-1.716
334	22	23	14	17	-0.175189944	-2.34
335	20	23	14	17	-0.808118751	-1.824
336	19	20	14	18	-3.202921468	-1.656
337	20	21	14	18	-0.816064122	-0.552
338	22	23	14	18	-0.252811765	-2.232
339	22	23	14	19	-0.414797941	-2.004
340	17	18	15	16	-1.712549331	-2.544
341	21	22	15	16	-0.046998837	-3.024
342	19	21	15	17	-1.333871264	-3.444
343	21	22	15	17	-0.143801397	-2.172
344	22	23	15	17	-0.137529836	-2.664
345	19	20	15	18	-3.072493925	-1.788
346	20	21	15	18	-0.739881056	-0.48
347	21	22	15	18	-0.238303642	-1.068
348	22	23	15	18	-0.214796816	-1.572
349	23	24	15	18	-0.140087798	-1.416
350	21	24	15	18	-0.59423242	-3.12
351	22	23	15	20	-1.005937388	-1.704
352	18	19	16	17	-2.375456337	-1.824
353	21	22	16	17	-0.096373311	-3.276
354	22	23	16	17	-0.09063222	-2.34
355	23	24	16	17	-0.059786359	-1.248
356	22	23	16	19	-0.329541042	-0.996
357	22	23	16	20	-0.958181856	-2.364
358	23	24	16	20	-0.419074724	-1.452
359	22	23	16	21	-5.832431026	-1.548
360	23	24	16	21	-1.093371508	-0.348
361	19	20	17	18	-2.118141829	-1.392
362	22	23	17	20	-0.867061161	-1.416
363	23	24	17	20	-0.358249129	-1.98
364	22	23	17	21	-5.740681266	-1.512
365	23	24	17	21	-1.033009494	-0.372
366	23	24	17	22	-3.469897185	-0.216
367	22	23	18	21	-5.660576606	-1.476
368	23	24	18	21	-0.986441516	-0.552
369	23	24	18	22	-3.42317586	-0.228
370	23	24	19	22	-3.336353682	-0.288
371	22	23	20	21	-4.86384471	-1.248
