,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,4.00,5.00,9.50,10.50,520.27,0.0,6.66,18.3,-9.891,9.61,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.40,10.14,8.97,12.77,7.52,5.71,13.86,7.52,7.61,7.61,5.71,1.45,2.26,1.00,3.99,6.97,3.89,2.26,6.34,3.17,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,0,5.1,00.000000,00.000000,18102305,5,0,12.75,12.21,18.7,23/10/2018 16:17:18,0.0,0.00,0.0
,Mixed / non conventional,4.00,5.00,10.50,6.00,647.89,0.0,11.93,-34.9,467.672,9.61,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.44,21.33,18.98,17.03,15.47,14.22,13.10,12.24,11.34,10.68,10.03,9.39,8.96,8.47,7.97,7.62,7.31,6.98,6.65,6.33,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,0,5.1,00.000000,00.000000,18102305,6,0,12.75,12.21,18.7,23/10/2018 16:17:18,0.0,0.00,0.0
,Mixed / non conventional,4.00,5.00,6.00,7.00,657.87,0.0,12.53,21.2,-335.341,9.61,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.74,22.39,19.77,17.80,16.26,14.93,13.86,12.87,12.00,11.21,10.48,9.88,9.24,8.83,8.44,8.12,7.66,7.39,7.04,6.73,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,0,5.1,00.000000,00.000000,18102305,7,0,12.75,12.21,18.7,23/10/2018 16:17:18,0.0,0.00,0.0
,Mixed / non conventional,4.00,5.00,7.00,8.00,631.34,0.0,11.38,21.5,-80.455,9.61,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.17,20.55,17.99,16.20,14.68,13.39,12.75,11.59,11.12,10.29,9.46,9.00,8.57,7.67,7.70,7.20,6.98,6.82,6.48,6.07,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,0,5.1,00.000000,00.000000,18102305,8,0,12.75,12.21,18.7,23/10/2018 16:17:18,0.0,0.00,0.0
,Mixed / non conventional,4.00,5.00,8.00,9.00,593.13,0.0,9.31,-19.1,-30.234,9.61,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.91,17.06,13.71,13.45,11.79,10.57,9.60,8.83,9.15,9.48,6.84,7.67,6.87,7.17,6.25,7.11,5.81,4.86,4.89,5.21,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,0,5.1,00.000000,00.000000,18102305,9,0,12.75,12.21,18.7,23/10/2018 16:17:18,0.0,0.00,0.0
,Mixed / non conventional,4.00,5.00,9.00,10.00,712.74,0.0,9.31,-2.3,-18.166,9.61,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.99,15.87,14.84,12.13,12.47,9.37,11.73,8.72,9.07,9.32,7.34,7.89,7.84,7.49,5.47,6.70,5.47,4.98,7.00,4.44,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,0,5.1,00.000000,00.000000,18102305,10,0,12.75,12.21,18.7,23/10/2018 16:17:18,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,6.00,7.00,609.97,0.0,11.95,19.6,-1513.642,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.67,21.40,18.98,17.06,15.54,14.24,13.14,12.18,11.39,10.66,10.01,9.43,8.92,8.46,8.02,7.66,7.29,6.96,6.66,6.39,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,1,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,7.00,8.00,684.78,0.0,11.91,21.2,-242.755,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.45,21.16,18.80,16.90,15.36,14.12,13.03,12.18,11.32,10.57,10.04,9.43,8.93,8.48,8.09,7.70,7.32,7.17,6.79,6.46,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,2,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,8.00,9.00,701.72,0.0,10.26,-19.6,-82.920,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.82,18.49,16.13,14.94,12.94,11.78,11.03,10.61,9.73,9.24,8.68,8.20,7.66,7.09,7.10,6.85,6.17,6.41,5.84,5.57,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,3,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,9.00,10.00,896.42,0.0,10.04,-2.1,-48.148,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.11,17.47,15.36,14.19,13.24,11.70,11.09,10.58,9.51,8.78,8.50,7.96,6.96,7.48,7.25,6.62,6.10,6.29,6.14,5.52,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,4,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,10.00,11.00,473.83,0.0,8.14,-33.0,-13.704,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.06,13.60,10.98,11.64,9.74,8.43,7.26,8.76,8.30,6.67,4.77,8.11,4.97,6.28,4.05,6.86,8.04,5.16,6.67,5.49,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,5,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,11.00,6.50,707.18,0.0,11.93,1.4,776.577,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.44,21.27,18.85,16.99,15.46,14.18,13.11,12.21,11.38,10.67,9.98,9.43,8.94,8.44,8.06,7.66,7.34,6.99,6.70,6.42,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,6,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,6.50,7.50,707.19,0.0,12.50,43.6,-548.401,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.73,22.33,19.79,17.77,16.08,14.81,13.66,12.74,11.85,11.14,10.51,9.89,9.37,8.91,8.48,8.08,7.63,7.37,7.05,6.74,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,7,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,7.50,8.50,664.72,0.0,11.34,-9.8,-128.866,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.09,19.95,17.84,15.98,14.60,13.50,12.44,11.59,10.79,10.32,9.47,9.04,8.59,8.20,7.71,7.24,7.05,6.83,6.42,6.20,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,8,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,8.50,9.50,878.81,0.0,10.31,-3.2,-68.149,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.28,17.98,16.23,14.60,13.25,12.12,11.46,10.83,9.82,9.33,8.66,7.90,8.00,7.56,7.25,6.66,6.49,6.28,6.03,5.56,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,9,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.50,9.50,10.50,668.77,0.0,8.10,17.3,-25.931,14.62,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.44,13.78,13.05,11.36,9.81,9.05,10.57,9.39,7.80,7.25,6.56,4.04,6.18,4.97,5.08,5.42,5.42,5.77,5.84,4.25,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.4,00.000000,00.000000,18102305,10,0,12.75,12.21,18.7,23/10/2018 16:17:31,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,6.50,7.50,507.77,0.0,12.26,47.0,-1004.835,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.71,22.22,19.65,17.63,15.95,14.60,13.47,12.45,11.60,10.87,10.21,9.60,9.08,8.59,8.13,7.75,7.39,7.07,6.73,6.46,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,1,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,7.50,8.50,563.61,0.0,11.92,-9.4,-159.333,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.37,21.48,18.84,16.86,15.57,14.21,12.93,12.11,11.25,10.63,10.00,9.47,8.94,8.37,8.06,7.64,7.33,6.99,6.84,6.51,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,2,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,8.50,9.50,830.66,0.0,10.99,-2.5,-78.276,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.76,19.20,16.95,15.32,14.37,13.20,12.30,11.56,10.45,9.63,9.43,9.07,8.10,7.75,7.60,6.90,6.58,6.77,6.74,6.09,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,3,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,9.50,10.50,675.12,0.0,8.37,17.5,-28.918,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.38,14.68,13.60,12.70,12.02,10.47,8.55,7.34,6.94,7.50,6.81,6.50,6.32,5.95,6.63,6.57,5.33,4.71,4.27,4.06,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,4,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,10.50,11.50,381.61,0.0,9.90,-36.0,-8.802,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.15,20.05,14.96,12.01,14.66,12.21,8.35,11.40,14.86,11.20,8.25,9.36,6.62,4.78,5.39,6.51,2.85,6.31,4.38,3.66,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,5,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,11.50,7.00,576.45,0.0,11.76,22.1,504.805,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.19,20.97,18.71,16.81,15.29,14.03,12.98,11.95,11.19,10.45,9.88,9.24,8.81,8.33,7.92,7.52,7.25,6.87,6.56,6.28,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,6,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,7.00,8.00,540.78,0.0,12.39,22.8,-334.424,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.64,22.19,19.71,17.70,16.12,14.75,13.58,12.52,11.68,11.02,10.48,9.92,9.14,8.71,8.32,7.87,7.52,7.23,6.96,6.65,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,7,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,8.00,9.00,629.97,0.0,10.79,-19.8,-97.395,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.90,19.06,17.21,15.16,14.33,12.98,11.83,11.09,10.25,9.53,8.96,8.87,8.16,7.25,7.13,7.09,6.23,6.59,6.35,5.86,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,8,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,9.00,10.00,880.96,0.0,10.54,-2.4,-54.479,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.73,18.64,16.92,15.29,14.07,12.89,11.75,11.13,9.95,9.65,9.37,8.55,7.91,6.85,6.84,6.72,6.38,6.10,5.67,5.39,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,9,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.00,6.00,10.00,11.00,487.42,0.0,9.49,-32.8,-15.071,11.66,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.46,15.39,12.95,14.20,14.85,11.11,9.33,11.47,10.52,7.84,6.95,8.67,7.07,5.11,6.95,6.71,6.00,5.29,7.60,5.29,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,4.2,00.000000,00.000000,18102305,10,0,12.75,12.21,18.7,23/10/2018 16:17:44,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,7.00,8.00,442.51,0.0,12.30,25.0,-1044.778,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.58,22.15,19.58,17.57,15.98,14.61,13.50,12.52,11.67,10.94,10.28,9.67,9.15,8.66,8.23,7.82,7.48,7.14,6.84,6.56,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,1,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,8.00,9.00,606.69,0.0,11.46,-20.3,-204.628,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.67,20.51,18.22,16.27,14.85,13.63,12.45,11.74,10.86,10.22,9.61,9.03,8.60,8.20,7.61,7.43,7.04,6.72,6.42,6.11,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,2,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,9.00,10.00,952.95,0.0,11.19,-2.0,-107.139,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.72,19.55,17.66,16.14,14.27,13.62,12.20,11.68,10.73,10.22,9.35,8.90,8.27,8.31,7.82,7.21,6.70,6.45,6.16,5.86,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,3,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,10.00,11.00,554.64,0.0,9.90,-31.6,-28.345,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.24,17.25,15.42,14.19,12.26,11.72,10.93,10.17,9.95,9.73,8.22,6.86,7.52,6.98,6.92,6.67,5.43,6.19,6.54,5.75,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,4,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,11.00,12.00,324.02,0.0,8.24,27.1,-8.916,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.08,13.06,12.06,8.74,7.54,12.76,11.96,10.65,8.54,7.74,5.63,7.34,7.94,3.42,4.12,7.84,5.73,3.32,7.23,3.11,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,5,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,12.00,7.50,582.61,0.0,11.80,15.6,608.720,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.20,21.06,18.74,16.86,15.36,14.08,12.96,12.02,11.26,10.52,9.89,9.38,8.82,8.37,7.96,7.59,7.18,6.88,6.57,6.34,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,6,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,7.50,8.50,510.02,0.0,12.41,-8.8,-376.302,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.71,22.25,19.73,17.73,16.13,14.74,13.64,12.63,11.87,11.01,10.35,9.80,9.23,8.82,8.35,7.91,7.51,7.27,6.93,6.60,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,7,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,8.50,9.50,853.87,0.0,11.52,-2.1,-157.500,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.35,20.34,18.26,16.50,14.77,13.67,12.58,11.82,10.79,10.32,9.67,9.07,8.54,8.48,7.91,7.37,7.13,6.80,6.61,6.41,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,8,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,9.50,10.50,753.53,0.0,9.13,16.8,-55.597,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.33,16.38,14.84,12.90,11.84,11.11,10.18,9.15,8.92,8.42,7.12,7.28,6.54,6.62,5.91,6.25,5.48,4.64,4.77,4.91,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,9,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,5.50,6.50,10.50,11.50,440.38,0.0,9.56,-36.2,-16.246,13.91,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.73,18.41,16.09,13.50,10.58,12.07,9.98,9.76,10.86,11.57,6.67,5.95,5.95,8.71,7.16,6.34,5.84,3.09,4.85,4.02,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.5,00.000000,00.000000,18102305,10,0,12.75,12.21,18.7,23/10/2018 16:17:57,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,7.50,8.50,388.21,0.0,12.61,-8.8,-1388.425,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.19,22.69,20.07,18.03,16.40,15.02,13.84,12.84,11.96,11.22,10.52,9.92,9.37,8.90,8.45,8.04,7.66,7.32,7.00,6.70,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,1,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,8.50,9.50,821.99,0.0,12.15,-2.3,-419.977,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.67,21.53,19.13,17.27,15.67,14.45,13.36,12.45,11.58,10.89,10.20,9.70,9.17,8.69,8.26,7.84,7.46,7.12,6.91,6.64,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,2,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,9.50,10.50,831.21,0.0,9.91,16.8,-141.562,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.33,17.73,15.69,14.27,12.90,11.81,10.78,10.08,9.61,8.57,8.07,7.74,7.47,7.05,6.80,6.26,6.05,5.97,5.57,5.49,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,3,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,10.50,11.50,514.97,0.0,10.35,-35.6,-39.866,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.75,17.64,16.36,14.54,12.92,12.51,11.10,10.65,10.69,9.80,9.30,8.04,8.07,7.44,6.69,6.31,5.98,6.76,6.43,6.13,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,4,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,11.50,12.50,262.05,0.0,8.92,69.5,-10.923,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.67,13.21,15.17,12.88,10.99,7.22,9.43,9.51,10.25,8.12,7.71,4.27,9.35,5.58,4.10,5.09,6.81,8.69,7.14,7.30,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,5,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,12.50,8.00,604.57,0.0,11.82,-23.6,956.850,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.15,21.07,18.70,16.84,15.31,14.06,12.99,12.08,11.26,10.58,9.96,9.37,8.87,8.41,7.98,7.62,7.28,6.95,6.65,6.34,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,6,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,8.00,9.00,520.81,0.0,12.02,-21.0,-582.082,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.75,21.52,19.11,17.16,15.63,14.25,13.21,12.22,11.43,10.70,10.08,9.54,8.96,8.52,8.07,7.69,7.31,7.03,6.72,6.50,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,7,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,9.00,10.00,996.27,0.0,11.88,-2.0,-278.370,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.08,21.07,18.76,16.83,15.31,14.08,12.95,12.11,11.51,10.60,9.97,9.42,9.02,8.37,7.96,7.68,7.43,7.12,6.74,6.48,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,8,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,10.00,11.00,632.83,0.0,10.43,-31.5,-70.728,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.56,18.21,16.25,15.07,13.74,11.95,11.55,10.65,10.26,9.33,8.83,8.09,8.41,7.32,7.17,6.96,6.28,6.46,5.81,5.77,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,9,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.00,7.00,11.00,12.00,386.60,0.0,9.42,26.2,-21.604,21.07,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.57,16.58,15.09,12.77,10.98,10.82,10.61,11.15,8.29,8.12,7.83,8.58,7.46,6.76,7.00,5.89,5.35,5.64,4.81,6.09,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,2.3,00.000000,00.000000,18102305,10,0,12.75,12.21,18.7,23/10/2018 16:18:10,0.0,0.00,0.0
,Mixed / non conventional,6.50,7.50,8.00,9.00,340.60,0.0,11.99,-21.8,-904.833,15.65,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.92,21.59,19.08,17.13,15.54,14.27,13.14,12.20,11.37,10.66,10.00,9.43,8.93,8.43,8.06,7.66,7.30,6.96,6.68,6.39,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.1,00.000000,00.000000,18102305,1,0,12.75,12.21,18.7,23/10/2018 16:18:23,0.0,0.00,0.0
,Mixed / non conventional,6.50,7.50,9.00,10.00,841.04,0.0,11.97,-2.3,-319.183,15.65,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.42,21.24,18.95,17.01,15.50,14.15,13.23,12.21,11.41,10.74,10.10,9.50,8.99,8.52,8.11,7.63,7.38,7.07,6.73,6.46,240,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,0.00,49,1,3.1,00.000000,00.000000,18102305,2,0,12.75,12.21,18.7,23/10/2018 16:18:23,0.0,0.00,0.0
