        2271
    1      1  72      1   1      1   2      1   3    0.7172147143E+03     1993.24501
    2      1  72      1   1      1   3      1   4   -0.6216820597E+03     2231.60326
    3      1  72      1   1      1   4      1   5   -0.4407485420E+03     3047.50678
    4      1  72      1   1      1   5      1   6   -0.3180854663E+03     3558.16535
    5      1  72      1   1      1   6      1   7   -0.2180189287E+03     3641.69435
    6      1  72      1   1      1   7      1   8   -0.1284743016E+03     3126.57682
    7      1  72      1   1      1   8      1  16   -0.9238537647E+02     1878.23610
    8      1  72      1   1      1  16      1  24   -0.1692884415E+03     2884.93348
    9      1  72      1   1      1  24      1  32   -0.2497512267E+03     3091.07998
   10      1  72      1   1      1  32      1  40   -0.3325220048E+03     2894.20356
   11      1  72      1   1      1   9      1  10   -0.5176598089E+03     1602.73957
   12      1  72      1   1      1  10      1  11   -0.5979432951E+03     1690.46790
   13      1  72      1   1      1  11      1  12   -0.4987020437E+03     2399.19595
   14      1  72      1   1      1  12      1  13   -0.3910744406E+03     3044.39548
   15      1  72      1   1      1  13      1  14   -0.2967748550E+03     3455.75500
   16      1  72      1   1      1  14      1  15   -0.2091405223E+03     3519.35523
   17      1  72      1   1      1  15      1  16   -0.1251927089E+03     3090.69358
   18      1  72      1   1      1  16      1  23   -0.4723020784E+02     2338.52576
   19      1  72      1   1      1  23      1  24   -0.1220582336E+03     3171.69354
   20      1  72      1   1      1  24      1  31   -0.1267096027E+03     2887.96859
   21      1  72      1   1      1  17      1  18   -0.2941663812E+03     3369.39296
   22      1  72      1   1      1  18      1  19   -0.3833576500E+03     2605.18574
   23      1  72      1   1      1  19      1  20   -0.3806388686E+03     2882.81389
   24      1  72      1   1      1  20      1  21   -0.3321393285E+03     3229.46416
   25      1  72      1   1      1  21      1  22   -0.2689974906E+03     3458.65226
   26      1  72      1   1      1  22      1  23   -0.1990030910E+03     3496.90406
   27      1  72      1   1      1  23      1  31   -0.2487678363E+03     3020.54443
   28      1  72      1   1      1  31      1  32   -0.1230416240E+03     3332.43777
   29      1  72      1   1      1  32      1  39   -0.1966769138E+03     2584.42571
   30      1  72      1   1      1  39      1  40   -0.1358450910E+03     3501.92167
   31      1  72      1   1      1  25      1  26   -0.1938090163E+03     3800.73436
   32      1  72      1   1      1  26      1  27   -0.2717218579E+03     3223.22625
   33      1  72      1   1      1  27      1  28   -0.2981442281E+03     3223.80735
   34      1  72      1   1      1  28      1  29   -0.2856512025E+03     3319.30886
   35      1  72      1   1      1  29      1  30   -0.2492011558E+03     3395.10460
   36      1  72      1   1      1  30      1  31   -0.1934302740E+03     3407.00513
   37      1  72      1   1      1  31      1  39   -0.3197185378E+03     2828.78615
   38      1  72      1   1      1  39      1  47   -0.3888620542E+03     2358.78424
   39      1  72      1   1      1  47      1  48   -0.1699135552E+03     3300.56991
   40      1  72      1   1      1  48      1  56   -0.5530913580E+03     1640.90533
   41      1  72      1   1      1  33      1  34   -0.1456083196E+03     3187.57682
   42      1  72      1   1      1  34      1  35   -0.2144184911E+03     3181.73317
   43      1  72      1   1      1  35      1  36   -0.2530307897E+03     3161.95114
   44      1  72      1   1      1  36      1  37   -0.2627759713E+03     3130.73240
   45      1  72      1   1      1  37      1  38   -0.2462724984E+03     3091.39902
   46      1  72      1   1      1  38      1  39   -0.2039397225E+03     3133.95625
   47      1  72      1   1      1  39      1  48   -0.5587756095E+03     2582.89374
   48      1  72      1   1      1  48      1  55   -0.2965101968E+03     1335.59969
   49      1  72      1   1      1  55      1  56   -0.2565811612E+03     2229.98738
   50      1  72      1   1      1  56      1  64   -0.7111496644E+03      819.30046
   51      1  72      1   1      1  41      1  42   -0.1228059074E+03     2506.61444
   52      1  72      1   1      1  42      1  43   -0.1893301600E+03     2800.33611
   53      1  72      1   1      1  43      1  44   -0.2375100363E+03     2821.99462
   54      1  72      1   1      1  44      1  45   -0.2651673880E+03     2715.43507
   55      1  72      1   1      1  45      1  46   -0.2690856549E+03     2567.46609
   56      1  72      1   1      1  46      1  47   -0.2412500285E+03     2552.37832
   57      1  72      1   1      1  47      1  55   -0.4664237520E+03     1705.47981
   58      1  72      1   1      1  55      1  63   -0.5239113958E+03     1069.66790
   59      1  72      1   1      1  63      1  64   -0.4438194298E+03      899.75531
   60      1  72      1   1      1  64      1  55    0.9677308256E+03      984.41104
   61      1  72      1   1      1  49      1  50   -0.1152069412E+03     2079.11468
   62      1  72      1   1      1  50      1  51   -0.1829208533E+03     2428.15711
   63      1  72      1   1      1  51      1  52   -0.2423347148E+03     2455.68686
   64      1  72      1   1      1  52      1  53   -0.2834564459E+03     2270.93033
   65      1  72      1   1      1  53      1  54   -0.3358931609E+03     1997.04980
   66      1  72      1   1      1  54      1  55   -0.3243486209E+03     1744.62057
   67      1  72      1   1      1  55      1  46    0.7076737805E+03     1923.00017
   68      1  72      1   1      1  46      1  38    0.3515517483E+03     2596.17363
   69      1  72      1   1      1  38      1  30    0.3092090892E+03     2952.62932
