190
1	1	3	4	6	-15.546306408185245
2	1	3	6	8	-2.045862218942994
3	1	3	8	10	-0.7497283504288892
4	1	3	10	12	-0.33175562257742586
5	1	3	12	14	-0.18606684533173157
6	1	3	14	16	-0.10347667300870456
7	1	3	16	5	6.872116316639742
8	1	3	5	7	-4.749487809366412
9	1	3	7	9	-1.2175845928727314
10	1	3	9	11	-0.4840664403412234
11	1	3	11	13	-0.24384177858700057
12	1	3	13	15	-0.14368572494020546
13	2	4	5	7	-18.643545743479454
14	2	4	7	9	-2.399713385888132
15	2	4	9	11	-0.8341489178416112
16	2	4	11	13	-0.3886582289171252
17	2	4	13	15	-0.21779226061380685
18	2	4	15	17	-0.12638083114727286
19	2	4	17	6	7.216872979325947
20	2	4	6	8	-4.851768351052891
21	2	4	8	10	-1.3560882683331714
22	2	4	10	12	-0.5441986705038624
23	2	4	12	14	-0.28940371337915194
24	2	4	14	16	-0.15348545068720312
25	3	5	6	8	-15.552568474796967
26	3	5	8	10	-2.596562029176253
27	3	5	10	12	-0.9266482494231043
28	3	5	12	14	-0.46291773044370566
29	3	5	14	16	-0.23829323448514442
30	3	5	16	18	-0.15088888664466987
31	3	5	18	7	8.01643523699242
32	3	5	7	9	-5.27673126197616
33	3	5	9	11	-1.4899287471854628
34	3	5	11	13	-0.6384787943788897
35	3	5	13	15	-0.34243038020551353
36	3	5	15	17	-0.1935594864923611
37	4	6	7	9	-17.968247436072467
38	4	6	9	11	-2.9128390222945444
39	4	6	11	13	-1.0766311527521508
40	4	6	13	15	-0.5396336702084105
41	4	6	15	17	-0.2959952827522656
42	4	6	17	19	-0.17021783042126862
43	4	6	19	8	9.00441683771614
44	4	6	8	10	-5.9254887912748355
45	4	6	10	12	-1.6511094267084778
46	4	6	12	14	-0.7501411979223136
47	4	6	14	16	-0.3685325171489983
48	4	6	16	18	-0.22832804091409722
49	5	7	8	10	-18.366199092365356
50	5	7	10	12	-2.8768402439756318
51	5	7	12	14	-1.11366389310164
52	5	7	14	16	-0.5131339693568537
53	5	7	16	18	-0.30972714356341646
54	5	7	18	20	-0.19247371451168405
55	5	7	20	9	9.287264626451446
56	5	7	9	11	-6.0917542052444125
57	5	7	11	13	-1.701163190195974
58	5	7	13	15	-0.7709868396556123
59	5	7	15	17	-0.4054562747197413
60	5	7	17	19	-0.22814551020734547
61	6	8	9	11	-18.918908591436757
62	6	8	11	13	-2.7473516787244225
63	6	8	13	15	-1.0284391899024143
64	6	8	15	17	-0.5044593409780498
65	6	8	17	19	-0.2750725667315715
66	6	8	19	21	-0.1636508237043584
67	6	8	21	10	8.65284434478581
68	6	8	10	12	-5.727925937561874
69	6	8	12	14	-1.5869116745750858
70	6	8	14	16	-0.6562187563119593
71	6	8	16	18	-0.37889115881822055
72	6	8	18	20	-0.22910342586504423
73	7	9	10	12	-16.500257034799553
74	7	9	12	14	-2.4204846358907814
75	7	9	14	16	-0.8142892958086556
76	7	9	16	18	-0.44173700246033554
77	7	9	18	20	-0.2588206042768122
78	7	9	20	22	-0.1464771067992734
79	7	9	22	11	7.749060842315897
80	7	9	11	13	-5.204515586548898
81	7	9	13	15	-1.3782637916083844
82	7	9	15	17	-0.6013272578123643
83	7	9	17	19	-0.3140977687317429
84	7	9	19	21	-0.18297561048341723
85	8	10	11	13	-15.64677966589755
86	8	10	13	15	-2.1483775488396377
87	8	10	15	17	-0.7677844242766546
88	8	10	17	19	-0.37249374383531536
89	8	10	19	21	-0.20922881180051506
90	8	10	21	23	-0.1433894360892896
91	8	10	23	12	6.917336836672455
92	8	10	12	14	-4.724347996906251
93	8	10	14	16	-1.1171011312001835
94	8	10	16	18	-0.5415786201654108
95	8	10	18	20	-0.3006654285695657
96	8	10	20	22	-0.16499346708724347
97	9	11	12	14	-14.99912313296942
98	9	11	14	16	-1.8277745318346899
99	9	11	16	18	-0.7449364335716449
100	9	11	18	20	-0.3816533614906309
101	9	11	20	22	-0.2013998235370325
102	9	11	22	24	-0.11981505937329695
103	9	11	24	13	6.454701278958839
104	9	11	13	15	-4.3909570698636475
105	9	11	15	17	-1.1229032499091551
106	9	11	17	19	-0.4870775638730732
107	9	11	19	21	-0.2595533061465871
108	9	11	21	23	-0.17250070516401908
109	10	12	13	15	-15.346585693148338
110	10	12	15	17	-2.015610514424221
111	10	12	17	19	-0.7328166182939129
112	10	12	19	21	-0.3629044424823672
113	10	12	21	23	-0.23271152030013503
114	10	12	23	14	6.183679281103658
115	10	12	14	16	-4.019838233282408
116	10	12	16	18	-1.2118112822913865
117	10	12	18	20	-0.5498766710614267
118	10	12	20	22	-0.275710195944748
119	10	12	22	24	-0.158941137765565
120	11	13	14	16	-14.15931279977896
121	11	13	16	18	-2.213163866433351
122	11	13	18	20	-0.8359614161319648
123	11	13	20	22	-0.3867373445371433
124	11	13	22	24	-0.21535959083875045
125	11	13	24	15	6.540666981415512
126	11	13	15	17	-4.455042464344796
127	11	13	17	19	-1.1891027037160842
128	11	13	19	21	-0.524428674933789
129	11	13	21	23	-0.3204766467471586
130	12	14	15	17	-17.10555446768064
131	12	14	17	19	-2.255590946474388
132	12	14	19	21	-0.8262982224195627
133	12	14	21	23	-0.4714921517810986
134	12	14	23	16	7.611464291029702
135	12	14	16	18	-5.408997660606291
136	12	14	18	20	-1.419183338910611
137	12	14	20	22	-0.5836995649783281
138	12	14	22	24	-0.3095652855604913
139	13	15	16	18	-20.24520971316352
140	13	15	18	20	-2.4725621931711244
141	13	15	20	22	-0.8594581067724595
142	13	15	22	24	-0.4276142383710074
143	13	15	24	17	6.992660712706694
144	13	15	17	19	-4.866055765052906
145	13	15	19	21	-1.2883720079099426
146	13	15	21	23	-0.669612283307941
147	14	16	17	19	-14.818246270234201
148	14	16	19	21	-2.0609563362093932
149	14	16	21	23	-0.9213408542675385
150	14	16	23	18	6.591358957033267
151	14	16	18	20	-4.951571469096729
152	14	16	20	22	-1.2481084311051136
153	14	16	22	24	-0.5646295722018791
154	15	17	18	20	-20.943610747371707
155	15	17	20	22	-2.398526220753429
156	15	17	22	24	-0.9205655962204622
157	15	17	24	19	6.817568461436697
158	15	17	19	21	-4.9014639932754545
159	15	17	21	23	-1.608877013266779
160	16	18	19	21	-13.250210017373286
161	16	18	21	23	-2.6611379856428243
162	16	18	23	20	5.559778558501012
163	16	18	20	22	-4.572437370951997
164	16	18	22	24	-1.3931985341668747
165	17	19	20	22	-15.471860858243664
166	17	19	22	24	-2.6928636733188496
167	17	19	24	21	7.029974636845746
168	17	19	21	23	-6.234544037938047
169	18	20	21	23	-21.68144060921518
170	18	20	23	22	4.644589552238806
171	18	20	22	24	-6.167318485336516
172	19	21	22	24	-16.112643689787294
173	5	7	3	2	3.283680175246441
174	6	8	5	2	16.977913912622924
175	7	9	5	2	6.003188380125764
176	8	10	7	2	21.383587990169893
177	9	11	7	2	7.853397862472272
178	10	12	9	2	20.49164960182025
179	11	13	9	2	7.674936575401141
180	12	14	11	2	19.069061184047563
181	13	15	11	2	6.994795836669335
182	14	16	13	2	17.52632836137799
183	15	17	14	3	20.734433128255183
184	16	18	15	4	24.021854064287044
185	17	19	16	5	18.508060647306237
186	18	20	17	6	24.646786356372353
187	19	21	18	7	16.748157208956016
188	20	22	19	8	19.309087650454664
189	21	23	20	9	25.870490882815876
190	22	24	21	10	20.449751183852925
