644   (removed low and high geometric factor measurements, added 2% noise to R                                                   
    1    1   17    1   19    3   19    3   17         -0.22850
    2    1   20    1   22    3   22    3   20         -0.22556
    3    1   16    1   18    3   18    3   16         -0.22507
    4    1   10    1   12    3   12    3   10         -0.22854
    5    1   21    1   23    3   23    3   21         -0.22069
    6    1    3    1    5    3    5    3    3         -0.22810
    7    1   12    1   14    3   14    3   12         -0.21440
    8    1   19    1   21    3   21    3   19         -0.22100
    9    1    1    1    3    3    3    3    1         -0.21916
   10    1    4    1    6    3    6    3    4         -0.22556
   11    1    8    1   10    3   10    3    8         -0.25030
   12    1    7    1    9    3    9    3    7         -0.21159
   13    1    2    1    4    3    4    3    2         -0.22178
   14    1   23    1   25    3   25    3   23         -0.22700
   15    1   18    1   20    3   20    3   18         -0.22263
   16    1   13    1   15    3   15    3   13         -0.22026
   17    1    6    1    8    3    8    3    6         -0.20712
   18    1    5    1    7    3    7    3    5         -0.21918
   19    1   15    1   17    3   17    3   15         -0.22916
   20    1   11    1   13    3   13    3   11         -0.20344
   21    1   14    1   16    3   16    3   14         -0.22290
   22    1    9    1   11    3   11    3    9         -0.27366
   23    1   22    1   24    3   24    3   22         -0.22407
   24    1   21    1   23    2   23    2   21         -1.37816
   25    2   11    2   13    3   13    3   11         -1.38188
   26    1    1    1    3    2    3    2    1         -1.32429
   27    1   18    1   20    2   20    2   18         -1.38724
   28    2    1    2    3    3    3    3    1         -1.35716
   29    2    2    2    4    3    4    3    2         -1.35178
   30    1   10    1   12    2   12    2   10         -1.56703
   31    1   14    1   16    2   16    2   14         -1.39632
   32    2    8    2   10    3   10    3    8         -1.63570
   33    1    7    1    9    2    9    2    7         -1.47626
   34    2   19    2   21    3   21    3   19         -1.36827
   35    2   22    2   24    3   24    3   22         -1.36766
   36    2   12    2   14    3   14    3   12         -1.42655
   37    2   10    2   12    3   12    3   10         -1.55589
   38    1   22    1   24    2   24    2   22         -1.41665
   39    1   20    1   22    2   22    2   20         -1.39978
   40    2    3    2    5    3    5    3    3         -1.39480
   41    1    4    1    6    2    6    2    4         -1.36282
   42    2    7    2    9    3    9    3    7         -1.50648
   43    2    5    2    7    3    7    3    5         -1.44000
   44    1   23    1   25    2   25    2   23         -1.41617
   45    2    9    2   11    3   11    3    9         -1.74167
   46    1   12    1   14    2   14    2   12         -1.41994
   47    2    6    2    8    3    8    3    6         -1.41380
   48    1    6    1    8    2    8    2    6         -1.40304
   49    1    5    1    7    2    7    2    5         -1.35733
   50    2   14    2   16    3   16    3   14         -1.36915
   51    2   16    2   18    3   18    3   16         -1.38028
   52    1   11    1   13    2   13    2   11         -1.47928
   53    1   15    1   17    2   17    2   15         -1.36979
   54    2   21    2   23    3   23    3   21         -1.39182
   55    2   23    2   25    3   25    3   23         -1.43716
   56    1    2    1    4    2    4    2    2         -1.31186
   57    1    8    1   10    2   10    2    8         -1.65285
   58    1   16    1   18    2   18    2   16         -1.38609
   59    1    9    1   11    2   11    2    9         -1.76825
   60    1   13    1   15    2   15    2   13         -1.39589
   61    2    4    2    6    3    6    3    4         -1.36331
   62    1    3    1    5    2    5    2    3         -1.39936
   63    2   20    2   22    3   22    3   20         -1.40728
   64    2   17    2   19    3   19    3   17         -1.41134
   65    1   19    1   21    2   21    2   19         -1.40391
   66    1   17    1   19    2   19    2   17         -1.40858
   67    2   15    2   17    3   17    3   15         -1.39823
   68    2   13    2   15    3   15    3   13         -1.36517
   69    2   18    2   20    3   20    3   18         -1.38644
   70    1   14    1   16    1   20    1   18          1.29260
   71    3   13    3   15    3   19    3   17          1.32357
   72    3   10    3   12    3   16    3   14          1.34753
   73    2    8    2   10    2   14    2   12          1.77394
   74    1   16    1   18    1   22    1   20          1.27195
   75    1   18    1   20    1   24    1   22          1.30031
   76    1    1    1    3    1    7    1    5          1.31440
   77    2    4    2    6    2   10    2    8          1.42004
   78    3    9    3   11    3   15    3   13          1.44136
   79    2    3    2    5    2    9    2    7          1.30748
   80    1   17    1   19    1   23    1   21          1.33299
   81    1    3    1    5    1    9    1    7          1.34136
   82    1   13    1   15    1   19    1   17          1.29170
   83    2   10    2   12    2   16    2   14          1.31523
   84    3    6    3    8    3   12    3   10          1.51476
   85    1    9    1   11    1   15    1   13          1.32836
   86    2    6    2    8    2   12    2   10          1.84268
   87    1    6    1    8    1   12    1   10          1.46647
   88    2    7    2    9    2   13    2   11          1.85684
   89    2    5    2    7    2   11    2    9          1.70527
   90    1   10    1   12    1   16    1   14          1.33087
   91    2   11    2   13    2   17    2   15          1.26472
   92    3    1    3    3    3    7    3    5          1.28901
   93    1    7    1    9    1   13    1   11          1.37449
   94    3   12    3   14    3   18    3   16          1.32573
   95    1   15    1   17    1   21    1   19          1.27964
   96    2   15    2   17    2   21    2   19          1.28874
   97    2    2    2    4    2    8    2    6          1.29931
   98    2    9    2   11    2   15    2   13          1.51722
   99    1   11    1   13    1   17    1   15          1.33866
  100    3    8    3   10    3   14    3   12          1.40256
  101    3    7    3    9    3   13    3   11          1.42610
  102    3   16    3   18    3   22    3   20          1.42901
  103    3   19    3   21    3   25    3   23          1.28907
  104    2   12    2   14    2   18    2   16          1.29575
  105    1   12    1   14    1   18    1   16          1.35750
  106    3   14    3   16    3   20    3   18          1.34813
  107    3   17    3   19    3   23    3   21          1.35764
  108    3    2    3    4    3    8    3    6          1.24275
  109    3    3    3    5    3    9    3    7          1.26101
  110    1    4    1    6    1   10    1    8          1.37132
  111    3   18    3   20    3   24    3   22          1.37082
  112    2   13    2   15    2   19    2   17          1.32074
  113    1    2    1    4    1    8    1    6          1.29693
  114    1    8    1   10    1   14    1   12          1.41731
  115    1    5    1    7    1   11    1    9          1.41085
  116    2   18    2   20    2   24    2   22          1.25077
  117    3    4    3    6    3   10    3    8          1.39436
  118    2   16    2   18    2   22    2   20          1.28816
  119    3    5    3    7    3   11    3    9          1.41669
  120    2   17    2   19    2   23    2   21          1.31658
  121    1   19    1   21    1   25    1   23          1.36818
  122    3   11    3   13    3   17    3   15          1.29684
  123    3   15    3   17    3   21    3   19          1.34733
  124    2   14    2   16    2   20    2   18          1.31142
  125    2   19    2   21    2   25    2   23          1.28076
  126    2    1    2    3    2    7    2    5          1.32892
  127    2   18    2   20    2   25    2   23          0.57975
  128    3    3    3    5    3   10    3    8          0.60754
