77507 14268	1	0	4
1 7402 9130 6122 9862 1 1
2 548 9252 7284 9721 2 1
3 6744 7730 7373 8812 3 1
4 5435 7464 8316 10702 4 1
5 7697 8243 2806 10352 5 1
6 6687 7620 7625 8426 6 1
7 4340 9189 7466 9343 7 1
8 6871 9061 8767 11538 8 1
9 1101 7773 8454 9617 9 1
10 1169 9326 8559 9748 10 1
11 7239 6914 7948 8924 11 1
12 6732 7985 7477 8127 12 1
13 8044 9442 9292 10355 13 1
14 3054 8507 9336 11151 14 1
15 3945 8274 7524 8911 15 1
16 6691 7839 7330 8391 16 1
17 7785 8910 7349 11631 17 1
18 7348 7780 6825 8423 18 1
19 7115 7926 7518 9176 19 1
20 7185 7800 7465 9669 20 1
21 7201 7783 7377 10895 21 1
22 7074 7855 7783 9777 22 1
23 6825 7780 7348 8066 23 1
24 3265 7986 7814 8576 24 1
25 6720 8791 7515 10210 25 1
26 6794 8158 7452 8341 26 1
27 8806 9167 7934 9369 27 1
28 6763 8473 7305 8782 28 1
29 8114 9185 7255 9578 29 1
30 6932 9990 8891 11448 30 1
31 7566 7830 7952 10147 31 1
32 6938 8271 9346 9529 32 1
33 8241 5384 9492 10622 33 1
34 8382 10734 6828 11780 34 1
35 4567 9183 8797 11659 35 1
36 7284 9252 548 11107 36 1
37 6876 8910 7785 11631 37 1
38 7361 8649 7935 10226 38 1
39 8590 9028 8083 11904 39 1
40 7060 9852 7413 11852 40 1
41 6771 8355 7457 9052 41 1
42 7457 8355 7716 9052 42 1
43 8767 9061 7440 11538 43 1
44 3752 8751 8511 10765 44 1
45 7336 6908 8452 11219 45 1
46 8080 8199 6978 8396 46 1
47 6740 8309 8066 10007 47 1
48 762 1409 1032 8112 48 1
49 6832 8221 7775 9888 49 1
50 5312 8458 9321 11936 50 1
51 7972 9608 7353 10659 51 1
52 9833 10597 8561 11820 52 1
53 6687 7625 7620 8794 53 1
54 4719 9079 8373 11074 54 1
55 1378 548 9252 11107 55 1
56 7915 10141 6999 11509 56 1
57 9415 10576 8010 10641 57 1
58 8511 8751 7737 10765 58 1
59 7844 8777 8345 8785 59 1
60 6782 8321 8875 9615 60 1
61 6855 8206 7312 10017 61 1
62 7201 7377 7783 10137 62 1
63 10141 11043 6999 11509 63 1
64 6892 7898 8605 9649 64 1
65 8293 9688 7594 12016 65 1
66 7368 10478 6833 10967 66 1
67 4578 7596 4798 8553 67 1
68 6865 7302 9959 10435 68 1
69 7262 7886 7028 9167 69 1
70 6756 7342 8754 10163 70 1
71 7268 8846 7521 9641 71 1
72 7972 8646 7353 9608 72 1
73 8066 8309 7211 10007 73 1
74 6819 7793 8409 11695 74 1
75 7418 8546 6853 10854 75 1
76 7669 8440 6897 8753 76 1
77 7506 8132 7708 10048 77 1
78 7937 8173 7092 8941 78 1
79 6938 9213 8271 9529 79 1
80 7045 10492 9926 11454 80 1
81 6770 8222 9693 11079 81 1
82 6935 8568 8168 8967 82 1
83 6676 7891 7716 9238 83 1
84 8846 9641 5379 9995 84 1
85 6765 8046 7474 10056 85 1
86 8009 8264 6919 8982 86 1
87 6696 7684 9105 9758 87 1
88 5514 10270 8689 10747 88 1
89 7074 8531 7855 9777 89 1
90 7314 8520 8413 9183 90 1
91 5850 9028 8590 10356 91 1
92 5817 7699 8980 9368 92 1
93 1552 8559 1169 9326 93 1
94 1319 9352 1091 9599 94 1
95 6717 9167 8806 9369 95 1
96 4893 5732 7338 10610 96 1
97 7309 9768 6804 10413 97 1
98 6719 7951 8050 10091 98 1
99 7317 8885 8347 11334 99 1
100 8264 8982 8009 11025 100 1
101 1351 7965 8084 9352 101 1
102 8523 8907 8094 9934 102 1
103 7594 8293 8142 9688 103 1
104 7515 7785 6720 10210 104 1
105 3372 8688 7571 9566 105 1
106 7045 9926 10243 11454 106 1
107 7506 8132 10048 10318 107 1
108 6726 9973 7958 11464 108 1
109 7001 7709 7411 10654 109 1
110 3101 7807 4035 9348 110 1
111 7124 8648 7631 9896 111 1
112 6684 8005 7939 9540 112 1
113 3003 3054 8507 9336 113 1
114 7939 8005 7579 9540 114 1
115 3615 8495 7356 9927 115 1
116 6750 7329 7832 9128 116 1
117 915 8649 7361 10226 117 1
118 7212 9028 8590 11904 118 1
119 1101 8454 508 9617 119 1
120 7566 7952 6926 10147 120 1
121 8373 9079 7363 11074 121 1
122 6765 7474 9519 10056 122 1
123 6819 8409 7793 9715 123 1
124 7462 7737 6888 8751 124 1
125 6674 7255 8256 10492 125 1
126 7563 8771 6871 9128 126 1
127 6842 7281 8414 8527 127 1
128 7663 8400 5227 11539 128 1
129 7669 8753 6897 9216 129 1
130 6759 7878 8462 10000 130 1
131 3404 7412 4100 9025 131 1
132 6726 8877 7958 9973 132 1
133 6849 8439 8386 9884 133 1
134 6679 9710 9993 11506 134 1
135 3404 8608 7412 9025 135 1
136 5069 10005 7400 10846 136 1
137 7661 7907 6842 10394 137 1
138 8289 9050 8037 9085 138 1
139 535 7935 8989 10932 139 1
140 6863 8048 7753 8786 140 1
141 7569 6770 9693 11079 141 1
142 7450 8425 3909 9222 142 1
143 8245 9447 7699 10241 143 1
144 7733 7023 8416 8781 144 1
145 6728 7799 7349 11631 145 1
