          71
    1      1   1      1   2      1   3      1   4   -0.1367482194E+02      207.43271
    2      1   2      1   3      1   4      1   5   -0.1000363280E+02      186.37776
    3      1   3      1   4      1   5      1   6   -0.6351097313E+01      153.32004
    4      1   4      1   5      1   6      1   7   -0.6883847419E+01      165.69453
    5      1   5      1   6      1   7      1   8   -0.7427788513E+01      178.26536
    6      1   6      1   7      1   8      1   9   -0.5338632158E+01      161.22878
    7      1   7      1   8      1   9      1  10   -0.3258453237E+01      132.68789
    8      1   8      1   9      1  10      1  11   -0.5047746892E+01      169.83087
    9      1   9      1  10      1  11      1  12   -0.6848165113E+01      196.29494
   10      1  10      1  11      1  12      1  13   -0.5007877605E+01      176.72554
   11      1  11      1  12      1  13      1  14   -0.3176911312E+01      145.81719
   12      1  12      1  13      1  14      1  15   -0.5001658107E+01      180.55631
   13      1  13      1  14      1  15      1  16   -0.6837582416E+01      203.40381
   14      1  14      1  15      1  16      1  17   -0.5001912902E+01      182.71082
   15      1  15      1  16      1  17      1  18   -0.3175570186E+01      150.24155
   16      1  16      1  17      1  18      1  19   -0.5000902958E+01      183.89477
   17      1  17      1  18      1  19      1  20   -0.6837413713E+01      205.62218
   18      1  18      1  19      1  20      1  21   -0.5001818106E+01      184.66789
   19      1  19      1  20      1  21      1  22   -0.3175549334E+01      151.80475
   20      1  20      1  21      1  22      1  23   -0.5000892490E+01      185.10522
   21      1  21      1  22      1  23      1  24   -0.6837413713E+01      206.47900
   22      1  22      1  23      1  24      1  25   -0.5001828244E+01      185.45384
   23      1  23      1  24      1  25      1  26   -0.3175570186E+01      152.47254
   24      1  24      1  25      1  26      1  27   -0.5000985308E+01      185.63926
   25      1  25      1  26      1  27      1  28   -0.6837582416E+01      206.87743
   26      1  26      1  27      1  28      1  29   -0.5002570256E+01      185.85232
   27      1  27      1  28      1  29      1  30   -0.3176911312E+01      152.86509
   28      1  28      1  29      1  30      1  31   -0.5006866254E+01      186.12465
   29      1  29      1  30      1  31      1  32   -0.6848165113E+01      207.40223
   30      1  30      1  31      1  32      1  33   -0.5048164998E+01      187.74478
   31      1  31      1  32      1  33      1  34   -0.3258453237E+01      156.97243
   32      1  32      1  33      1  34      1  35   -0.5335201982E+01      198.48821
   33      1  33      1  34      1  35      1  36   -0.7427788513E+01      225.08279
   34      1  34      1  35      1  36      1  37   -0.6878133744E+01      255.95892
   35      1  35      1  36      1  37      1  38   -0.6351097313E+01      306.16858
   36      1  36      1  37      1  38      1  39   -0.1000178165E+02      372.27862
   37      1  37      1  38      1  39      1  40   -0.1367482194E+02      414.52693
   38      1   1      1   3      1   5      1   7    0.2424780681E+02      137.80500
   39      1   2      1   4      1   6      1   8    0.2433120604E+02      138.27898
   40      1   3      1   5      1   7      1   9    0.2273614439E+02      161.17512
   41      1   4      1   6      1   8      1  10    0.2277175664E+02      161.42758
   42      1   5      1   7      1   9      1  11    0.1229663591E+02      126.91507
   43      1   6      1   8      1  10      1  12    0.1234040351E+02      127.36680
   44      1   7      1   9      1  11      1  13    0.1809436429E+02      184.47728
   45      1   8      1  10      1  12      1  14    0.1813557187E+02      184.89740
   46      1   9      1  11      1  13      1  15    0.1212660130E+02      134.35881
   47      1  10      1  12      1  14      1  16    0.1216835762E+02      134.82146
   48      1  11      1  13      1  15      1  17    0.1803881237E+02      193.23761
   49      1  12      1  14      1  16      1  18    0.1808003650E+02      193.67922
   50      1  13      1  15      1  17      1  19    0.1212394559E+02      136.44872
   51      1  14      1  16      1  18      1  20    0.1216564648E+02      136.91804
   52      1  15      1  17      1  19      1  21    0.1803796021E+02      195.76454
   53      1  16      1  18      1  20      1  22    0.1807917725E+02      196.21186
   54      1  17      1  19      1  21      1  23    0.1212390472E+02      137.14856
   55      1  18      1  20      1  22      1  24    0.1216560439E+02      137.62028
   56      1  19      1  21      1  23      1  25    0.1803795988E+02      196.70374
   57      1  20      1  22      1  24      1  26    0.1807917727E+02      197.15322
   58      1  21      1  23      1  25      1  27    0.1212394559E+02      137.44089
   59      1  22      1  24      1  26      1  28    0.1216564648E+02      137.91363
   60      1  23      1  25      1  27      1  29    0.1803879101E+02      197.13551
   61      1  24      1  26      1  28      1  30    0.1808003803E+02      197.58627
   62      1  25      1  27      1  29      1  31    0.1212660130E+02      137.61299
   63      1  26      1  28      1  30      1  32    0.1216835762E+02      138.08684
   64      1  27      1  29      1  31      1  33    0.1809300336E+02      197.94569
   65      1  28      1  30      1  32      1  34    0.1813564914E+02      198.41225
   66      1  29      1  31      1  33      1  35    0.1229663591E+02      139.62064
   67      1  30      1  32      1  34      1  36    0.1234040351E+02      140.11759
   68      1  31      1  33      1  35      1  37    0.2266197451E+02      248.08629
   69      1  32      1  34      1  36      1  38    0.2274383181E+02      248.98241
   70      1  33      1  35      1  37      1  39    0.2424780681E+02      275.40927
   71      1  34      1  36      1  38      1  40    0.2433120604E+02      276.35653
