      0.71222000E+02      0.80575250E+02     -0.15515250E+02         0.10052E+03    0.20023E+01
      0.10550000E+01      0.27503750E+02     -0.16215500E+02         0.10061E+03    0.20026E+01
     -0.17288750E+02     -0.25680000E+02     -0.21875000E+01         0.99710E+02    0.19987E+01
      0.14071000E+02      0.28988000E+02     -0.50437500E+01         0.10058E+03    0.20025E+01
      0.70755500E+02     -0.26659500E+02     -0.81175000E+00         0.10039E+03    0.20017E+01
      0.90320500E+02      0.36969000E+02     -0.64995000E+01         0.10066E+03    0.20028E+01
     -0.14916500E+02     -0.25680000E+02     -0.33125000E+01         0.99741E+02    0.19989E+01
     -0.12772500E+01     -0.62427250E+02     -0.69467500E+01         0.10020E+03    0.20009E+01
     -0.17167750E+02     -0.28615250E+02     -0.60565000E+01         0.99792E+02    0.19991E+01
     -0.26838000E+02      0.20541000E+02     -0.18635500E+02         0.10010E+03    0.20005E+01
     -0.85875000E+01     -0.44156000E+02     -0.17085000E+02         0.10015E+03    0.20007E+01
      0.76933500E+02     -0.77375000E+00     -0.52777500E+01         0.10074E+03    0.20032E+01
     -0.22865000E+02     -0.26625750E+02     -0.17715750E+02         0.99885E+02    0.19995E+01
      0.17306250E+02      0.45862250E+02     -0.18831500E+02         0.10059E+03    0.20025E+01
      0.75772000E+02     -0.10480000E+02     -0.19950000E+01         0.10062E+03    0.20027E+01
     -0.12141600E+03      0.14085275E+03     -0.19113250E+02         0.10027E+03    0.20012E+01
     -0.49387500E+01     -0.35822500E+02     -0.32707500E+01         0.10011E+03    0.20005E+01
      0.17773750E+02      0.28035250E+02     -0.16625500E+02         0.10076E+03    0.20033E+01
     -0.40322500E+02      0.59549000E+02     -0.85360000E+01         0.10025E+03    0.20011E+01
      0.12279250E+02      0.45633000E+02     -0.18951500E+02         0.10057E+03    0.20025E+01
      0.65319250E+02      0.98643000E+02     -0.63812500E+01         0.10047E+03    0.20020E+01
      0.22707750E+02     -0.35854000E+02     -0.24007500E+01         0.10022E+03    0.20010E+01
      0.75567250E+02     -0.13152500E+01     -0.35027500E+01         0.10075E+03    0.20032E+01
     -0.26838000E+02      0.21930000E+02     -0.16968750E+02         0.10010E+03    0.20004E+01
      0.70636750E+02     -0.93127500E+02     -0.99502500E+01         0.10029E+03    0.20012E+01
     -0.23148500E+02     -0.32011250E+02     -0.47877500E+01         0.99811E+02    0.19992E+01
     -0.25939250E+02     -0.32390750E+02     -0.28240000E+01         0.99822E+02    0.19992E+01
      0.69842750E+02      0.51817750E+02     -0.14435250E+02         0.10064E+03    0.20028E+01
     -0.23395250E+02      0.26450250E+02     -0.35302500E+01         0.10011E+03    0.20005E+01
      0.80602250E+02     -0.89562750E+02     -0.11502750E+02         0.10030E+03    0.20013E+01
      0.79431750E+02      0.19394250E+02     -0.33930000E+01         0.10081E+03    0.20035E+01
      0.11188000E+02     -0.26405500E+02     -0.16842750E+02         0.10068E+03    0.20030E+01
     -0.87032500E+01      0.26393250E+02     -0.29690000E+01         0.10030E+03    0.20013E+01
     -0.41416750E+02      0.34918750E+02     -0.29142500E+01         0.10012E+03    0.20005E+01
     -0.25776000E+02      0.23086750E+02     -0.35432500E+01         0.10005E+03    0.20002E+01
      0.30423250E+02     -0.26948500E+02     -0.18290000E+02         0.10013E+03    0.20006E+01
     -0.26049750E+02      0.81770000E+01     -0.65037500E+01         0.99739E+02    0.19989E+01
     -0.27855250E+02     -0.31313000E+02     -0.49742500E+01         0.99819E+02    0.19992E+01
     -0.12843750E+02     -0.58434000E+02     -0.61950000E+01         0.10014E+03    0.20006E+01
      0.85320750E+02     -0.50823750E+02     -0.18559250E+02         0.10038E+03    0.20016E+01
     -0.29714750E+02      0.29534250E+02     -0.10894750E+02         0.10012E+03    0.20005E+01
      0.22052750E+02     -0.79323500E+02     -0.82795000E+01         0.10025E+03    0.20011E+01
      0.49681500E+02      0.27662750E+02     -0.13948500E+02         0.10076E+03    0.20033E+01
      0.53998250E+02     -0.94070000E+02     -0.67567500E+01         0.10027E+03    0.20012E+01
     -0.71541500E+02     -0.86160750E+02     -0.54285000E+01         0.10015E+03    0.20007E+01
     -0.28835750E+02     -0.34557500E+02     -0.72527500E+01         0.99879E+02    0.19995E+01
      0.23408750E+02      0.29749250E+02     -0.18963500E+02         0.10072E+03    0.20031E+01
