,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,0.75,1.25,3.50,4.00,99.89,0.11,0.00,-10.08,-40.437,102.295,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,193,20,1.9,00.000000,00.000000,17051601,5,0,11.62,12.30,21.1,16/05/2017 09:34:25,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.00,4.50,71.31,0.05,0.00,-12.26,-17.319,102.295,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,193,20,1.9,00.000000,00.000000,17051601,6,0,11.62,12.30,21.1,16/05/2017 09:34:25,0,1,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.50,1.75,68.62,0.11,0.00,20.45,1071.357,102.295,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,193,20,1.9,00.000000,00.000000,17051601,7,0,11.62,12.30,21.1,16/05/2017 09:34:25,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,1.75,2.25,59.43,0.10,0.00,-22.58,-645.004,102.295,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,193,20,1.9,00.000000,00.000000,17051601,8,0,11.62,12.30,21.1,16/05/2017 09:34:25,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.25,2.75,87.53,0.03,0.00,13.16,-237.496,102.295,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,193,20,1.9,00.000000,00.000000,17051601,9,0,11.62,12.30,21.1,16/05/2017 09:34:25,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.75,3.25,94.69,0.14,0.00,7.10,-102.770,102.295,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,193,20,1.9,00.000000,00.000000,17051601,10,0,11.62,12.30,21.1,16/05/2017 09:34:25,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.25,3.75,96.12,0.08,0.00,6.34,-30.635,60.078,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,111,7,1.9,00.000000,00.000000,17051601,1,0,11.86,12.30,21.1,16/05/2017 09:34:35,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.75,4.25,83.97,0.23,0.00,-43.29,-15.292,60.078,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,111,7,1.9,00.000000,00.000000,17051601,2,0,11.86,12.30,21.1,16/05/2017 09:34:35,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,1.75,2.25,51.07,0.03,0.00,-6.98,-1409.868,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,1,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.25,2.75,90.37,0.04,0.00,18.11,-356.384,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,2,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.75,3.25,101.09,0.03,0.00,11.65,-132.888,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,3,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.25,3.75,106.83,0.03,0.00,7.07,-63.834,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,4,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.75,4.25,95.92,0.00,0.00,-43.14,-30.860,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,5,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.25,4.75,82.27,0.06,0.00,10.82,-15.882,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,6,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.75,2.00,100.49,0.00,0.00,16.43,1246.985,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,7,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.00,2.50,92.50,0.03,0.00,-7.48,-797.966,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,8,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.50,3.00,131.40,0.03,0.00,12.74,-283.387,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,9,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.00,3.50,104.18,0.00,0.00,12.44,-89.873,81.305,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.2,00.000000,00.000000,17051601,10,0,11.86,12.28,21.1,16/05/2017 09:34:45,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.50,4.00,112.69,0.04,0.00,-9.02,-36.980,61.857,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,74,5,1.2,00.000000,00.000000,17051601,1,0,11.92,12.32,21.1,16/05/2017 09:34:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.00,4.50,82.36,0.00,0.00,-12.52,-15.445,61.857,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,74,5,1.2,00.000000,00.000000,17051601,2,0,11.92,12.32,21.1,16/05/2017 09:34:51,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.00,2.50,148.92,0.17,0.00,232.62,-3818.839,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,1,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.50,3.00,167.92,0.13,0.00,51.78,-615.132,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,2,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.00,3.50,117.59,0.09,0.00,21.82,-143.583,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,3,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.50,4.00,127.43,0.08,0.00,-4.03,-70.731,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,4,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.00,4.50,95.63,0.22,0.00,-10.37,-28.581,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,5,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.50,5.00,89.23,0.31,0.00,3.31,-16.001,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,6,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,5.00,2.25,114.51,0.09,0.00,-100.16,1319.980,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,7,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.25,2.75,115.36,0.10,0.00,76.06,-924.390,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,8,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.75,3.25,112.79,0.13,0.00,26.72,-225.965,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,9,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.25,3.75,121.15,0.09,0.00,13.04,-97.085,75.524,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,128,10,1.7,00.000000,00.000000,17051601,10,0,11.83,12.14,17.2,16/05/2017 09:35:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.75,4.25,108.88,0.12,0.00,-41.91,-32.300,55.920,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.7,00.000000,00.000000,17051601,1,0,11.92,12.14,17.2,16/05/2017 09:35:11,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.25,4.75,95.60,0.27,0.00,12.21,-16.207,55.920,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.7,00.000000,00.000000,17051601,2,0,11.92,12.14,17.2,16/05/2017 09:35:11,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.25,2.75,52.62,0.12,0.00,50.80,-1876.747,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,1,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.75,3.25,66.25,0.11,0.00,18.95,-337.597,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,2,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.25,3.75,73.98,0.08,0.00,9.33,-125.651,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,3,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.75,4.25,70.19,0.07,0.00,-42.93,-54.188,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,4,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.25,4.75,64.17,0.03,0.00,12.08,-26.675,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,5,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.75,5.25,64.10,0.11,0.00,-19.73,-15.990,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,6,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,5.25,2.50,88.29,0.10,0.00,3.58,1415.610,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,7,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.50,3.00,95.84,0.10,0.00,32.35,-1068.265,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,8,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.00,3.50,70.33,0.08,0.00,15.91,-195.989,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,9,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.50,4.00,80.21,0.04,0.00,-6.90,-89.402,105.055,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17051601,10,0,11.77,12.14,17.2,16/05/2017 09:35:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.00,4.50,62.56,0.04,0.00,-12.23,-27.964,84.259,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,95,8,1.1,00.000000,00.000000,17051601,1,0,11.86,12.16,17.2,16/05/2017 09:35:31,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.50,5.00,61.18,0.14,0.00,1.55,-15.626,84.259,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,95,8,1.1,00.000000,00.000000,17051601,2,0,11.86,12.16,17.2,16/05/2017 09:35:31,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,2.50,3.00,109.22,0.05,0.00,52.25,-4104.390,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,1,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.00,3.50,60.55,0.07,0.00,15.03,-325.031,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,2,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.50,4.00,64.32,0.07,0.00,-7.08,-115.103,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,3,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.00,4.50,49.48,0.06,0.00,-11.98,-40.248,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,4,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
