,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,2.75,3.25,4.75,5.25,71.22,0.07,0.00,-18.70,-32.740,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,8,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.25,5.75,64.68,0.08,0.00,39.31,-14.866,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,9,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,3.75,4.25,70.45,0.06,0.00,-50.53,-719.810,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,1,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.25,4.75,64.22,0.00,0.00,12.46,-93.733,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,2,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.75,5.25,73.66,0.03,0.00,-18.96,-35.836,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,3,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.25,5.75,67.41,0.02,0.00,39.47,-14.908,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,4,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.75,4.00,60.59,0.03,0.00,7.96,266.720,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,5,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.00,4.50,58.37,0.04,0.00,-13.85,-186.361,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,6,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.50,5.00,63.42,0.06,0.00,1.12,-50.625,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,7,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.00,5.50,84.77,0.13,0.00,-31.57,-27.066,30.093,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,1,1.2,00.000000,00.000000,17051601,8,0,12.04,12.30,22.1,16/05/2017 09:36:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.00,4.50,61.10,0.03,0.00,-12.12,-358.724,17.292,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,19,0,1.1,00.000000,00.000000,17051601,1,0,12.07,12.28,22.1,16/05/2017 09:37:05,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.50,5.00,69.87,0.04,0.00,1.23,-58.601,17.292,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,19,0,1.1,00.000000,00.000000,17051601,2,0,12.07,12.28,22.1,16/05/2017 09:37:05,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.00,5.50,97.50,0.06,0.00,-31.35,-27.259,17.292,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,19,0,1.1,00.000000,00.000000,17051601,3,0,12.07,12.28,22.1,16/05/2017 09:37:05,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.50,4.25,74.13,0.05,0.00,4.41,178.100,17.292,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,19,0,1.1,00.000000,00.000000,17051601,4,0,12.07,12.28,22.1,16/05/2017 09:37:05,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.25,4.75,69.75,0.05,0.00,14.00,-127.978,17.292,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,19,0,1.1,00.000000,00.000000,17051601,5,0,12.07,12.28,22.1,16/05/2017 09:37:05,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.75,5.25,83.70,0.05,0.00,-18.40,-38.393,17.292,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,19,0,1.1,00.000000,00.000000,17051601,6,0,12.07,12.28,22.1,16/05/2017 09:37:05,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.00,0.50,60.57,0.07,0.00,214.08,-12.661,4.310,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,2.5,00.000000,00.000000,17051601,1,0,12.10,12.32,22.6,16/05/2017 09:38:20,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.50,1.00,61.47,1.43,0.00,-421.76,-89.942,4.310,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,2.5,00.000000,00.000000,17051601,2,0,12.10,12.32,22.6,16/05/2017 09:38:20,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,1.00,0.25,59.31,1.35,0.00,233.50,94.920,4.310,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,2.5,00.000000,00.000000,17051601,3,0,12.10,12.32,22.6,16/05/2017 09:38:20,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.25,0.75,64.14,0.29,0.00,16.74,-29.327,4.310,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,2.5,00.000000,00.000000,17051601,4,0,12.10,12.32,22.6,16/05/2017 09:38:20,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,0.00,0.50,58.32,0.07,0.00,213.20,-13.178,8.518,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.3,00.000000,00.000000,17051601,1,0,12.10,12.32,23.1,16/05/2017 09:38:29,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,0.50,1.00,69.34,0.08,0.00,-352.99,-62.666,8.518,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.3,00.000000,00.000000,17051601,2,0,12.10,12.32,23.1,16/05/2017 09:38:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,1.00,0.25,64.70,0.08,0.00,165.44,67.668,8.518,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.3,00.000000,00.000000,17051601,3,0,12.10,12.32,23.1,16/05/2017 09:38:30,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,0.25,0.75,65.03,0.13,0.00,54.54,-26.868,8.518,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.3,00.000000,00.000000,17051601,4,0,12.10,12.32,23.1,16/05/2017 09:38:30,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,0.75,1.25,78.88,0.72,0.00,-280.85,-228.136,8.518,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.3,00.000000,00.000000,17051601,5,0,12.10,12.32,23.1,16/05/2017 09:38:30,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.00,0.50,40.08,0.07,0.00,213.48,-14.039,21.663,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,19,0,0.9,00.000000,00.000000,17051601,1,0,12.07,12.30,22.6,16/05/2017 09:38:39,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.50,1.00,53.16,0.03,0.00,-318.84,-55.856,21.663,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,19,0,0.9,00.000000,00.000000,17051601,2,0,12.07,12.30,22.6,16/05/2017 09:38:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,1.00,1.50,50.74,0.41,0.00,-74.45,-373.223,21.663,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,19,0,0.9,00.000000,00.000000,17051601,3,0,12.07,12.30,22.6,16/05/2017 09:38:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,1.50,0.25,50.37,0.36,0.00,206.38,434.197,21.663,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,19,0,0.9,00.000000,00.000000,17051601,4,0,12.07,12.30,22.6,16/05/2017 09:38:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.25,0.75,46.18,0.08,0.00,78.10,-26.539,21.663,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,19,0,0.9,00.000000,00.000000,17051601,5,0,12.07,12.30,22.6,16/05/2017 09:38:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.75,1.25,59.25,0.03,0.00,-203.61,-136.198,21.663,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,19,0,0.9,00.000000,00.000000,17051601,6,0,12.07,12.30,22.6,16/05/2017 09:38:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.00,0.50,47.73,0.06,0.00,213.56,-14.403,28.443,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,26,1,0.9,00.000000,00.000000,17051601,1,0,12.04,12.30,22.6,16/05/2017 09:38:49,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.50,1.00,70.87,0.04,0.00,-296.63,-53.470,28.443,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,26,1,0.9,00.000000,00.000000,17051601,2,0,12.04,12.30,22.6,16/05/2017 09:38:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,1.00,1.50,91.90,0.03,0.00,-15.95,-277.353,28.443,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,26,1,0.9,00.000000,00.000000,17051601,3,0,12.04,12.30,22.6,16/05/2017 09:38:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,1.50,0.25,85.03,0.06,0.00,126.06,336.027,28.443,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,26,1,0.9,00.000000,00.000000,17051601,4,0,12.04,12.30,22.6,16/05/2017 09:38:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.25,0.75,56.79,0.04,0.00,91.91,-26.114,28.443,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,26,1,0.9,00.000000,00.000000,17051601,5,0,12.04,12.30,22.6,16/05/2017 09:38:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.75,1.25,88.93,0.06,0.00,-166.85,-122.696,28.443,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,26,1,0.9,00.000000,00.000000,17051601,6,0,12.04,12.30,22.6,16/05/2017 09:38:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,1.25,1.75,147.45,0.09,0.00,-216.20,-1423.958,28.443,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,26,1,0.9,00.000000,00.000000,17051601,7,0,12.04,12.30,22.6,16/05/2017 09:38:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.00,0.50,46.16,0.04,0.00,213.48,-14.675,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,1,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.50,1.00,70.12,0.03,0.00,-279.94,-49.042,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,2,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,1.00,1.50,89.81,0.03,0.00,3.16,-188.437,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,3,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,1.50,2.00,52.35,0.21,0.00,-191.86,-768.868,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,4,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,2.00,0.25,57.25,0.16,0.00,282.95,1011.587,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,5,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.25,0.75,54.55,0.07,0.00,100.45,-25.036,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,6,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.75,1.25,87.20,0.04,0.00,-142.40,-100.047,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,7,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,1.25,1.75,115.02,0.00,0.00,-186.07,-527.882,43.256,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,37,2,0.8,00.000000,00.000000,17051601,8,0,12.01,12.28,23.1,16/05/2017 09:38:59,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.00,0.50,58.70,0.00,0.00,213.42,-14.915,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,1,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.50,1.00,93.69,0.04,0.00,-268.20,-47.617,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,2,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
