,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,0.75,1.25,3.50,4.00,64.04,0.1,3.07,86.7,-26.760,105.60,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.03,5.18,4.70,4.27,3.88,3.52,3.34,3.40,3.29,2.66,2.88,2.30,2.46,2.14,2.24,2.06,1.97,1.97,1.61,1.38,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,5,0,11.41,11.98,13.3,27/04/2017 14:57:19,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.00,4.50,63.85,0.2,2.82,-26.6,-16.009,105.60,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,4.36,4.15,3.69,3.67,3.40,2.67,3.45,2.98,2.27,2.27,2.10,2.05,2.53,2.42,2.25,1.70,1.40,1.97,1.81,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,6,0,11.41,11.98,13.3,27/04/2017 14:57:19,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.50,1.75,43.40,0.0,2.99,-44.9,699.439,105.60,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.24,4.74,4.35,4.03,3.74,3.51,3.29,3.10,2.94,2.78,2.66,2.54,2.42,2.33,2.23,2.13,2.05,1.98,1.91,1.86,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,7,0,11.41,11.98,13.3,27/04/2017 14:57:19,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,1.75,2.25,39.89,0.0,2.51,37.5,-446.917,105.60,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48,4.07,3.69,3.42,3.16,2.95,2.78,2.63,2.48,2.36,2.24,2.11,2.00,1.92,1.82,1.77,1.70,1.60,1.55,1.49,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,8,0,11.41,11.98,13.3,27/04/2017 14:57:19,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.25,2.75,45.55,0.1,2.68,-74.5,-127.578,105.60,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.43,3.37,3.33,3.30,3.17,3.09,2.93,2.81,2.80,2.67,2.61,2.53,2.37,2.39,2.31,2.11,2.10,2.16,2.07,2.01,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,9,0,11.41,11.98,13.3,27/04/2017 14:57:19,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.75,3.25,48.52,0.2,8.99,1.2,-54.362,105.60,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.48,15.10,13.61,12.18,11.18,10.55,9.81,9.03,8.64,8.21,7.63,7.20,6.91,6.88,6.59,5.95,5.97,5.69,5.56,5.54,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,10,0,11.41,11.98,13.3,27/04/2017 14:57:19,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.25,3.75,84.95,0.3,2.04,64.9,-47.481,105.36,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.72,3.26,3.03,2.75,2.53,2.31,2.36,2.13,1.95,2.00,1.86,1.61,1.60,1.54,1.46,1.44,1.29,1.41,1.36,1.24,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,1,0,11.41,12.01,12.8,27/04/2017 14:57:38,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.75,4.25,49.80,0.1,3.59,40.6,-15.906,105.36,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.02,6.89,5.72,4.84,4.47,3.92,3.69,3.09,3.07,3.10,3.25,3.01,3.15,2.66,2.29,2.21,2.27,2.05,1.71,2.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,118,12,1.1,00.000000,00.000000,17042716,2,0,11.41,12.01,12.8,27/04/2017 14:57:38,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,1.75,2.25,58.80,0.0,5.80,35.1,-1740.156,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.42,8.69,8.09,7.57,7.12,6.73,6.37,6.06,5.77,5.51,5.28,5.06,4.86,4.67,4.50,4.34,4.19,4.05,3.91,3.79,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,1,0,11.50,12.14,17.2,27/04/2017 14:57:56,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.25,2.75,51.78,0.0,3.55,-75.2,-218.947,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.29,4.32,4.27,4.13,4.04,3.94,3.85,3.76,3.69,3.57,3.50,3.37,3.33,3.18,3.11,3.07,2.98,2.93,2.86,2.78,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,2,0,11.50,12.14,17.2,27/04/2017 14:57:56,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.75,3.25,55.89,0.1,8.91,0.6,-78.766,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.74,15.35,13.58,12.14,11.22,10.35,9.66,8.97,8.51,7.94,7.64,7.22,6.89,6.58,6.28,6.08,5.82,5.63,5.41,5.23,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,3,0,11.50,12.14,17.2,27/04/2017 14:57:56,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.25,3.75,101.49,0.0,1.34,64.6,-65.017,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.55,2.29,2.15,1.91,1.68,1.68,1.61,1.43,1.17,1.14,1.18,1.16,0.95,0.94,0.98,0.81,0.84,0.74,0.85,0.79,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,4,0,11.50,12.14,17.2,27/04/2017 14:57:56,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.75,4.25,61.33,0.1,2.56,41.5,-21.155,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.28,4.68,4.23,3.38,3.43,3.20,2.90,2.72,2.04,2.04,2.25,2.16,1.71,1.81,1.78,1.41,1.57,1.88,1.39,1.30,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,5,0,11.50,12.14,17.2,27/04/2017 14:57:57,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.25,4.75,75.19,0.1,2.46,-49.5,-15.562,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.24,4.85,4.41,3.51,3.44,2.82,2.62,2.18,1.61,1.49,1.92,2.06,2.54,2.01,1.76,1.68,1.15,1.55,1.44,0.90,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,6,0,11.50,12.14,17.2,27/04/2017 14:57:57,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.75,2.00,56.62,0.0,1.94,9.2,753.347,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.89,3.43,3.07,2.78,2.53,2.32,2.14,2.00,1.87,1.74,1.64,1.54,1.46,1.36,1.30,1.24,1.19,1.12,1.07,1.03,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,7,0,11.50,12.14,17.2,27/04/2017 14:57:57,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.00,2.50,52.22,0.0,1.82,-30.4,-482.953,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65,3.22,2.87,2.62,2.39,2.18,2.03,1.87,1.75,1.64,1.56,1.43,1.34,1.31,1.22,1.16,1.11,1.06,1.01,0.96,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,8,0,11.50,12.14,17.2,27/04/2017 14:57:57,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.50,3.00,63.58,0.0,1.09,-26.4,-147.022,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92,1.70,1.51,1.45,1.37,1.28,1.14,1.12,1.06,1.02,0.97,0.92,0.89,0.83,0.81,0.77,0.80,0.78,0.75,0.67,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,9,0,11.50,12.14,17.2,27/04/2017 14:57:57,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.00,3.50,64.72,0.0,3.83,13.6,-59.859,87.17,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.03,7.72,6.63,5.84,5.17,4.48,4.18,3.72,3.36,3.17,3.06,2.89,2.82,2.62,2.30,2.28,2.10,1.87,1.77,1.62,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,8,1.1,00.000000,00.000000,17042716,10,0,11.50,12.14,17.2,27/04/2017 14:57:57,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.50,4.00,77.83,0.1,2.13,88.5,-26.267,63.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.18,3.74,3.17,2.90,2.59,2.25,2.22,2.31,2.19,1.91,2.04,1.97,1.99,1.89,1.47,0.96,1.06,1.32,1.22,1.11,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,71,5,1.1,00.000000,00.000000,17042716,1,0,11.59,12.16,16.7,27/04/2017 14:58:15,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.00,4.50,79.28,0.1,3.02,-28.7,-15.289,63.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.79,4.30,3.84,3.95,3.91,3.65,3.44,3.47,2.70,2.80,2.98,2.70,2.41,2.49,1.90,2.14,1.77,2.20,2.14,1.74,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,71,5,1.1,00.000000,00.000000,17042716,2,0,11.59,12.16,16.7,27/04/2017 14:58:15,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.00,2.50,53.92,0.0,3.62,-31.0,-1693.117,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.09,6.28,5.65,5.13,4.70,4.33,4.02,3.74,3.50,3.28,3.09,2.92,2.76,2.62,2.48,2.36,2.26,2.16,2.06,1.98,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,1,0,11.47,12.12,17.2,27/04/2017 14:58:34,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.50,3.00,55.17,0.0,0.90,-26.8,-247.513,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,1.42,1.26,1.17,1.08,1.06,0.98,0.88,0.86,0.82,0.82,0.79,0.72,0.70,0.72,0.67,0.63,0.60,0.63,0.57,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,2,0,11.47,12.12,17.2,27/04/2017 14:58:34,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.00,3.50,55.18,0.0,3.53,13.1,-82.510,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,7.10,6.15,5.35,4.71,4.32,3.93,3.50,3.24,3.04,2.77,2.48,2.33,2.26,2.14,2.00,1.79,1.68,1.61,1.68,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,3,0,11.47,12.12,17.2,27/04/2017 14:58:34,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.50,4.00,72.32,0.0,2.12,89.3,-49.156,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.29,3.58,3.33,3.16,2.85,2.65,2.33,2.21,1.92,1.91,1.85,1.72,1.63,1.46,1.36,1.44,1.25,1.08,1.15,1.18,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,4,0,11.47,12.12,17.2,27/04/2017 14:58:34,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.00,4.50,74.79,0.1,2.08,-28.9,-27.372,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79,3.77,3.11,2.75,2.66,2.42,2.43,2.08,1.96,1.91,1.97,1.56,1.58,1.61,1.38,1.69,1.41,1.26,1.08,1.26,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,5,0,11.47,12.12,17.2,27/04/2017 14:58:34,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.50,5.00,71.86,0.2,6.35,-51.4,-15.780,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.73,10.37,9.95,8.31,7.70,7.14,7.48,6.33,6.23,6.92,5.40,4.72,4.90,4.02,4.86,4.49,3.90,3.92,4.64,3.96,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,6,0,11.47,12.12,17.2,27/04/2017 14:58:34,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,5.00,2.25,50.33,0.0,3.20,48.1,710.407,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,4.75,4.41,4.13,3.89,3.68,3.48,3.31,3.18,3.05,2.92,2.81,2.71,2.60,2.52,2.44,2.36,2.27,2.22,2.15,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,7,0,11.47,12.12,17.2,27/04/2017 14:58:34,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.25,2.75,45.77,0.0,2.17,-75.5,-449.172,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,2.71,2.67,2.60,2.52,2.47,2.40,2.31,2.24,2.19,2.12,2.04,1.99,1.94,1.87,1.84,1.76,1.73,1.69,1.65,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,8,0,11.47,12.12,17.2,27/04/2017 14:58:35,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.75,3.25,47.87,0.1,9.52,0.6,-117.435,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.07,15.80,14.16,12.82,11.90,10.95,10.23,9.64,9.09,8.62,8.18,7.83,7.51,7.28,7.03,6.66,6.44,6.26,6.03,5.83,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,9,0,11.47,12.12,17.2,27/04/2017 14:58:35,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.25,3.75,89.90,0.0,0.32,63.4,-88.218,92.49,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.51,0.49,0.56,0.39,0.35,0.28,0.32,0.20,0.16,0.23,0.34,0.44,0.31,0.24,0.19,0.30,0.12,0.26,0.22,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,9,1.1,00.000000,00.000000,17042716,10,0,11.47,12.12,17.2,27/04/2017 14:58:35,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.75,4.25,57.37,0.1,2.15,43.8,-21.155,69.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.49,3.98,3.62,3.12,3.22,2.54,2.61,2.15,2.05,1.83,2.10,1.58,1.47,1.34,1.57,1.37,1.32,1.16,0.77,0.80,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,77,5,1.1,00.000000,00.000000,17042716,1,0,11.56,12.16,17.2,27/04/2017 14:58:53,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.25,4.75,72.74,0.2,2.89,-51.9,-15.327,69.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.41,4.71,4.52,3.93,3.52,3.33,3.07,3.29,2.56,2.65,2.81,2.62,1.74,2.09,1.96,2.23,1.98,2.05,1.96,1.47,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,77,5,1.1,00.000000,00.000000,17042716,2,0,11.56,12.16,17.2,27/04/2017 14:58:53,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.25,2.75,49.68,0.1,21.90,-90.5,-1574.148,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.80,28.39,27.19,26.13,25.19,24.32,23.53,22.81,22.13,21.50,20.90,20.34,19.81,19.31,18.83,18.39,17.96,17.55,17.16,16.78,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,1,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.75,3.25,41.84,0.1,7.38,-0.2,-189.402,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.99,12.29,10.98,9.97,9.19,8.52,7.95,7.51,7.04,6.71,6.40,6.05,5.78,5.59,5.38,5.19,4.99,4.79,4.67,4.55,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,2,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.25,3.75,80.77,0.0,0.31,62.1,-121.873,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.45,0.46,0.49,0.40,0.42,0.37,0.31,0.30,0.33,0.22,0.23,0.22,0.24,0.22,0.18,0.22,0.25,0.21,0.21,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,3,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.75,4.25,51.07,0.1,1.52,44.6,-35.029,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.51,3.08,2.62,2.35,1.77,1.65,1.67,1.83,1.51,1.20,1.39,1.25,1.05,1.04,1.15,0.85,0.77,0.71,0.58,0.46,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,4,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.25,4.75,66.39,0.1,2.06,-52.4,-24.519,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.81,3.18,2.99,2.84,2.33,2.61,2.41,2.22,2.12,1.91,1.74,2.00,1.78,1.70,1.54,1.20,1.17,0.96,1.16,1.43,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,5,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.75,5.25,73.11,0.2,3.09,-11.4,-16.201,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,5.71,5.21,4.33,4.40,3.90,4.12,2.85,2.99,3.40,2.66,2.61,2.52,1.41,1.59,1.55,1.80,1.70,1.34,1.72,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,6,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,5.25,2.50,49.60,0.0,1.31,-4.2,706.567,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.91,2.48,2.15,1.92,1.72,1.56,1.42,1.32,1.21,1.13,1.07,0.99,0.93,0.87,0.84,0.80,0.76,0.70,0.68,0.65,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,7,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.50,3.00,46.81,0.0,0.63,-29.9,-463.578,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,1.16,1.00,0.92,0.81,0.74,0.69,0.63,0.54,0.53,0.52,0.52,0.45,0.43,0.42,0.42,0.36,0.34,0.31,0.34,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,8,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.00,3.50,49.22,0.0,3.08,11.5,-121.851,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.48,6.32,5.40,4.75,4.29,3.75,3.40,3.02,2.77,2.55,2.33,2.16,2.03,1.91,1.75,1.71,1.61,1.51,1.42,1.35,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,9,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.50,4.00,61.41,0.0,1.26,89.7,-60.814,93.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.48,2.25,2.23,1.87,1.28,1.28,1.55,1.22,1.24,0.93,0.87,1.13,0.99,0.89,0.98,0.79,0.72,0.86,0.92,0.66,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,123,11,1.3,00.000000,00.000000,17042716,10,0,11.44,12.14,16.7,27/04/2017 14:59:12,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.00,4.50,69.39,0.0,1.76,-31.0,-28.556,77.57,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,3.01,2.71,2.44,2.14,1.95,1.85,1.74,1.74,1.85,1.58,1.45,1.26,1.35,1.19,1.17,1.03,1.03,1.16,1.18,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,8,1.3,00.000000,00.000000,17042716,1,0,11.50,12.16,16.7,27/04/2017 14:59:31,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.50,5.00,66.37,0.1,6.18,-50.7,-15.606,77.57,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.83,10.09,9.01,8.70,7.88,7.56,6.69,6.74,6.83,5.58,5.00,5.13,4.66,4.84,4.81,4.01,4.06,4.16,3.20,3.80,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,102,8,1.3,00.000000,00.000000,17042716,2,0,11.50,12.16,16.7,27/04/2017 14:59:31,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,2.50,3.00,59.96,0.0,1.70,-12.3,-2008.418,98.65,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,3.30,2.85,2.51,2.24,2.02,1.84,1.69,1.56,1.45,1.36,1.27,1.20,1.13,1.07,1.01,0.96,0.91,0.87,0.83,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,122,12,1.2,00.000000,00.000000,17042716,1,0,11.41,12.14,16.7,27/04/2017 14:59:50,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.00,3.50,43.06,0.0,3.26,12.8,-206.049,98.65,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.32,6.93,5.95,5.13,4.49,3.95,3.50,3.19,2.92,2.67,2.44,2.24,2.12,1.95,1.84,1.70,1.60,1.52,1.42,1.35,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,122,12,1.2,00.000000,00.000000,17042716,2,0,11.41,12.14,16.7,27/04/2017 14:59:50,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.50,4.00,60.58,0.0,0.96,91.8,-96.616,98.65,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,1.75,1.53,1.48,1.29,1.16,1.03,0.93,0.86,0.82,0.79,0.73,0.62,0.67,0.63,0.55,0.53,0.55,0.53,0.49,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,122,12,1.2,00.000000,00.000000,17042716,3,0,11.41,12.14,16.7,27/04/2017 14:59:50,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.00,4.50,68.65,0.1,1.32,-30.8,-49.772,98.65,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.59,2.31,2.00,1.88,1.68,1.42,1.36,1.26,1.19,1.23,1.14,1.14,1.24,1.13,0.90,0.86,0.79,0.79,0.78,0.76,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,122,12,1.2,00.000000,00.000000,17042716,4,0,11.41,12.14,16.7,27/04/2017 14:59:50,0.0,0.00,0.0
