438
1	1	2	3	4	3.295345
2	1	2	4	5	0.850158
3	1	2	5	6	0.323831
4	1	2	6	7	0.160175
5	1	2	7	8	0.092379
6	1	2	8	9	0.06076
7	1	3	5	7	4.287695
8	1	3	7	9	1.02031
9	1	3	9	11	0.425806
10	1	3	11	13	0.234587
11	1	3	13	15	0.136172
12	1	3	15	17	0.0917
13	1	4	7	10	3.479695
14	1	4	10	13	0.950089
15	1	4	13	16	0.430094
16	1	4	16	19	0.225371
17	1	4	19	22	0.130696
18	1	4	22	25	0.051477
19	1	5	9	13	2.727135
20	1	5	13	17	0.813569
21	1	5	17	21	0.402224
22	1	5	21	25	0.083755
23	1	5	25	29	0.064017
24	2	3	4	5	12.06965
25	2	3	5	6	2.732475
26	2	3	6	7	1.073325
27	2	3	7	8	0.546909
28	2	3	8	9	0.320149
29	2	3	9	10	0.214749
30	2	4	6	8	5.681775
31	2	4	8	10	1.55135
32	2	4	10	12	0.653185
33	2	4	12	14	0.40233
34	2	4	14	16	0.221109
35	2	4	16	18	0.148525
36	2	5	8	11	3.616675
37	2	5	11	14	1.12837
38	2	5	14	17	0.487546
39	2	5	17	20	0.304598
40	2	5	20	23	0.106172
41	2	5	23	26	0.063186
42	2	6	10	14	2.79132
43	2	6	14	18	0.868192
44	2	6	18	22	0.392725
45	2	6	22	26	0.119292
46	2	6	26	30	0.07468
47	3	4	5	6	11.071
48	3	4	6	7	2.882195
49	3	4	7	8	1.188755
50	3	4	8	9	0.623765
51	3	4	9	10	0.391525
52	3	4	10	11	0.23756
53	3	5	7	9	4.732915
54	3	5	9	11	1.41666
55	3	5	11	13	0.650594
56	3	5	13	15	0.36204
57	3	5	15	17	0.224055
58	3	5	17	19	0.148684
59	3	6	9	12	3.315545
60	3	6	12	15	1.07434
61	3	6	15	18	0.483426
62	3	6	18	21	0.309312
63	3	6	21	24	0.061421
64	3	6	24	27	0.059325
65	3	7	11	15	2.64813
66	3	7	15	19	0.848413
67	3	7	19	23	0.334861
