424
1 1 2 3 4 -3.103155 0.015295450995
2 1 2 4 5 -0.999492 0.005848027692
3 1 2 5 6 -0.500503 0.001010515557
4 1 2 6 7 -0.251112 0.000250107552
5 1 2 7 8 -0.144623 8.822003e-05
6 1 2 8 9 -0.095383 7.439874e-06
7 1 3 5 7 -3.50796 0.00350796
8 1 3 7 9 -0.935777 0.00051467735
9 1 3 9 11 -0.433972 0.000289459324
10 1 3 11 13 -0.2272 0.0003310304
11 1 3 13 15 -0.131951 8.6691807e-05
12 1 3 15 17 -0.092045 6.056561e-05
13 1 4 7 10 -2.47544 0.00458203944
14 1 4 10 13 -0.736459 0.000747505885
15 1 4 13 16 -0.337535 0.00058191034
16 1 4 16 19 -0.182729 0.000113840167
17 1 4 19 22 -0.105913 1.4404168e-05
18 1 4 22 25 -0.050609 1.4221129e-05
19 1 5 9 13 -2.08768 0.00552817664
20 1 5 13 17 -0.635367 0.000958768803
21 1 5 17 21 -0.314626 0.00031619913
22 1 5 21 25 -0.087207 3.4359558e-05
23 1 5 25 29 -0.069168 9.268512e-06
25 2 3 5 6 -1.926385 0.005272515745
26 2 3 6 7 -0.820532 0.00135798046
27 2 3 7 8 -0.432351 5.4476226e-05
28 2 3 8 9 -0.264521 0.000226959018
29 2 3 9 10 -0.192329 0.000179635286
30 2 4 6 8 -3.34433 0.01273520864
31 2 4 8 10 -1.07566 0
32 2 4 10 12 -0.464817 0.000211026918
33 2 4 12 14 -0.291079 0.000846748811
34 2 4 14 16 -0.156131 0.000313511048
35 2 4 16 18 -0.107447 0.000205116323
36 2 5 8 11 -2.53303 0.00417696647
37 2 5 11 14 -0.805629 0.004133682399
38 2 5 14 17 -0.35826 0.00103393836
39 2 5 17 20 -0.219937 5.938299e-05
40 2 5 20 23 -0.093704 7.308912e-05
41 2 5 23 26 -0.060013 4.2369178e-05
42 2 6 10 14 -1.999335 0.00300699984
43 2 6 14 18 -0.650301 0.002210373099
44 2 6 18 22 -0.297662 0.000417322124
45 2 6 22 26 -0.114617 0.000173530138
46 2 6 26 30 -0.076053 5.8332651e-05
48 3 4 6 7 -1.438265 0.01015702743
49 3 4 7 8 -0.655503 0.000443775531
50 3 4 8 9 -0.367715 0.000195256665
51 3 4 9 10 -0.252861 0.000103420149
52 3 4 10 11 -0.151566 7.0781322e-05
53 3 5 7 9 -2.812535 0.01246515512
54 3 5 9 11 -0.993156 0.000912710364
55 3 5 11 13 -0.431856 3.454848e-06
56 3 5 13 15 -0.24996 2.4996e-06
57 3 5 15 17 -0.162075 5.8184925e-05
58 3 5 17 19 -0.105661 6.3502261e-05
60 3 6 12 15 -0.748379 0.00033677055
61 3 6 15 18 -0.361738 9.405188e-05
62 3 6 18 21 -0.221807 3.548912e-05
63 3 6 21 24 -0.059329 3.737727e-06
