  3108
    1  1   1  1  19  1   7  1  25     2.39072
    2  1   1  1  19  1   2  1  20    18.66372
    3  1   1  1  19  1   4  1  22     6.00035
    4  1   1  1  19  1   5  1  23     4.41289
    5  1   1  1  19  1   6  1  24     3.24944
    6  1   1  1  19  1   7  1  43     1.41236
    8  1   1  1  19  1   3  1  39     5.24061
    9  1   1  1  19  1   4  1  40     3.33091
   10  1   1  1  19  1   5  1  41     2.51527
   11  1   1  1  19  1   6  1  42     1.87343
   12  1   1  1  19  1   7  1  61     1.38251
   13  1   1  1  19  1   2  1  56     9.64146
   14  1   1  1  19  1   3  1  57     5.12038
   15  1   1  1  19  1   4  1  58     3.23558
   16  1   1  1  19  1   5  1  59     2.43027
   17  1   1  1  19  1   6  1  60     1.81596
   18  1   1  1  19  1  25  1  43    -0.98105
   20  1   1  1  19  1  22  1  40    -2.66650
   21  1   1  1  19  1  23  1  41    -1.90237
   22  1   1  1  19  1  24  1  42    -1.37965
   23  1   1  1  19  1  25  1  61    -1.01101
   24  1   1  1  19  1  20  1  56    -9.05144
   25  1   1  1  19  1  22  1  58    -2.77297
   26  1   1  1  19  1  23  1  59    -1.98688
   27  1   1  1  19  1  24  1  60    -1.43668
   28  1   1  1  19  1  37  1  55    -0.13625
   30  1   1  1  19  1  39  1  57    -0.12074
   31  1   1  1  19  1  40  1  58    -0.09995
   32  1   1  1  19  1  41  1  59    -0.08464
   33  1   1  1  19  1  42  1  60    -0.05672
   35  1   1  1  37  1   7  1  25     1.44053
   36  1   1  1  37  1   2  1  20     9.78553
   37  1   1  1  37  1   4  1  22     3.37416
   38  1   1  1  37  1   5  1  23     2.56496
   39  1   1  1  37  1   6  1  24     1.91830
   40  1   1  1  37  1   7  1  43     2.00622
   42  1   1  1  37  1   3  1  39     8.96223
   43  1   1  1  37  1   4  1  40     5.64183
   44  1   1  1  37  1   5  1  41     4.06218
   45  1   1  1  37  1   6  1  42     2.83673
   46  1   1  1  37  1   7  1  61     0.76765
   47  1   1  1  37  1   2  1  56     8.80090
   48  1   1  1  37  1   3  1  57     4.29281
   49  1   1  1  37  1   4  1  58     2.43192
   50  1   1  1  37  1   5  1  59     1.65867
   51  1   1  1  37  1   6  1  60     1.11454
   52  1   1  1  37  1  19  1  55    -1.00134
   54  1   1  1  37  1  21  1  39     3.68538
   55  1   1  1  37  1  22  1  40     2.26860
   56  1   1  1  37  1  23  1  41     1.49734
   57  1   1  1  37  1  24  1  42     0.91733
   58  1   1  1  37  1  25  1  43     0.56509
   59  1   1  1  37  1  20  1  56    -0.99477
   60  1   1  1  37  1  22  1  58    -0.94334
   61  1   1  1  37  1  23  1  59    -0.90844
   62  1   1  1  37  1  24  1  60    -0.80477
   63  1   1  1  37  1  25  1  61    -0.67523
   64  1   1  1  37  1  38  1  56    -8.69878
   65  1   1  1  37  1  39  1  57    -4.67958
   66  1   1  1  37  1  40  1  58    -3.21003
   67  1   1  1  37  1  41  1  59    -2.40627
   68  1   1  1  37  1  42  1  60    -1.72437
   69  1   1  1  37  1  43  1  61    -1.23841
   70  1   1  1  55  1   7  1  25     1.35622
   71  1   1  1  55  1   2  1  20     9.63646
   72  1   1  1  55  1   4  1  22     3.19755
   73  1   1  1  55  1   5  1  23     2.38200
   74  1   1  1  55  1   6  1  24     1.78575
   75  1   1  1  55  1   7  1  43     0.74904
   77  1   1  1  55  1   3  1  39     4.27939
   78  1   1  1  55  1   4  1  40     2.40789
   79  1   1  1  55  1   5  1  41     1.63392
   80  1   1  1  55  1   6  1  42     1.09499
   81  1   1  1  55  1   7  1  61     2.42352
   82  1   1  1  55  1   2  1  56    17.70283
   83  1   1  1  55  1   3  1  57     9.24106
   84  1   1  1  55  1   4  1  58     6.03775
   85  1   1  1  55  1   5  1  59     4.40866
   86  1   1  1  55  1   6  1  60     3.22544
   87  1   1  1  55  1  19  1  37    -0.84266
   89  1   1  1  55  1  21  1  39    -0.82300
   90  1   1  1  55  1  22  1  40    -0.78913
   91  1   1  1  55  1  23  1  41    -0.74907
   92  1   1  1  55  1  24  1  42    -0.69093
   93  1   1  1  55  1  25  1  43    -0.60733
   94  1   1  1  55  1  20  1  56     8.07171
   96  1   1  1  55  1  22  1  58     2.83315
   97  1   1  1  55  1  23  1  59     2.02360
   98  1   1  1  55  1  24  1  60     1.44022
   99  1   1  1  55  1  25  1  61     1.06895
  101  1   1  1  55  1  39  1  57     4.95695
  102  1   1  1  55  1  40  1  58     3.62180
  103  1   1  1  55  1  41  1  59     2.77170
  104  1   1  1  55  1  42  1  60     2.13164
  105  1   1  1  55  1  43  1  61     1.67594
  106  1   2  1  20  1   8  1  26     2.45051
  107  1   2  1  20  1   3  1  21    23.93645
  108  1   2  1  20  1   4  1  22    10.89238
  109  1   2  1  20  1   5  1  23     7.27123
  110  1   2  1  20  1   6  1  24     4.95203
  111  1   2  1  20  1   8  1  44     1.44386
  112  1   2  1  20  1   3  1  39    12.09051
  113  1   2  1  20  1   4  1  40     5.83625
  114  1   2  1  20  1   5  1  41     3.99196
  115  1   2  1  20  1   6  1  42     2.78176
  116  1   2  1  20  1   8  1  62     1.40036
  117  1   2  1  20  1   3  1  57    11.93517
  118  1   2  1  20  1   4  1  58     5.69409
  119  1   2  1  20  1   5  1  59     3.85939
  120  1   2  1  20  1   6  1  60     2.67652
  121  1   2  1  20  1   7  1  25     3.46590
  122  1   2  1  20  1  26  1  44    -1.00789
  123  1   2  1  20  1  21  1  39   -11.86741
  124  1   2  1  20  1  22  1  40    -5.06953
  125  1   2  1  20  1  23  1  41    -3.28165
  126  1   2  1  20  1  24  1  42    -2.17601
  127  1   2  1  20  1   7  1  43     2.01171
  128  1   2  1  20  1  26  1  62    -1.05232
  129  1   2  1  20  1  21  1  57   -12.03004
  130  1   2  1  20  1  22  1  58    -5.21484
  131  1   2  1  20  1  23  1  59    -3.41432
  132  1   2  1  20  1  24  1  60    -2.27673
  133  1   2  1  20  1   7  1  61     1.94632
  135  1   2  1  20  1  39  1  57    -0.15869
  136  1   2  1  20  1  40  1  58    -0.14574
  137  1   2  1  20  1  41  1  59    -0.13305
  138  1   2  1  20  1  42  1  60    -0.10041
  139  1   2  1  20  1  19  1  37    -8.87919
  140  1   2  1  20  1  44  1  62    -0.04239
  141  1   2  1  20  1  19  1  55    -9.02992
  142  1   2  1  20  1  25  1  43    -1.45672
  143  1   2  1  20  1  25  1  61    -1.52202
  144  1   2  1  20  1  37  1  55    -0.15070
  145  1   2  1  20  1  43  1  61    -0.06501
  146  1   2  1  38  1   8  1  26     1.45862
  147  1   2  1  38  1   3  1  21    12.10231
  148  1   2  1  38  1   4  1  22     5.86254
  149  1   2  1  38  1   5  1  23     4.03343
  150  1   2  1  38  1   6  1  24     2.80594
  151  1   2  1  38  1   8  1  44     1.99836
  152  1   2  1  38  1   3  1  39    21.80254
  153  1   2  1  38  1   4  1  40    10.22101
  154  1   2  1  38  1   5  1  41     6.77128
  155  1   2  1  38  1   6  1  42     4.37605
  156  1   2  1  38  1   8  1  62     0.79894
  157  1   2  1  38  1   3  1  57    11.06551
  158  1   2  1  38  1   4  1  58     4.83059
  159  1   2  1  38  1   5  1  59     3.01070
  160  1   2  1  38  1   6  1  60     1.88814
  161  1   2  1  38  1   7  1  25     2.02400
  163  1   2  1  38  1  21  1  39     9.70111
  164  1   2  1  38  1  22  1  40     4.36460
  165  1   2  1  38  1  23  1  41     2.74218
  166  1   2  1  38  1  24  1  42     1.56449
  167  1   2  1  38  1   7  1  43     2.94407
  168  1   2  1  38  1  26  1  44     0.53994
  169  1   2  1  38  1  21  1  57    -1.04337
  170  1   2  1  38  1  22  1  58    -1.03572
  171  1   2  1  38  1  23  1  59    -1.01871
  172  1   2  1  38  1  24  1  60    -0.91802
  173  1   2  1  38  1   7  1  61     1.24727
  174  1   2  1  38  1  26  1  62    -0.66129
  175  1   2  1  38  1  39  1  57   -10.75331
  176  1   2  1  38  1  40  1  58    -5.40401
  177  1   2  1  38  1  41  1  59    -3.76449
  178  1   2  1  38  1  42  1  60    -2.48514
  179  1   2  1  38  1  19  1  37     7.72550
  180  1   2  1  38  1  44  1  62    -1.19957
  181  1   2  1  38  1  19  1  55    -0.97161
  182  1   2  1  38  1  25  1  43     0.92072
  183  1   2  1  38  1  25  1  61    -0.77624
  184  1   2  1  38  1  37  1  55    -8.67888
  185  1   2  1  38  1  43  1  61    -1.69632
  186  1   2  1  56  1   8  1  26     1.37114
  187  1   2  1  56  1   3  1  21    11.90854
  188  1   2  1  56  1   4  1  22     5.65157
  189  1   2  1  56  1   5  1  23     3.80695
  190  1   2  1  56  1   6  1  24     2.63893
