140
1	1	3	8	6	1.9210507071839984	-2.892
2	1	3	10	8	0.6817501127948551	-4.008
3	1	3	12	10	0.3506160862743456	-4.884
4	1	3	14	12	0.1955617603240543	-3.432
5	1	3	16	14	0.13867884955072587	-7.788
6	1	3	7	5	4.3030280652173385	-6.432
7	1	3	9	7	1.0716865973104572	-4.296
8	1	3	11	9	0.4523941205512132	-4.068
9	1	3	13	11	0.2727907615581837	-1.08
10	1	3	15	13	0.1584504495508534	-12.18
11	2	4	7	5	16.935873544814736	-11.315999999999999
12	2	4	9	7	1.970031878968006	-3.876
13	2	4	11	9	0.6984020030121109	-3.528
14	2	4	13	11	0.39588854967245735	-1.044
15	2	4	15	13	0.22174998633311402	-10.908
16	2	4	17	15	0.1417114526689663	-3.6359999999999997
17	2	4	8	6	4.435294515769154	-2.6999999999999997
18	2	4	10	8	1.130117722555541	-3.6959999999999997
19	2	4	12	10	0.5223035236146416	-4.332
20	2	4	14	12	0.27808405610044923	-2.976
21	2	4	16	14	0.19190827938252114	-7.9079999999999995
22	3	5	8	6	13.274955029988279	-3.852
23	3	5	10	8	1.7911714208359286	-3.444
24	3	5	12	10	0.6940063654876578	-3.7199999999999998
25	3	5	14	12	0.34827716300380007	-2.6039999999999996
26	3	5	16	14	0.23367433460509168	-7.188
27	3	5	18	16	0.13151921704282682	-3.12
28	3	5	9	7	3.7970182493435614	-3.924
29	3	5	11	9	0.9873851800877453	-3.0599999999999996
30	3	5	13	11	0.5075341408509719	-0.6839999999999999
31	3	5	15	13	0.27297585474374575	-10.404
32	3	5	17	15	0.17032990212941812	-3.756
33	4	6	9	7	12.071379942422567	-6.755999999999999
34	4	6	11	9	1.6302945738006454	-2.796
35	4	6	13	11	0.6997189855710995	-0.3
36	4	6	15	13	0.3557125519774793	-9.972
37	4	6	17	15	0.21464995004894608	-2.82
38	4	6	19	17	0.13246879524950744	-3.3
39	4	6	10	8	3.670690810830531	-3.444
40	4	6	12	10	1.0136968544638016	-3.384
41	4	6	14	12	0.46353761959736023	-2.028
42	4	6	16	14	0.29929523984931095	-6.396
43	4	6	18	16	0.1636912681439731	-2.832
44	5	7	10	8	13.09809157174492	-5.268
45	5	7	12	10	1.7901525043109165	-3.324
46	5	7	14	12	0.6863574989544674	-1.452
47	5	7	16	14	0.4166503713684403	-6.023999999999999
48	5	7	18	16	0.2209139330883318	-2.364
49	5	7	20	18	0.1379344111140577	-2.076
50	5	7	11	9	3.673795079938488	-2.616
51	5	7	13	11	1.104004630842398	-0.012
52	5	7	15	13	0.5066872126543758	-9.468
53	5	7	17	15	0.2933097354817895	-2.052
54	5	7	19	17	0.17656200725279564	-3.048
55	6	8	11	9	13.28309768200208	-4.656
56	6	8	13	11	1.909540672147231	-0.168
57	6	8	15	13	0.7101355335219706	-9.672
58	6	8	17	15	0.3912961589485452	-1.932
59	6	8	19	17	0.2288183408350356	-2.568
60	6	8	21	19	0.14940921763510662	-5.76
61	6	8	12	10	3.93533901736179	-3.276
62	6	8	14	12	1.040024618322871	-1.296
63	6	8	16	14	0.5645464259177382	-5.52
64	6	8	18	16	0.2898046808391924	-1.74
65	6	8	20	18	0.1761608023920628	-2.5559999999999996
66	7	9	12	10	13.1856511933727	-6.4079999999999995
67	7	9	14	12	1.7685685701914324	-1.056
68	7	9	16	14	0.7979772992000587	-5.136
69	7	9	18	16	0.3827832589687675	-1.308
70	7	9	20	18	0.2256911541220058	-1.932
71	7	9	22	20	0.15367227913221948	-2.6039999999999996
72	7	9	13	11	4.0826973559204625	-0.8160000000000001
73	7	9	15	13	1.0674560971853246	-9.684
74	7	9	17	15	0.5293367971619665	-1.32
75	7	9	19	17	0.2971788253420792	-2.004
76	7	9	21	19	0.18915938207852148	-6.132000000000001
77	8	10	13	11	12.839871143180817	-3.252
78	8	10	15	13	1.691620554099581	-11.04
79	8	10	17	15	0.7102297290523771	-0.9839999999999999
80	8	10	19	17	0.3755416308749622	-1.548
81	8	10	21	19	0.23152917486480878	-5.58
82	8	10	23	21	0.1467863140542487	-1.548
83	8	10	14	12	3.5515687467412302	-0.864
84	8	10	16	14	1.1382287655266174	-4.764
85	8	10	18	16	0.49459157775039175	-0.8160000000000001
86	8	10	20	18	0.27988750976630394	-1.32
87	8	10	22	20	0.1856311250795287	-3.252
88	9	11	14	12	11.198635033478212	-3.0839999999999996
89	9	11	16	14	1.8671557710159177	-4.788
90	9	11	18	16	0.6726016923523157	-0.432
91	9	11	20	18	0.35654299576708237	-1.068
92	9	11	22	20	0.22859990652984347	-2.568
93	9	11	24	22	0.1330370109763907	-4.32
94	9	11	15	13	3.3965617408769484	-13.212
95	9	11	17	15	1.0324991859326884	-0.66
96	9	11	19	17	0.49168510795561704	-1.188
97	9	11	21	19	0.2898870569837841	-4.728
98	9	11	23	21	0.17837482004342367	-2.5319999999999996
99	10	12	15	13	12.397303725739015	-19.331999999999997
100	10	12	19	17	0.7248690474602875	-0.852
101	10	12	21	19	0.39716422014885944	-4.764
102	10	12	23	21	0.23760761609562986	-0.888
103	10	12	16	14	4.459390299201008	-5.136
104	10	12	20	18	0.5023488432710426	-0.46799999999999997
105	10	12	22	20	0.3089525190004554	-2.232
106	10	12	24	22	0.1749676341557096	-4.859999999999999
107	11	13	16	14	15.664713677340437	-8.052
108	11	13	20	18	0.7057187037744246	-0.036
109	11	13	22	20	0.4065111532638801	-1.8119999999999998
110	11	13	24	22	0.22308384864374417	-4.02
111	11	13	19	17	1.0974803562146953	-0.49199999999999994
112	11	13	21	19	0.5354240570535452	-4.416
113	11	13	23	21	0.3066469439560841	-0.9839999999999999
114	12	14	19	17	1.6530232594165384	-0.756
115	12	14	21	19	0.6686523481210207	-4.308
116	12	14	23	21	0.36027960941675996	-0.636
117	12	14	22	20	0.4889648739341994	-1.6440000000000001
118	12	14	24	22	0.2581334606707566	-4.296
119	13	15	22	20	0.681649549800238	-1.5
120	13	15	24	22	0.3404859867342083	-3.7199999999999998
121	13	15	19	17	3.7583941547661612	-0.804
122	13	15	21	19	1.0061885126651515	-4.188
123	13	15	23	21	0.48600584830988275	-0.108
124	14	16	19	17	15.925608497854332	-2.6039999999999996
125	14	16	21	19	1.8422453424681775	-4.464
126	14	16	23	21	0.7223652888338414	-0.18
127	14	16	20	18	3.8054361044367604	-0.156
128	14	16	22	20	1.090969594061645	-1.6320000000000001
129	14	16	24	22	0.4884221563643736	-4.284
130	15	17	20	18	10.664219133504615	-0.696
131	15	17	22	20	1.6274205757949904	-1.656
132	15	17	24	22	0.6149168623057886	-3.924
133	15	17	21	19	3.4820385229110458	-4.656
134	16	18	21	19	13.508559183841989	-7.223999999999999
135	16	18	22	20	3.6270944784543815	-2.7239999999999998
136	16	18	24	22	0.9101615330245351	-4.224
137	17	19	22	20	13.968296272612703	-3.12
138	17	19	24	22	1.5586228586295596	-3.9
139	18	20	24	22	3.525598787236037	-4.9079999999999995
140	19	21	24	22	13.070656869847959	-7.98
