644    
   56      1   1      1   3      2   3      2   1  1.33723 3132.62693
   57      1  20      1  22      2  22      2  20  1.40612 3130.96930
   58      1  20      1  22      3  22      3  20  1.39408 3132.50681
   59      1  22      1  24      3  24      3  22  1.42794 3131.25845
   60      1  17      1  19      2  19      2  17  1.41929 3129.95667
   61      1   1      1   3      3   3      3   1  1.35193 3131.10992
   62      1   3      1   5      3   5      3   3  1.35292 3131.58508
   63      1  13      1  15      2  15      2  13  1.38070 3131.20789
   64      1   8      1  10      3  10      3   8  1.70257 3125.30527
   65      1  15      1  17      2  17      2  15  1.40515 3130.32694
   66      1  19      1  21      2  21      2  19  1.34617 3131.75489
   67      1  11      1  13      2  13      2  11  1.38667 3130.74643
   68      1  23      1  25      3  25      3  23  1.41719 3132.65650
   69      1   2      1   4      3   4      3   2  1.29562 3130.13189
   70      3   3      3   5      3   9      3   7  1.33196 -10.12208 
   71      1  17      1  19      1  23      1  21  1.33861 -10.34805 
   72      2  17      2  19      2  23      2  21  1.38452 -9.09996  
   73      1  11      1  13      1  17      1  15  1.24703 -9.84473  
   74      1   5      1   7      1  11      1   9  1.67808 -17.68659 
   75      2   8      2  10      2  14      2  12  1.40091 -11.98177 
   76      2  15      2  17      2  21      2  19  1.37175 -7.90526  
   77      1  14      1  16      1  20      1  18  1.30520 -8.46686  
   78      2  18      2  20      2  24      2  22  1.35193 -8.16864  
   79      1  15      1  17      1  21      1  19  1.26404 -9.96202  
   80      3  19      3  21      3  25      3  23  1.30732 -8.92444  
   81      1  10      1  12      1  16      1  14  1.30553 -11.40658 
   82      3  18      3  20      3  24      3  22  1.28780 -10.11580 
   83      3   6      3   8      3  12      3  10  1.46411 -10.42910 
   84      3  17      3  19      3  23      3  21  1.35491 -10.47379 
   85      1   6      1   8      1  12      1  10  1.89606 -23.17967 
   86      2   6      2   8      2  12      2  10  1.50999 -11.07831 
   87      2   7      2   9      2  13      2  11  1.44696 -10.53629 
   88      2   9      2  11      2  15      2  13  1.42521 -11.31854 
   89      3  13      3  15      3  19      3  17  1.30803 -10.68974 
   90      2  14      2  16      2  20      2  18  1.33942 -10.47702 
   91      3  14      3  16      3  20      3  18  1.28323 -9.81277  
   92      1   4      1   6      1  10      1   8  1.39340 -11.43656 
   93      2   5      2   7      2  11      2   9  1.41114 -10.60369 
   94      3  11      3  13      3  17      3  15  1.37560 -10.37803 
   95      2  10      2  12      2  16      2  14  1.33783 -9.77316  
   96      1  12      1  14      1  18      1  16  1.25512 -9.28957  
   97      2  13      2  15      2  19      2  17  1.33815 -8.40354  
   98      1  16      1  18      1  22      1  20  1.24276 -8.63331  
   99      3   9      3  11      3  15      3  13  1.35088 -8.70588  
  100      1   7      1   9      1  13      1  11  1.89198 -25.12415 
  101      3   8      3  10      3  14      3  12  1.41694 -12.05918 
  102      1   2      1   4      1   8      1   6  1.33163 -8.77710  
  103      1  13      1  15      1  19      1  17  1.27119 -10.40715 
  104      2  12      2  14      2  18      2  16  1.29431 -9.62440  
  105      3  16      3  18      3  22      3  20  1.25150 -9.08786  
  106      3   1      3   3      3   7      3   5  1.31556 -9.22616  
  107      3   5      3   7      3  11      3   9  1.44043 -11.50069 
  108      2   2      2   4      2   8      2   6  1.25392 -9.50026  
  109      1   9      1  11      1  15      1  13  1.54577 -14.39636 
  110      3   7      3   9      3  13      3  11  1.36614 -10.49132 
  111      3  15      3  17      3  21      3  19  1.22742 -9.05174  
  112      3   2      3   4      3   8      3   6  1.30925 -9.42837  
  113      1  18      1  20      1  24      1  22  1.24468 -12.71437 
  114      2  19      2  21      2  25      2  23  1.26960 -11.20008 
  115      1  19      1  21      1  25      1  23  1.27503 -8.84549  
  116      1   8      1  10      1  14      1  12  1.79398 -18.90722 
  117      2   3      2   5      2   9      2   7  1.24521 -10.39359 
  118      2   4      2   6      2  10      2   8  1.38746 -11.84171 
  119      1   3      1   5      1   9      1   7  1.36019 -9.60331  
  120      3   4      3   6      3  10      3   8  1.33071 -10.91730 
  121      2  16      2  18      2  22      2  20  1.41749 -8.60139  
  122      1   1      1   3      1   7      1   5  1.29171 -10.23036 
  123      3  10      3  12      3  16      3  14  1.25216 -9.32530  
  124      3  12      3  14      3  18      3  16  1.35377 -11.24776 
  125      2  11      2  13      2  17      2  15  1.29258 -10.26769 
  126      2   1      2   3      2   7      2   5  1.27347 -9.50724  
  127      2  18      2  20      2  25      2  23  0.59492 -12.86473 
  128      2   4      2   6      2  11      2   9  0.64235 -11.92607 
  129      3  14      3  16      3  21      3  19  0.61459 -10.40570 
  130      2  17      2  19      2  24      2  22  0.59945 -10.27913 
  131      3  16      3  18      3  23      3  21  0.59332 -10.13436 
  132      1  18      1  20      1  25      1  23  0.58950 -10.69813 
  133      1  10      1  12      1  17      1  15  0.61352 -10.60800 
  134      2  12      2  14      2  19      2  17  0.60437 -9.51334  
  135      3   2      3   4      3   9      3   7  0.60681 -9.18465  
  136      2   7      2   9      2  14      2  12  0.66888 -11.76225 
  137      3   8      3  10      3  15      3  13  0.65765 -11.73996 
  138      3   3      3   5      3  10      3   8  0.62959 -9.63220  
  139      1   1      1   3      1   8      1   6  0.57066 -8.61789  
  140      3   4      3   6      3  11      3   9  0.61050 -11.92143 
  141      1   3      1   5      1  10      1   8  0.65878 -12.69320 
  142      1  11      1  13      1  18      1  16  0.55952 -9.15127  
  143      2  10      2  12      2  17      2  15  0.60861 -10.36676 
  144      3  18      3  20      3  25      3  23  0.61058 -9.87793  
  145      1  15      1  17      1  22      1  20  0.60821 -8.53890  
  146      2  11      2  13      2  18      2  16  0.62636 -10.81549 
  147      1   8      1  10      1  15      1  13  0.80865 -17.55204 
  148      1  13      1  15      1  20      1  18  0.60071 -8.04365  
  149      3   9      3  11      3  16      3  14  0.59571 -11.05332 
  150      2   8      2  10      2  15      2  13  0.66353 -12.00769 
  151      1  16      1  18      1  23      1  21  0.60207 -11.25171 
  152      1  17      1  19      1  24      1  22  0.60534 -11.09490 
  153      3  11      3  13      3  18      3  16  0.61989 -10.45592 
  154      1   2      1   4      1   9      1   7  0.59779 -9.17490  
  155      2  15      2  17      2  22      2  20  0.63183 -9.11085  
  156      1   9      1  11      1  16      1  14  0.69374 -13.47405 
  157      3  13      3  15      3  20      3  18  0.58007 -9.57400  
  158      2   2      2   4      2   9      2   7  0.59697 -10.13818 
  159      3  17      3  19      3  24      3  22  0.59341 -10.56694 
  160      3  15      3  17      3  22      3  20  0.58500 -9.60389  
  161      1  14      1  16      1  21      1  19  0.60951 -10.55837 
  162      3   1      3   3      3   8      3   6  0.59414 -11.58053 
  163      2   9      2  11      2  16      2  14  0.61706 -8.77881  
  164      2  14      2  16      2  21      2  19  0.61747 -11.04366 
  165      2   6      2   8      2  13      2  11  0.67276 -10.49931 
  166      1   5      1   7      1  12      1  10  0.78224 -18.91136 
  167      2  16      2  18      2  23      2  21  0.60990 -9.11057  
  168      2  13      2  15      2  20      2  18  0.59272 -9.61339  
  169      1   4      1   6      1  11      1   9  0.76778 -16.70781 
  170      3  12      3  14      3  19      3  17  0.60041 -8.90332  
  171      3  10      3  12      3  17      3  15  0.60609 -9.63056  
  172      2   3      2   5      2  10      2   8  0.62006 -8.57549  
  173      2   1      2   3      2   8      2   6  0.58862 -7.94316  
  174      1  12      1  14      1  19      1  17  0.60532 -10.48673 
  175      2   5      2   7      2  12      2  10  0.64191 -12.54306 
  176      3   7      3   9      3  14      3  12  0.67356 -12.27093 
  177      3   5      3   7      3  12      3  10  0.66921 -13.74544 
  178      1   7      1   9      1  14      1  12  0.71840 -18.70218 
  179      3   6      3   8      3  13      3  11  0.65910 -10.71497 
  180      1   6      1   8      1  13      1  11  0.64988 -14.62795 
  181      1  13      1  15      3  19      3  17  0.32326 -10.38374 
  182      1   3      1   5      2   9      2   7  0.33247 -10.74455 
  183      1   8      1  10      3  14      3  12  0.43288 -20.47936 
  184      1   4      1   6      2  10      2   8  0.34839 -13.58239 
  185      1   9      1  11      2  15      2  13  0.40523 -15.64263 
  186      1  10      1  12      3  16      3  14  0.34695 -7.98793  
  187      1  18      1  20      2  24      2  22  0.33370 -10.45496 
  188      1  11      1  13      2  17      2  15  0.31783 -6.01311  
  189      1  19      1  21      3  25      3  23  0.32911 -9.46401  
  190      1  13      1  15      2  19      2  17  0.33412 -8.50463  
  191      1  11      1  13      3  17      3  15  0.32018 -8.44037  
  192      1  16      1  18      3  22      3  20  0.33169 -10.28472 
  193      1  17      1  19      3  23      3  21  0.32802 -10.25873 
  194      1  14      1  16      3  20      3  18  0.32432 -10.40982 
  195      1   1      1   3      2   7      2   5  0.34286 -9.72992  
  196      1  10      1  12      2  16      2  14  0.32555 -9.36700  
  197      1   2      1   4      2   8      2   6  0.31896 -10.84305 
  198      1   2      1   4      3   8      3   6  0.31395 -10.23616 
  199      1   6      1   8      2  12      2  10  0.40188 -13.73805 
  200      1  19      1  21      2  25      2  23  0.33822 -10.73664 
  201      1   3      1   5      3   9      3   7  0.33136 -11.68573 
  202      1  15      1  17      3  21      3  19  0.30952 -7.95116  
  203      1   1      1   3      3   7      3   5  0.32054 -10.66908 
  204      1   6      1   8      3  12      3  10  0.38683 -14.23957 
  205      1  16      1  18      2  22      2  20  0.33314 -9.09434  
  206      1  12      1  14      3  18      3  16  0.32775 -10.39664 
  207      1   7      1   9      3  13      3  11  0.41363 -18.64497 
  208      1   5      1   7      2  11      2   9  0.39695 -13.68255 
  209      1   8      1  10      2  14      2  12  0.46250 -18.81071 
  210      1   9      1  11      3  15      3  13  0.39694 -15.62811 
  211      1   5      1   7      3  11      3   9  0.38849 -13.78940 
  212      1  12      1  14      2  18      2  16  0.31287 -9.41602  
  213      1  14      1  16      2  20      2  18  0.32934 -9.23359  
  214      1   4      1   6      3  10      3   8  0.36109 -12.33691 
  215      1   7      1   9      2  13      2  11  0.41014 -17.08387 
  216      1  17      1  19      2  23      2  21  0.34282 -9.84972  
  217      1  15      1  17      2  21      2  19  0.32538 -9.14518  
  218      1  18      1  20      3  24      3  22  0.34513 -9.69910  
  219      2   4      2   6      2  12      2  10  0.36615 -11.23515 
  220      1   2      1   4      1  10      1   8  0.35378 -12.92105 
  221      3  11      3  13      3  19      3  17  0.33062 -10.39397 
  222      3  12      3  14      3  20      3  18  0.31790 -9.35285  
  223      2   2      2   4      2  10      2   8  0.33743 -10.81458 
  224      3  17      3  19      3  25      3  23  0.33036 -9.20986  
  225      3   6      3   8      3  14      3  12  0.35963 -13.74376 
  226      1   5      1   7      1  13      1  11  0.32832 -10.49874 
  227      2   1      2   3      2   9      2   7  0.33312 -10.28240 
  228      2  11      2  13      2  19      2  17  0.33275 -8.44177  
  229      1   8      1  10      1  16      1  14  0.43696 -16.02832 
  230      1  12      1  14      1  20      1  18  0.32859 -9.33053  
  231      2  12      2  14      2  20      2  18  0.34080 -10.30325 
  232      1   9      1  11      1  17      1  15  0.37858 -14.03175 
  233      2   9      2  11      2  17      2  15  0.32922 -11.61804 
  234      1   7      1   9      1  15      1  13  0.38446 -15.88143 
  235      2  17      2  19      2  25      2  23  0.33628 -9.97984  
  236      3  15      3  17      3  23      3  21  0.33256 -7.48805  
  237      1  13      1  15      1  21      1  19  0.32795 -9.68865  
  238      2   3      2   5      2  11      2   9  0.34099 -12.92476 
  239      3   9      3  11      3  17      3  15  0.34697 -10.13101 
  240      2   7      2   9      2  15      2  13  0.36071 -11.57339 
  241      1  10      1  12      1  18      1  16  0.33469 -9.46616  
  242      3   1      3   3      3   9      3   7  0.33966 -10.23944 
  243      1  17      1  19      1  25      1  23  0.32354 -8.06478  
  244      1  16      1  18      1  24      1  22  0.32302 -9.76838  
  245      2   8      2  10      2  16      2  14  0.35048 -11.10520 
  246      2  13      2  15      2  21      2  19  0.34312 -11.31071 
  247      3   5      3   7      3  13      3  11  0.34862 -12.60317 
  248      3   2      3   4      3  10      3   8  0.34708 -9.45958  
  249      2  16      2  18      2  24      2  22  0.32951 -10.60457 
  250      3   3      3   5      3  11      3   9  0.33933 -11.74193 
  251      1   1      1   3      1   9      1   7  0.31589 -7.61398  
  252      1   4      1   6      1  12      1  10  0.41274 -17.12163 
  253      3  10      3  12      3  18      3  16  0.34152 -9.82464  
  254      2  14      2  16      2  22      2  20  0.33990 -10.66601 
  255      3   4      3   6      3  12      3  10  0.36961 -12.87964 
  256      3   8      3  10      3  16      3  14  0.34957 -10.59699 
  257      3  13      3  15      3  21      3  19  0.32643 -11.11737 
  258      1  14      1  16      1  22      1  20  0.31819 -9.98478  
  259      3  14      3  16      3  22      3  20  0.33314 -9.25879  
  260      3   7      3   9      3  15      3  13  0.36800 -11.10548 
  261      2   6      2   8      2  14      2  12  0.35668 -13.86641 
  262      1  15      1  17      1  23      1  21  0.33096 -10.53567 
  263      1   6      1   8      1  14      1  12  0.32460 -9.06942  
  264      1  11      1  13      1  19      1  17  0.31307 -9.08620  
  265      2   5      2   7      2  13      2  11  0.36833 -12.62522 
  266      2  10      2  12      2  18      2  16  0.32293 -10.62945 
  267      2  15      2  17      2  23      2  21  0.33114 -10.64534 
  268      1   3      1   5      1  11      1   9  0.42028 -15.39795 
  269      3  16      3  18      3  24      3  22  0.33954 -10.89615 
  270      1   3      1   5      3  10      3   8  0.28827 -11.04173 
  271      1  12      1  14      2  19      2  17  0.25265 -8.13428  
  272      1  11      1  13      2  18      2  16  0.24987 -8.06966  
  273      1   6      1   8      3  13      3  11  0.27287 -12.00665 
  274      1   2      1   4      2   9      2   7  0.25800 -11.87380 
  275      1  13      1  15      3  20      3  18  0.25625 -11.10465 
  276      1  17      1  19      2  24      2  22  0.26074 -10.54513 
  277      1  14      1  16      3  21      3  19  0.24510 -9.79427  
  278      1   4      1   6      2  11      2   9  0.28910 -13.56070 
  279      1   7      1   9      3  14      3  12  0.30007 -15.16773 
  280      1   3      1   5      2  10      2   8  0.27805 -11.36591 
  281      1  11      1  13      3  18      3  16  0.24800 -6.43355  
  282      1  18      1  20      3  25      3  23  0.25143 -9.77341  
  283      1   4      1   6      3  11      3   9  0.27948 -15.22290 
  284      1   8      1  10      3  15      3  13  0.34615 -17.72229 
  285      1  10      1  12      2  17      2  15  0.25745 -10.48882 
  286      1   9      1  11      3  16      3  14  0.31646 -15.58261 
  287      1   1      1   3      2   8      2   6  0.26233 -10.37966 
  288      1  15      1  17      2  22      2  20  0.27116 -11.06160 
  289      1  14      1  16      2  21      2  19  0.25328 -10.64888 
  290      1   9      1  11      2  16      2  14  0.31580 -14.60454 
  291      1  16      1  18      3  23      3  21  0.24809 -10.17415 
  292      1   8      1  10      2  15      2  13  0.33600 -18.34224 
  293      1  18      1  20      2  25      2  23  0.26357 -9.46328  
  294      1  17      1  19      3  24      3  22  0.26395 -10.07122 
  295      1   5      1   7      2  12      2  10  0.30357 -13.07461 
  296      1  16      1  18      2  23      2  21  0.25511 -7.50548  
  297      1  13      1  15      2  20      2  18  0.24839 -9.45513  
  298      1   6      1   8      2  13      2  11  0.28123 -13.40686 
  299      1  10      1  12      3  17      3  15  0.26381 -11.22223 
  300      1  12      1  14      3  19      3  17  0.25591 -8.21515  
  301      1   2      1   4      3   9      3   7  0.26547 -11.80223 
  302      1  15      1  17      3  22      3  20  0.25880 -9.21455  
  303      1   5      1   7      3  12      3  10  0.29014 -13.22261 
  304      1   7      1   9      2  14      2  12  0.32089 -17.34232 
  305      1   1      1   3      3   8      3   6  0.24375 -10.10332 
  306      1  12      1  14      1  21      1  19  0.20101 -9.82986  
  307      2   1      2   3      2  10      2   8  0.19674 -9.26689  
  308      2  10      2  12      2  19      2  17  0.20703 -10.91660 
  309      2   6      2   8      2  15      2  13  0.21914 -13.16664 
  310      2  12      2  14      2  21      2  19  0.20860 -10.75897 
  311      1   7      1   9      1  16      1  14  0.22250 -14.57327 
  312      1   8      1  10      1  17      1  15  0.24812 -16.52287 
  313      3  12      3  14      3  21      3  19  0.20803 -9.63077  
  314      1  14      1  16      1  23      1  21  0.20189 -10.48100 
  315      1  13      1  15      1  22      1  20  0.20034 -8.97575  
  316      1  10      1  12      1  19      1  17  0.20673 -9.31740  
  317      3   6      3   8      3  15      3  13  0.21592 -11.72100 
  318      1   5      1   7      1  14      1  12  0.17943 -5.35947  
  319      1   6      1   8      1  15      1  13  0.18559 -7.71334  
  320      1  16      1  18      1  25      1  23  0.19099 -10.34338 
  321      2   4      2   6      2  13      2  11  0.21112 -10.71354 
  322      2   9      2  11      2  18      2  16  0.21704 -11.91784 
  323      2   2      2   4      2  11      2   9  0.20928 -13.88920 
  324      3   2      3   4      3  11      3   9  0.20871 -12.62578 
  325      3   1      3   3      3  10      3   8  0.21276 -9.49739  
  326      2   8      2  10      2  17      2  15  0.21310 -11.10748 
  327      3  10      3  12      3  19      3  17  0.20717 -9.54200  
  328      3  16      3  18      3  25      3  23  0.19633 -11.09366 
  329      2   3      2   5      2  12      2  10  0.21412 -12.48400 
  330      3   9      3  11      3  18      3  16  0.20875 -12.15394 
  331      2  14      2  16      2  23      2  21  0.20028 -9.53446  
  332      2   7      2   9      2  16      2  14  0.21987 -12.90359 
  333      1   3      1   5      1  12      1  10  0.24394 -13.86530 
  334      2  11      2  13      2  20      2  18  0.20605 -9.95671  
  335      3   3      3   5      3  12      3  10  0.21556 -14.22800 
  336      2   5      2   7      2  14      2  12  0.21507 -9.70316  
  337      1  15      1  17      1  24      1  22  0.20410 -9.60688  
  338      1  11      1  13      1  20      1  18  0.19420 -7.88749  
  339      3   4      3   6      3  13      3  11  0.21153 -11.11534 
  340      2  15      2  17      2  24      2  22  0.19810 -10.81098 
  341      1   2      1   4      1  11      1   9  0.25402 -17.41621 
  342      1   1      1   3      1  10      1   8  0.21363 -10.29452 
  343      3  15      3  17      3  24      3  22  0.19989 -11.81501 
  344      2  16      2  18      2  25      2  23  0.19489 -9.87430  
  345      3   7      3   9      3  16      3  14  0.22752 -10.73387 
  346      3  13      3  15      3  22      3  20  0.20332 -10.46028 
  347      3  11      3  13      3  20      3  18  0.19985 -11.12542 
  348      1   4      1   6      1  13      1  11  0.19492 -11.46417 
  349      1   9      1  11      1  18      1  16  0.24604 -14.22504 
  350      3   5      3   7      3  14      3  12  0.22258 -10.69769 
  351      2  13      2  15      2  22      2  20  0.19867 -8.31923  
  352      3  14      3  16      3  23      3  21  0.20445 -8.26733  
  353      3   8      3  10      3  17      3  15  0.21751 -13.60017 
  354      1   5      1   7      3  13      3  11  0.19012 -9.69855  
  355      1   2      1   4      2  10      2   8  0.19960 -10.91186 
  356      1   3      1   5      2  11      2   9  0.21386 -14.57651 
  357      1  16      1  18      2  24      2  22  0.18537 -11.51695 
  358      1  15      1  17      3  23      3  21  0.18638 -10.85464 
  359      1  15      1  17      2  23      2  21  0.18348 -9.93730  
  360      1   9      1  11      3  17      3  15  0.22762 -14.34348 
  361      1   1      1   3      2   9      2   7  0.19665 -10.43480 
  362      1  12      1  14      3  20      3  18  0.17934 -9.14963  
  363      1  12      1  14      2  20      2  18  0.18861 -10.31064 
  364      1  11      1  13      3  19      3  17  0.17797 -9.24186  
  365      1   2      1   4      3  10      3   8  0.19444 -13.42867 
  366      1  14      1  16      3  22      3  20  0.18554 -11.20724 
  367      1  10      1  12      3  18      3  16  0.19990 -10.64430 
  368      1   8      1  10      2  16      2  14  0.23956 -18.07008 
  369      1   4      1   6      3  12      3  10  0.20935 -13.60325 
  370      1   4      1   6      2  12      2  10  0.20560 -12.59045 
  371      1   7      1   9      2  15      2  13  0.20969 -13.23931 
  372      1  14      1  16      2  22      2  20  0.19471 -9.06168  
  373      1  13      1  15      3  21      3  19  0.18060 -10.11209 
  374      1  10      1  12      2  18      2  16  0.18828 -10.73341 
  375      1   7      1   9      3  15      3  13  0.21385 -16.51511 
  376      1   6      1   8      3  14      3  12  0.18837 -10.36885 
  377      1   3      1   5      3  11      3   9  0.20992 -13.38671 
  378      1   5      1   7      2  13      2  11  0.19463 -11.41587 
  379      1   1      1   3      3   9      3   7  0.18158 -9.81753  
  380      1   8      1  10      3  16      3  14  0.23736 -15.80703 
  381      1  17      1  19      2  25      2  23  0.19088 -9.36512  
  382      1  17      1  19      3  25      3  23  0.18693 -9.94179  
  383      1  11      1  13      2  19      2  17  0.18012 -9.21445  
  384      1  16      1  18      3  24      3  22  0.18698 -10.57580 
  385      1   6      1   8      2  14      2  12  0.18245 -6.47135  
  386      1   9      1  11      2  17      2  15  0.23299 -13.64164 
  387      1  13      1  15      2  21      2  19  0.18364 -9.69330  
  388      1   8      1  10      3  17      3  15  0.17073 -16.18568 
  389      1  11      1  13      2  20      2  18  0.12226 -7.78274  
  390      1   2      1   4      2  11      2   9  0.14598 -13.14788 
  391      1   6      1   8      3  15      3  13  0.13004 -9.09068  
  392      1  15      1  17      2  24      2  22  0.13034 -10.29732 
  393      1   3      1   5      3  12      3  10  0.14584 -11.95886 
  394      1   4      1   6      3  13      3  11  0.13493 -9.76819  
  395      1   7      1   9      3  16      3  14  0.15067 -13.81598 
  396      1  12      1  14      2  21      2  19  0.12574 -7.85325  
  397      1  10      1  12      2  19      2  17  0.13304 -10.73769 
  398      1  16      1  18      3  25      3  23  0.12687 -9.98888  
  399      1   2      1   4      3  11      3   9  0.14592 -13.05067 
  400      1  16      1  18      2  25      2  23  0.13141 -10.94645 
  401      1  11      1  13      3  20      3  18  0.11956 -7.45508  
  402      1   1      1   3      3  10      3   8  0.13815 -11.67044 
  403      1   1      1   3      2  10      2   8  0.14348 -10.01421 
  404      1   5      1   7      2  14      2  12  0.13624 -10.94504 
  405      1  10      1  12      3  19      3  17  0.13232 -10.14628 
  406      1   9      1  11      2  18      2  16  0.16045 -15.75030 
  407      1  13      1  15      3  22      3  20  0.13176 -11.28276 
  408      1   5      1   7      3  14      3  12  0.13130 -9.68402  
  409      1   8      1  10      2  17      2  15  0.16713 -17.80885 
  410      1  13      1  15      2  22      2  20  0.13773 -10.20459 
  411      1  12      1  14      3  21      3  19  0.12601 -9.29673  
  412      1  14      1  16      3  23      3  21  0.13131 -11.14897 
  413      1   4      1   6      2  13      2  11  0.13323 -11.20875 
  414      1  15      1  17      3  24      3  22  0.13365 -9.62679  
  415      1   3      1   5      2  12      2  10  0.14409 -12.04490 
  416      1   7      1   9      2  16      2  14  0.14333 -14.63383 
  417      1  14      1  16      2  23      2  21  0.13429 -9.98393  
  418      1   9      1  11      3  18      3  16  0.16777 -15.85610 
  419      1   6      1   8      2  15      2  13  0.13044 -8.35684  
  420      2   6      2   8      2  16      2  14  0.14121 -10.45845 
  421      1  11      1  13      1  21      1  19  0.12341 -9.87622  
  422      2   3      2   5      2  13      2  11  0.13821 -9.85041  
  423      3   5      3   7      3  15      3  13  0.14252 -10.95277 
  424      2   8      2  10      2  18      2  16  0.14040 -10.96388 
  425      2   7      2   9      2  17      2  15  0.14008 -13.32245 
  426      1   5      1   7      1  15      1  13  0.11919 -5.69553  
  427      3   2      3   4      3  12      3  10  0.14463 -12.74892 
  428      1  12      1  14      1  22      1  20  0.12791 -8.44704  
  429      1   4      1   6      1  14      1  12  0.12125 -5.64736  
  430      3  12      3  14      3  22      3  20  0.13492 -9.46924  
  431      1   1      1   3      1  11      1   9  0.16866 -15.37072 
  432      1   7      1   9      1  17      1  15  0.13905 -11.48179 
  433      2   9      2  11      2  19      2  17  0.13938 -10.09432 
  434      1  13      1  15      1  23      1  21  0.13186 -9.10926  
  435      1   9      1  11      1  19      1  17  0.16287 -14.66412 
  436      3   7      3   9      3  17      3  15  0.14153 -12.07338 
  437      1   8      1  10      1  18      1  16  0.16752 -18.12333 
  438      1   6      1   8      1  16      1  14  0.11970 -7.76253  
  439      3  10      3  12      3  20      3  18  0.13767 -10.90543 
  440      3  11      3  13      3  21      3  19  0.13444 -11.16507 
  441      3   4      3   6      3  14      3  12  0.13743 -13.56662 
  442      2  12      2  14      2  22      2  20  0.13422 -10.84547 
  443      3   8      3  10      3  18      3  16  0.14653 -15.44518 
  444      2  15      2  17      2  25      2  23  0.12879 -10.46059 
  445      2   1      2   3      2  11      2   9  0.14512 -13.45602 
  446      3   6      3   8      3  16      3  14  0.13636 -9.82766  
  447      3  15      3  17      3  25      3  23  0.12692 -10.63951 
  448      1   3      1   5      1  13      1  11  0.12364 -8.23259  
  449      2   4      2   6      2  14      2  12  0.13773 -11.73377 
  450      2   2      2   4      2  12      2  10  0.14277 -13.48968 
  451      3   1      3   3      3  11      3   9  0.13849 -12.84430 
  452      2  14      2  16      2  24      2  22  0.12961 -10.05488 
  453      2  11      2  13      2  21      2  19  0.13468 -10.50584 
