El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,TM1
Mixed / non conventional,19,22,13,16,45.52,0.15,0,36.9,-16.44,20.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,20,4,1,74.36,0.41,0,26.88,-562.698,93.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,20,1,5,63.97,0.38,0,19.38,646.26,93.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,20,1,6,60.8,0.27,0,-0.1,744.766,100.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,1,0,48.82,0,0,2.71,0.473,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,0,2,-106.53,0,0,334.99,2.234,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,2,3,315.75,0,0,-355.13,-4.195,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,3,4,76.23,0,0,46.01,-1.203,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,4,5,68.05,0,0,55.07,-1.288,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,5,6,60.41,0,0,-42.61,-1.389,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,6,7,60.2,0,0,49.87,-1.703,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,7,8,49.8,0,0,-44.74,-1.761,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,8,9,58.52,0,0,41.38,-2.634,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,9,10,43.57,0,0,23.43,-2.55,242.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,0,3,64.44,0,0,-20.74,-2.205,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,3,1,61.83,0,0,17.33,1.518,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,1,2,54.57,0,0,217.17,-0.616,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,2,4,71.5,0,0,-188.04,-2.076,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,4,7,62.45,0,0,61.64,-4.38,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,7,5,60.92,0,0,-6.2,3.121,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,5,8,56.39,0,0,-38.09,-4.881,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,8,6,55.17,0,0,-4.22,3.509,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,6,9,56.18,0,0,45.9,-6.099,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,9,11,41.06,0,0,-22.56,-5.601,242.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,4,1,64.68,0,0,-28.78,2.606,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,1,5,66.05,0,0,83.3,-3.91,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,5,2,69.32,0,0,98.43,3.322,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,2,6,66.26,0,0,-140.68,-4.696,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,6,3,67.59,0,0,-57.4,3.894,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,3,7,64.87,0,0,107.52,-5.569,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,7,9,54.58,0,0,-3.56,-4.38,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,9,12,43.12,0,0,20.13,-10.497,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,12,8,45.38,0.07,0,-60.48,13.086,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,8,10,49.75,0,0,64.3,-5.142,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,4,1,63.97,0,0,-28.73,2.578,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,1,6,64.16,0,0,40.36,-5.271,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,6,3,66.61,0,0,-57.18,3.837,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,3,5,70.23,0,0,100.61,-2.434,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,5,2,68.71,0,0,78.22,3.293,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,2,7,64.85,0,0,-71.14,-6.429,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,7,10,49.96,0,0,19.34,-6.928,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,10,11,38.6,0,0,-45.45,-3.007,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,11,8,45.49,0,0,-17.74,8.247,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,8,13,45.43,0.05,0,41.77,-20.054,242.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,3,8,61.1,0,0,62.08,-7.404,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,8,4,58.83,0,0,-16.86,6.202,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,4,7,62.49,0,0,61.67,-4.381,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,7,10,49.96,0,0,19.28,-6.929,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,10,5,53.07,0,0,-25.38,10.078,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,5,9,57.07,0,0,3.14,-7.502,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,9,6,55.93,0,0,-45.33,6.069,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,6,11,48.02,0,0,23.01,-11.757,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,11,12,45.31,0,0,42.81,-4.854,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,12,13,45.3,0,0,-18.75,-6.933,242.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,4,9,58.65,0,0,57.34,-8.821,242.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,9,12,43.06,0,0,19.58,-10.484,242.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,12,7,45.95,0.02,0,-15.56,14.876,242.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,7,11,46.2,0,0,-26.33,-10.008,242.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,11,14,41.68,0.06,0,68.61,-20.414,242.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,14,10,41.39,0,0,-22.35,23.495,242.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,10,6,51.78,0,0,-68.07,8.646,242.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,13,9,43.99,0.05,0,-1.05,17.442,242.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,9,14,41.59,0.03,0,45.2,-26.038,242.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,14,12,40.6,0.07,0,-25.13,15.535,242.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,12,15,35.89,0.03,0,-55.01,-26.916,242.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,15,10,37.25,0.04,0,58.46,34.829,242.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,10,13,44.13,0.02,0,-23.06,-14.922,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,13,14,37.12,0,0,44.66,-8.522,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,14,15,30.95,0,0,-80.18,-11.368,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,15,11,37.07,0,0,12.9,31.769,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,11,16,36.79,0,0,57.16,-55.185,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,16,12,36.13,0.03,0,-14.02,50.326,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,12,17,27.37,0.03,0,6.56,-73.305,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,17,18,22.98,0.04,0,-8.65,-73.852,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,18,19,46.26,0.03,0,42.79,-594.725,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,19,22,40.59,0.03,0,-273.59,1565.354,242.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,10,13,44.03,0.05,0,-23.03,-14.893,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,13,15,33.36,0.05,0,-35.91,-19.923,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,15,16,36.4,0,0,70.2,-23.409,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,16,14,34.41,0.03,0,10.95,34.776,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,14,17,25.15,0.04,0,-18.57,-57.762,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,17,22,39.86,0.03,0,-238.39,897.273,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,22,18,37.74,0.03,0,228.46,-970.89,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,18,23,29.49,0.03,0,-172.21,379.37,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,23,19,37.89,0,0,211.12,-974.676,242.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,16,13,34.92,0.03,0,-35.57,43.333,242.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,13,17,26.26,0.04,0,26.74,-66.371,242.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,13,18,24.44,0.03,0,13.5,-140.481,242.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,18,14,23.89,0,0,29.58,131.796,242.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,14,19,39.56,0,0,3.36,-727.477,242.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,19,15,39.73,0.03,0,-83.04,716.061,242.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,15,16,36.36,0.03,0,70.02,-23.405,242.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,16,17,17.89,0.03,0,-7.27,-23.037,242.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,15,18,23.41,0.02,0,50.01,-120.548,242.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,18,16,21.54,0.03,0,19.44,97.078,242.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,21,16,19,39.88,0,0,10.78,-693.2,242.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,20,23,14,17,33.12,0.05,0,-19.39,-18.674,31.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,21,5,2,65.42,0.79,0,102.32,-473.727,89.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,21,2,6,56.18,0.75,0,-157.49,543.11,89.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,21,2,7,53.77,0.39,0,-61.62,696.721,105.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,1,0,100.09,0,0,3.18,0.974,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,0,2,91.41,0,0,86.79,-1.919,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,2,3,-172.12,0,0,297.51,2.262,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,3,4,327.77,0,0,-359.3,-5.068,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,4,5,98.23,0,0,54.68,-1.804,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,5,6,90.32,0,0,-41.84,-1.99,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,6,7,88.81,0,0,48.25,-2.376,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,7,8,75.67,0,0,-42.56,-2.492,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,8,9,84.52,0,0,40.15,-3.479,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,9,10,65.07,0,0,22.6,-3.409,282.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,0,3,86.45,0,0,262.99,-2.95,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,3,1,81.6,0,0,-266.9,1.991,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,1,2,80.1,0,0,88.08,-0.902,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,2,4,97.64,0,0,-59.53,-2.792,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,4,6,93.6,0,0,12.5,-3.779,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,6,8,80.64,0,0,5.56,-4.811,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,8,5,83.42,0,0,37.22,6.814,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,5,9,83.83,0,0,3.18,-10.297,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,9,7,80.03,0,0,3.18,5.927,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,7,10,73.87,0,0,19.6,-9.339,282.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,1,4,92.67,0,0,28,-3.695,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,4,7,92.14,0,0,59.57,-6.187,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,7,2,93.45,0,0,-2.49,8.948,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,2,5,98.16,0,0,-2.58,-4.61,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,5,3,102,0,0,149.25,3.45,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,3,6,97.15,0,0,-190.82,-5.426,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,6,9,82.19,0,0,45.18,-8.288,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,9,11,62.28,0,0,-23.13,-7.504,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,11,8,68.02,0,0,-16.05,10.996,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,8,10,73.65,0,0,62.3,-6.89,282.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,2,6,94.59,0,0,-42.45,-6.53,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,6,3,96.36,0,0,170.94,5.385,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,3,7,94.58,0,0,-123.16,-7.817,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,7,4,91.63,0,0,-59.94,6.156,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,4,8,86.35,0,0,17.84,-8.646,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,8,12,68.7,0.02,0,59.29,-17.353,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,12,9,65.61,0,0,-18.97,13.871,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,9,13,67.83,0.05,0,1.23,-22.813,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,13,10,68.28,0,0,21.4,19.386,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,10,5,78.26,0,0,-24.58,13.722,282.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,3,8,88.88,0,0,-153.3,-10.282,282.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,8,13,69.61,0,0,40.7,-26.296,282.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,13,10,68.34,0.03,0,21.59,19.415,282.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,10,6,76.34,0,0,-66.83,11.711,282.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,6,9,82.23,0,0,45.15,-8.303,282.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,9,4,85.55,0,0,-56.84,12.098,282.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,6,11,71.62,0.08,0,21.19,-15.881,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,11,7,69.36,0,0,26.02,13.52,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,7,10,73.9,0,0,19.79,-9.364,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,10,14,65,0.03,0,19.69,-30.094,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,14,9,65.01,0.05,0,-41.3,33.512,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,9,12,65.67,0,0,19.46,-13.902,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,12,13,71.41,0,0,-17.94,-8.932,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,13,15,53.6,0.03,0,-38.51,-23.944,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,15,16,59.62,0.03,0,69.61,-25.571,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,16,17,29.18,0.08,0,-6.72,-21.901,282.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,7,12,69.42,0.04,0,15.72,-19.862,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,12,11,69.54,0,0,-41.98,6.331,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,11,10,59.98,0,0,45.97,4.095,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,10,15,59.36,0,0,-59.84,-43.423,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,15,14,49.64,0,0,79.61,13.313,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,14,13,59.73,0,0,-39.95,10.681,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,13,16,56.58,0.02,0,30.56,-49.572,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,16,19,40.78,0,0,-19.58,-245.027,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,19,18,47.19,0,0,-9.38,177.205,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,18,17,30.54,0,0,22.96,45.865,283.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,14,11,65.71,0.03,0,-64.86,25.977,283.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,11,15,59.19,0.06,0,-14.69,-39.287,283.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,15,12,57.51,0.03,0,57.69,32.93,283.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,21,22,12,16,58.42,0,0,12.31,-58.542,283.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
