El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,22,23,3,1,118.27,0,0,-37,1.232,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,1,2,115.69,0,0,3.58,-0.558,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,2,4,106.42,0,0,47.62,-1.289,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,4,6,120.3,0,0,-8.25,-2.018,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,6,8,98.79,0,0,-22.23,-2.391,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,8,5,91.1,0,0,-16.06,3.035,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,5,9,95.77,0,0,45.61,-4.754,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,9,7,81.24,0,0,-65.85,2.405,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,7,10,90.76,0,0,-42.11,-4.541,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,1,4,109.81,0,0,27.28,-1.862,140.251,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,4,7,112.04,0,0,-45.32,-3.108,140.251,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,7,3,111.98,0,0,52.98,3.837,140.251,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,3,5,115.9,0,0,-31.51,-1.646,140.251,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,5,2,117.85,0,0,-0.24,2.333,140.251,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,6,3,109.27,0,0,-9.21,2.549,140.276,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,3,8,100.58,0,0,-13.98,-4.784,140.276,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,8,4,98.4,0,0,-0.9,4.038,140.276,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,4,7,113.01,0,0,-35.21,-3.135,140.276,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,7,10,90.6,0,0,-41.59,-4.538,140.276,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,10,5,92.86,0,0,63.07,6.514,140.276,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,3,6,112.91,0,0,10.01,-2.635,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,6,9,91.71,0,0,6.16,-3.724,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,9,4,97.76,0,0,-35.85,5.612,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,4,5,122.99,0,0,-8.28,-0.945,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,5,8,94.82,0,0,15.96,-3.164,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,8,10,94.51,0,0,-77.77,-3.479,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,10,11,82.49,0,0,109.38,-2.147,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,11,7,86.52,0,0,-67.34,6.588,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,7,12,88.79,0.03,0,90.76,-9.764,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,12,13,68.26,0,0,-83.78,-3.08,140.325,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,9,6,93.38,0,0,-6.66,3.795,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,6,10,93.75,0,0,-100.56,-5.729,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,10,13,78.34,0.22,0,47.85,-8.233,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,13,8,82.61,0.08,0,30.39,11.726,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,8,11,88.08,0,0,31.18,-5.54,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,11,12,89.62,0,0,23.09,-3.035,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,12,15,72.83,0.14,0,-31.64,-14.272,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,15,14,73.45,0,0,-69.57,6.516,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,14,16,68.3,0.03,0,9.82,-15.148,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,16,17,51.07,0.18,0,33.17,-10.872,140.454,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,6,11,89.46,0.24,0,7.93,-7.805,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,11,8,88.27,0,0,-31.12,5.557,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,8,12,89.58,0.27,0,54.15,-8.676,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,12,9,88.79,0.26,0,-24.34,7.144,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,9,13,81.34,0.06,0,-59.29,-10.221,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,13,10,79.36,0.11,0,-46.49,8.347,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,10,14,78.11,0.16,0,29.45,-13.069,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,14,17,60.01,0.11,0,42.7,-26.107,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,17,18,39.7,0.05,0,-27.79,-14.804,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,18,15,48.18,0.06,0,55.91,34.65,140.579,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,11,9,86.04,0,0,-1.33,4.01,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,9,12,88.75,0.27,0,23.7,-7.147,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,12,16,70.33,0.11,0,-91.3,-23.18,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,16,13,70.69,0.08,0,7.85,20.101,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,13,14,77.79,0,0,-17.22,-4.839,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,14,18,50.87,0.09,0,14.36,-41.134,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,18,19,49.56,0.07,0,110.24,-36.989,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,19,15,48.82,0.03,0,-54.28,71.575,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,15,10,76.3,0.21,0,-98.55,19.557,140.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,9,14,80.02,0.03,0,-77.1,-15.051,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,14,11,77.66,0.08,0,78.26,10.985,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,11,15,75.76,0.03,0,-8.19,-17.453,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,15,13,74.64,0.06,0,-52.3,11.282,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,13,16,70.54,0.07,0,-7.27,-20.07,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,16,19,47.07,0.04,0,114.38,-62.782,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,19,20,44.5,0.05,0,-127.29,-83.096,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,20,17,45.2,0.04,0,46.44,135.044,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,17,12,62.89,0.03,0,59.23,34.161,140.784,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,14,11,77.9,0.06,0,78.1,11.027,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,11,16,72.25,0.07,0,-68.72,-26.296,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,16,15,65.98,0.24,0,60.35,8.805,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,15,20,46.42,0.03,0,-73.02,-154.895,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,20,13,47.66,0.05,0,20.91,166.229,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,13,17,62.36,0.03,0,25.28,-31.069,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,17,21,49.31,0.04,0,0.92,-515.899,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,21,18,49.66,0,0,-28.6,501.081,140.878,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,13,18,52.7,0.04,0,-3.88,-45.968,140.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,18,14,50.77,0.03,0,-13.66,41.12,140.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,14,19,50.18,0.04,0,123.03,-78.16,140.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,19,16,47.11,0,0,-112.62,62.894,140.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,16,20,45.6,0,0,-12.81,-146.102,140.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,16,21,49.34,0.03,0,30.6,-526.669,140.847,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,3,16,19,-17773.89,0,0,112.15,0.057,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,23,7,4,37.53,0.06,0,19.06,-341.107,111.998,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,23,4,8,35.36,0.05,0,14.09,429.031,111.998,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,23,4,9,35.71,0,0,45.05,488.606,111.816,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,3,1,-9008.05,684.2,0,-21.53,-0.021,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,1,4,-161.49,395.8,0,-5.54,0.043,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,4,2,27.57,467.96,0,7.09,-0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,2,5,5157.97,594.36,0,201.81,0.88,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,5,8,9286.34,604.89,0,-183.4,-0.866,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,8,6,149.66,224.23,0,23.57,0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,6,9,0,0,0,6.51,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,9,7,0,0,0,-64.59,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,7,10,152.6,368.62,0,-37.56,-0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,10,13,0,0,0,43.21,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,5,3,-171.81,309.57,0,-90.93,-0.029,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,3,6,38.06,292.55,0,21.46,-0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,6,4,225.36,36.55,0,-48.14,0.014,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,4,7,0,0,0,-9.74,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,7,8,0,0,0,35.41,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,8,10,-1111.92,50.59,0,-72.2,0.014,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,8,11,0,0,0,30.32,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,11,9,3394.76,70.29,0,-0.99,0.043,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,11,14,1351.17,117.19,0,-76.66,-0.043,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,14,16,-1719.95,86.22,0,9.78,0.043,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,16,13,0,0,0,6.34,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,13,15,0,0,0,53.02,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,15,17,0,0,0,-27.09,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,2,14,17,-202.23,1294.27,0,41.69,0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,23,4,17,20,-736.52,89.15,0,-40.82,0.05,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,4,2,751.4,0,0,9.18,0.014,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,2,5,0,0,0,56.1,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,5,3,0,0,0,-38.53,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,3,6,0,0,0,24.54,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,6,9,0,0,0,6.57,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,9,7,0,0,0,-64,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,7,10,0,0,0,-35.21,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,10,8,0,0,0,70.19,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,8,11,0,0,0,30.34,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,11,14,0,0,0,-75.82,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,6,4,0,0,0,-51.42,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,4,7,0,0,0,-6.82,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,7,5,0,0,0,70,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,5,8,0,0,0,-35.03,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,8,9,0,0,0,30.12,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,9,11,0,0,0,0.52,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,11,10,0,0,0,-99.34,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,10,12,15897.77,14.12,0,122.4,-0.014,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,10,13,0,0,0,38.64,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,13,15,0,0,0,52.78,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,15,17,0,0,0,-26.77,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,17,14,0,0,0,-41.26,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,14,16,0,0,0,10.68,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,13,16,0,0,0,-4.94,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,5,3,0,0,0,-30.95,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,3,6,0,0,0,25.11,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,6,4,20.23,96.26,0,-51.47,-0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,4,7,0,0,0,-5.5,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,7,9,0,0,0,64.29,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,9,11,0,0,0,0.43,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,11,8,0,0,0,-29.73,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,8,10,901.34,103.81,0,-67.92,-0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,10,12,0,0,0,121.04,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,7,5,54.6,1279.44,0,61.13,0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,5,8,50.56,1258.19,0,-27.59,-0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,7,10,0,0,0,-33.65,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,10,13,-2788.78,85.39,0,36.72,0.014,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,13,16,0,0,0,-3.99,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,16,14,-13205.45,115.75,0,-10.48,-0.014,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,14,11,4037.66,115.75,0,75.54,0.014,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,14,17,0,0,0,41.06,-0.021,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,17,15,0,0,0,26.9,-0.014,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,6,4,0,0,0,-53.09,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,4,7,83.41,151.85,0,-4.53,-0.014,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,7,5,-59.56,151.85,0,57.3,0.014,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,5,8,-64.14,151.85,0,-23.16,-0.014,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,8,10,0,0,0,-66.25,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,10,12,-4489.94,151.85,0,119.12,0.014,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,9,7,-453.15,46.08,0,-63.65,-0.014,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,7,10,0,0,0,-33.03,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,10,13,2718.41,46.08,0,36.3,-0.014,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,13,16,0,0,0,-3.98,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,16,14,-7474.42,100,0,-10.44,-0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,14,11,-4162.52,46.08,0,75.28,-0.014,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,11,8,-887.83,46.08,0,-29.57,-0.014,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,9,11,0,0,0,-0.54,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,11,14,0,0,0,-75.06,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,14,17,-4958.3,122.48,0,41.44,0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,17,15,0,0,0,27.32,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,17,20,0,0,0,-37.1,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,7,5,22.34,197.13,0,52.81,0.007,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,5,8,-26.81,87.29,0,-20.1,0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,8,10,0,0,0,-64.4,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,10,12,0,0,0,117.01,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,7,10,0,0,0,-31.53,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,10,13,-1692.48,41.91,0,33.83,0.014,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,13,8,0,0,0,30.77,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,8,11,0,0,0,29.76,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,11,9,0,0,0,0.94,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,11,14,-6542.59,57.31,0,-74.27,0.014,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,14,16,39778.41,63.48,0,10.62,-0.021,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,16,18,0,0,0,1.6,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,14,17,0,0,0,40.7,0,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,17,15,-132626.52,0,0,26.84,0.014,0,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,17,20,0,0,0,-35.61,0,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,7,10,0,0,0,-30.37,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,10,8,0,0,0,62.47,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,8,11,73.15,107.15,0,30.01,-0.014,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,11,9,0,0,0,1.15,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,12,10,-404.68,63.13,0,-114.15,-0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,10,13,-339.99,63.13,0,31.88,0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,13,11,0,0,0,60.24,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,11,14,629.36,63.13,0,-73.59,-0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,14,17,-1153.7,116.2,0,40.75,0.007,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,17,15,4216.39,93.11,0,27.5,0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,15,16,-7281.44,259.63,0,-56.46,0.014,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,16,18,0,0,0,1.12,0,0.004,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,17,20,0,0,0,-34.77,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,7,10,-21.24,125.68,0,-29.55,0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,10,8,15.18,125.68,0,61.32,-0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,8,11,-16.34,128.83,0,29.93,-0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,11,9,84.96,111.22,0,1.37,0.014,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,9,12,0,0,0,21.12,0,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,12,15,-550.68,125.68,0,-27.63,0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,15,17,-2623.31,252.73,0,-26.98,0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,17,14,1394.23,125.68,0,-40.12,0.007,0.003,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,10,12,0,0,0,112.73,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,12,11,2964.26,72.17,0,-22.46,0.029,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,11,13,0,0,0,-59.05,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,11,14,0,0,0,-73.23,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,14,15,-3583.34,344.68,0,67.24,0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,15,18,-2432.29,310.21,0,-55.33,0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,18,16,0,0,0,-0.39,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,16,17,-7674.7,310.21,0,29.41,0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,17,20,-4535.72,310.21,0,-33.63,0.007,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,18,21,-64224.71,77.85,0,31.43,0.029,0.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,8,11,0,0,0,29.14,0,0.002,500,0,0,,,,,,,,,,,,,,,,,,40
