El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,18,22,20,21,33.75,20.71,-5.64,-165.58,58.393,16.309,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,23,19,20,35.89,0.04,1.76,5.96,53.644,16.097,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,23,20,21,33.43,6.31,-0.24,-130.29,28.545,16.097,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,23,21,22,60.52,21.05,-6.04,-136.07,90.444,16.097,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,21,22,75.7,0.28,0.55,-75.1,-948.442,236.163,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,22,23,37.99,3.81,0.54,-63.42,-118.991,236.163,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,21,17,18,-0.26,51.59,-140.51,-8.86,4.074,240.647,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,21,18,19,4.4,0,-299.99,-53.28,196.612,240.647,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,21,19,20,-9.97,0,-299.99,-56.78,190.911,240.647,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,22,20,21,42.18,1.65,1.46,301.4,1166.926,173.815,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,23,20,21,45.84,0.81,1.31,208.26,729.916,150.084,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,23,21,22,60.1,0.19,1.47,-234.96,957.045,150.084,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,23,22,21,65.24,0.24,0.77,161.42,-1661.288,159.997,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,23,21,22,65.25,0.1,0.79,-123.38,1665.197,160.357,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,2,3,0,44.82,0.04,0,6.42,-844.277,118.349,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,2,0,4,38.76,0.07,0,28.77,486.665,118.349,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,2,0,5,39.84,0.04,0,17.79,436.938,118.122,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,3,4,0,47.08,0.03,0,-40.18,-862.965,86.375,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,3,0,5,38.4,0.03,0,26.45,483.857,86.375,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,1,0,61.13,0.73,0,-247.75,345.174,106.427,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,0,4,55.39,0,0,45.16,625.478,106.427,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,4,1,57.36,0.04,0,140.31,-973.488,106.636,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,1,5,48.57,0.03,0,-158.41,549.555,106.636,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,1,6,49.7,0,0,-94.1,492.916,106.817,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,6,0,34.27,0.04,0,-66.73,-145.646,106.817,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,0,4,55.41,0.05,0,43.61,627.955,106.817,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,0,5,44.23,0.03,0,29.37,633.669,98.191,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,3,0,67.6,0.05,0,212.33,300.667,139.73,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,0,4,46.19,0.51,0,-425.39,821.797,139.73,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,0,1,35.49,0.12,0,134.93,-35.428,75.268,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,1,2,56.83,1.06,0,107.85,-226.912,75.268,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,2,5,50.44,0.82,0,-627.2,604.216,75.268,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,5,1,47.31,0.07,0,439.57,-377.137,75.138,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,1,6,32.44,0,0,-64.78,129.304,75.138,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,6,2,44.71,0.09,0,105.51,-356.436,75.138,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,2,7,47.36,0.1,0,-195.15,330.406,75.138,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,4,0,61.65,0.11,0,68.04,599.845,128.387,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,0,5,31.28,0.04,0,-279.09,121.741,128.387,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,0,1,27.87,0.08,0,119.3,-13.475,91.135,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,1,2,31.18,0.17,0,3.35,-37.683,91.135,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,2,3,74.82,0.84,0,96.64,-361.734,91.135,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,3,6,48.93,0.48,0,-154.54,709.69,91.135,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,1,6,36.67,0.04,0,-50.92,310.133,91.089,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,6,2,35.99,0,0,46.81,-347.794,91.089,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,2,7,31.04,0.13,0,-534.52,150.02,91.089,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,7,3,53.03,0.08,0,565.7,-512.503,91.089,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,5,3,8,57.61,0.04,0,-251.28,487.192,91.089,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,6,0,2,30.02,0,0,103.11,-74.394,93.423,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,3,0,52.67,0.06,0,-92.55,551.701,94.779,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,0,5,45.27,0,0,-104.61,-417.315,94.779,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,5,0,4,42.87,0.22,0,265.78,1069.591,106.881,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,0,1,30.34,31.24,0,268.52,-10.497,130.417,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,1,2,28.99,16.25,0,-182.08,-20.059,130.417,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,2,3,40.63,0,0,-13.92,-70.285,130.417,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,3,4,62.13,0.08,0,105.01,-429.88,130.417,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,4,7,48.59,0.04,0,-544.98,1008.498,130.417,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,1,4,55.6,0.06,0,-54.27,-523.132,131.365,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,4,8,50.66,0.04,0,-248.64,706.157,131.365,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,8,3,39.18,0.03,0,173.93,-273.051,131.365,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,3,7,41.83,0.04,0,-422.08,583.071,131.365,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,7,2,42,0.05,0,440.81,-512.23,131.365,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,4,9,53.86,0.03,0,-346.23,655.937,131.189,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,1,3,33.97,0.03,0,-108.39,-161.962,179.732,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,11,3,0,34.25,0.03,0,-43.55,171.327,118.181,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,11,0,4,45.05,0.03,0,73.12,-633.929,118.181,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,1,0,33.44,0.13,0,-146.9,9.666,190.694,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,0,2,28.56,0.04,0,72.76,-22.701,190.694,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,2,3,28.01,0,0,-23.54,-28.335,190.694,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,3,4,26.06,0.04,0,47.79,-65.901,190.694,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,4,5,40.82,0.56,0,144.94,-412.939,190.694,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,5,8,35.3,0.21,0,-351.06,1071.215,190.694,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,2,1,25.71,0.11,0,67.63,13.089,191.918,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,1,4,26.51,0.03,0,-48.28,-107.949,191.918,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,4,8,32.54,0.03,0,-200.63,662.561,191.918,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,8,3,33.46,0,0,156.31,-596.171,191.918,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,1,5,36.78,0.05,0,-6.39,-526.755,192.808,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,5,2,37.19,0.03,0,-60.38,513.605,192.808,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,2,4,26.62,0,0,18.1,-95.312,192.808,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,4,9,34.24,0,0,-257.83,350.264,192.808,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,9,5,37.57,0,0,274.59,-770.9,193.409,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,5,10,37.46,0,0,-61.74,672.599,193.409,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,2,4,25.31,0.04,0,11.13,-151.207,225.191,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,0,3,28.6,0.05,0,35.6,-70.885,140.153,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,13,3,0,33.85,0.03,0,-37.6,117.483,151.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,13,0,4,30.19,0.03,0,74.71,-218.318,151.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,13,0,5,33.79,0,0,75.52,-641.631,151.934,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,7,0,5,37.19,0.03,0,61.41,950.203,145.014,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,1,0,26.45,0,0,-311.35,10.296,410.87,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,0,2,28.11,0.13,0,60.53,-28.445,410.87,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,2,3,26.09,0.12,0,-25.3,-28.435,410.87,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,3,4,20.27,0.09,0,36.38,-44.182,410.87,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,4,5,20.95,0.05,0,0.69,-114.15,410.87,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,5,6,44.47,0.15,0,248.71,-969.347,410.87,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,6,9,35.15,0.11,0,-694.26,2298.558,410.87,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,2,1,25.5,0,0,154.52,16.082,415.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,1,3,25.9,0.87,0,-181.04,-44.901,415.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,3,6,38.32,0.05,0,236.81,-1141.57,415.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,6,10,34.69,0.03,0,-224.09,1531.181,415.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,10,5,24.92,0.03,0,21.72,-550.008,415.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,5,9,30.49,0.03,0,-417.5,1345.723,415.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,9,4,31.85,0.03,0,419.96,-1230.085,415.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,4,1,22.72,0.16,0,116.05,90.547,420.643,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,1,5,21.69,0.11,0,-120.18,-207.419,420.643,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,5,2,21.42,0.03,0,-5.08,191.24,420.643,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,2,6,37.87,0.03,0,184.9,-1183.266,420.643,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,6,11,36.9,0.03,0,-389.09,1440.905,420.643,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,1,6,37.63,0.05,0,55.29,-1209.17,424.022,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,9,3,5,21.38,0.03,0,21.67,-113.731,200.53,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,10,1,4,28.24,0.04,0,-91.55,-129.956,260.23,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,15,3,0,40.21,0.03,0,-28.44,120.605,208.31,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,15,0,4,35.21,0.05,0,59.47,-194.07,208.31,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,15,0,5,30.89,0.03,0,45.81,-335.165,210.548,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,1,0,37.09,0,0,-135.83,5.485,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,0,2,32.85,0.04,0,53.52,-12.145,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,2,3,30.9,0,0,-25.27,-10.967,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,3,4,23.9,0.03,0,32.43,-14.847,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,4,5,22.28,0.11,0,-10.84,-27.671,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,5,6,28.34,0.05,0,122.94,-87.995,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,6,7,30.78,0.71,0,84.74,-382.387,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,7,10,32.03,0.25,0,-573.56,1193.588,234.146,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,2,1,30.05,0,0,76.4,6.716,235.932,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,1,3,30.61,0.03,0,-102.84,-17.789,235.932,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,3,6,26.28,0,0,140.41,-131.593,235.932,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,6,10,32.65,0.05,0,-458.74,817.454,235.932,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,10,5,33.27,0.04,0,339.67,-728.748,235.932,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,4,1,27.12,0.04,0,67.43,32.779,236.263,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,1,5,24.65,0.06,0,-79.82,-60.684,236.263,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,5,2,24.12,0.05,0,5.96,53.977,236.263,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,2,6,26.59,0,0,111.11,-142.84,236.263,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,6,11,29.53,0.04,0,-269.63,370.122,236.263,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,11,7,30.19,0.04,0,253.86,-756.876,236.263,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,7,3,29.54,0,0,-119.99,518.433,236.263,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,1,6,26.72,0.04,0,35.01,-150.362,237.576,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,6,2,26.59,0.04,0,-107.88,143.612,237.576,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,2,4,26.44,0,0,7.03,-26.187,237.576,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,4,7,29.76,0.03,0,73.98,-506.29,237.576,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,7,12,30.49,0,0,-134.08,672.547,237.576,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,2,7,29.57,0.03,0,71.27,-533.056,237.865,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,4,6,31.22,0.03,0,98.45,-261.587,315.867,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,2,5,31.48,0.21,0,-15.55,-113.502,203.873,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,17,3,0,49.75,0.04,0,-27.17,193.953,392.582,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,17,0,4,44.88,0.05,0,58.26,-299.742,392.582,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,17,0,5,40.23,0.03,0,42.32,-463.631,393.924,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,1,0,60.21,0,0,-111.51,4.582,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,0,2,54.4,0.19,0,49.15,-10.054,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,2,3,52.76,0,0,-23.52,-8.605,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,3,4,41.81,0.19,0,31.87,-10.91,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,4,5,38.65,0.09,0,-12.41,-17.651,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,5,6,43.66,0.04,0,108.21,-39.874,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,6,7,38.36,0,0,-34.03,-87.577,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,7,8,36.03,0.84,0,131.79,-329.061,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,8,11,44.16,0.3,0,-621.91,1210.037,172.156,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,0,3,53.39,0.03,0,23.49,-18.53,171.745,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,3,1,51.55,0.14,0,84.82,13.979,171.745,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,1,2,50.03,0,0,-60.06,-5.426,171.745,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,2,4,46.03,0.04,0,7.86,-19.471,171.745,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,4,7,39.72,0.03,0,58.88,-144.756,171.745,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,7,11,48.24,0.05,0,-462.81,878.975,171.745,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,11,6,49.64,0,0,498.45,-791.499,171.745,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,4,1,46.99,0.03,0,50.65,24.946,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,1,5,43.14,0.03,0,-63.94,-42.538,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,5,2,42.27,0.04,0,5.5,37.097,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,2,6,42.96,0.03,0,100.53,-76.796,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,6,3,41.99,0,0,-123.98,68.241,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,3,7,39.86,0,0,88.65,-155.487,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,7,12,41.15,0,0,-121.67,374.571,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,12,8,38.64,0,0,106.26,-703.347,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,8,13,39.49,0.05,0,-248.52,628.986,171.559,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,1,6,43.35,0.03,0,40.55,-82.141,171.439,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,6,2,42.92,0.05,0,-99.05,76.683,171.439,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,2,7,40.39,0.03,0,63.33,-163.994,171.439,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,7,3,39.87,0.04,0,-86.36,155.425,171.439,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,3,5,39.8,0.03,0,18.81,-28.444,171.439,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,5,8,37.09,0.04,0,30.83,-455.394,171.439,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,8,4,37.15,0.04,0,-17.29,473.041,171.439,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,3,8,37.24,0.03,0,35.56,-483.565,171.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,5,7,36.52,0.05,0,59.6,-122.223,126.181,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,3,6,40.39,0.03,0,119.83,-113.43,158.799,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,19,3,0,59.34,0.03,0,-25.58,72.575,168.206,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,19,0,4,54.87,0.03,0,56.97,-109.954,168.206,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,19,0,5,50.63,0.03,0,42.14,-162.907,168.336,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,1,0,48.24,0,0,-99.04,2.377,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,0,2,44.91,0,0,45.17,-5.256,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,2,3,44.52,0,0,-22.75,-4.31,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,3,4,35.89,0,0,31.02,-5.211,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,4,5,32.78,0,0,-13.79,-7.616,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,5,6,34.37,0.23,0,98.43,-13.974,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,6,7,25.9,0.14,0,-40.04,-21.057,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,7,8,19.23,0.18,0,-78.52,-39.096,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,8,9,35.57,0.95,0,245.04,-289.18,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,9,12,36.98,0.28,0,-610.5,901.996,153.26,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,0,3,45.57,0.19,0,21.17,-10.11,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,3,1,44.05,0,0,75.78,7.519,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,1,2,41.75,0,0,-52.14,-2.935,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,2,4,39.41,0.07,0,7.95,-9.893,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,4,6,33.82,0.19,0,83.69,-22.418,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,6,9,31.97,0.12,0,18.48,-364.006,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,9,5,32.06,0.1,0,-115.38,378.55,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,5,8,22.8,0.06,0,-23,-76.917,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,8,12,37.71,0.05,0,-339.72,636.13,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,12,7,40.34,0.04,0,421,-595.52,159.001,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,4,1,39.71,0.09,0,43.03,13.046,162.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,1,5,36.82,0.03,0,-57.4,-21.169,162.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,5,2,36.26,0.05,0,6.39,18.241,162.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,2,6,35.39,0.07,0,91,-33.058,162.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,6,3,34.24,0.03,0,-113.53,28.473,162.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,3,7,30.01,0.04,0,74.19,-50.827,162.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,4,1,39.82,0.15,0,42.24,13.175,163.713,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,1,6,35.79,0.07,0,39.54,-36.265,163.713,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,6,2,35.42,0.06,0,-89.94,33.331,163.713,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,2,7,30.84,0.05,0,50.64,-55.807,163.713,500,0,0,,,,,,,,,,,,,,,,,,40
