371
1	3	4	1	2	-4.6512464218415115	-3.6	0.07761994274946417	0.2624327567195585
2	9	10	1	2	-0.028208115766912636	-3.516	0.003651329852270602	5.148051535637383
3	12	13	1	2	-0.015046246349918729	-12.732000000000001	0.0034407399415987	7.426263431571263
4	10	11	1	3	-0.0393515086991092	-3.864	0.003829624139185747	4.239830395859438
5	6	12	1	4	-1.0846051704070427	-0.528	0.020553682726512687	0.6132641662190516
6	10	5	1	4	3.662153079457714	-0.492	0.06179444927132342	0.3016842217336688
7	7	14	1	4	-0.6984867312373397	-2.088	0.014375787699797438	0.7926231734010654
8	12	24	1	4	-0.29094251621359385	-1.068	0.007855080259417502	1.3207219047325256
9	22	11	1	4	0.32323352681839074	-1.368	0.008371736429094253	1.2421181597989612
10	11	8	1	4	0.3160842255774763	-1.44	0.00825734760923962	1.25842091410761
11	8	16	1	4	-0.5322654773860792	-1.26	0.011716247638177269	0.9287058360573414
12	14	10	1	4	0.2206571110443435	-3.0	0.006730513776709496	1.551755955962717
13	10	20	1	4	-0.3673494636008554	-1.692	0.009077591417613686	1.1528416992282515
14	20	19	1	4	0.01898163694526431	-10.836	0.003503706191124229	6.485484827487885
15	8	16	1	5	-0.9417336732692684	-0.996	0.018267738772308296	0.6659028763838047
16	6	12	1	5	-3.7497664718788695	-0.3	0.06319626355006193	0.29755449256466104
17	12	24	1	5	-0.4634066865075055	-0.8160000000000001	0.010614506984120087	1.006827233950644
18	24	7	1	5	1.7131840201594508	-1.02	0.03061094432255122	0.4697894203824261
19	7	14	1	5	-1.4139204483739929	-0.636	0.025822727173983883	0.5254279996512161
20	14	9	1	5	0.5612929854669476	-0.8640000000000001	0.012180687767471162	0.9003957315000939
21	9	18	1	5	-0.7385353985184542	-0.708	0.015016566376295266	0.7672740242528915
22	18	10	1	5	0.5470857862837529	-2.22	0.011953372580540049	0.9139546700192626
23	10	20	1	5	-0.6011774162014207	-0.84	0.012818838659222731	0.8650723351411929
24	11	22	1	5	-0.521686428351038	-2.4119999999999995	0.011546982853616607	0.9396393847930936
25	8	16	1	6	-1.733718540238311	-1.212	0.030939496643812982	0.4665373873025588
26	10	20	1	6	-0.8980459942882909	-1.3319999999999999	0.017568735908612656	0.6846015857396089
27	20	7	1	6	4.881482038178264	-1.032	0.08130371261085224	0.2551439850258601
28	7	14	1	6	-4.551931459491958	-0.8759999999999999	0.07603090335187132	0.2657558734582625
29	8	9	1	6	-0.6812716067939276	-0.912	0.014100345708702841	0.8042392124220384
30	9	18	1	6	-1.1594919585149557	-0.888	0.02175187133623929	0.5898517604330199
31	11	22	1	6	-0.7624697561883492	-0.7559999999999999	0.015399516099013588	0.7531390815657933
32	22	12	1	6	0.6262019976425337	-0.912	0.013219231962280541	0.8447465938722102
33	12	24	1	6	-0.6692877970097401	-1.308	0.01390860475215584	0.8126034247291599
34	4	5	2	3	-3.945183700734804	-1.044	0.06632293921175686	0.2888708888345044
35	8	9	2	4	-0.10693368286572316	-9.624	0.004910938925851571	2.3672122804557487
36	11	12	2	4	-0.037762771482139	-15.888	0.003804204343714224	4.34292912858444
37	14	15	2	4	-0.024705082046091818	-0.396	0.003595281312737469	5.561815264810838
38	15	16	2	4	-0.019959848019777342	-18.792	0.0035193575683164376	6.298241478872645
39	17	16	2	5	0.0411837831334964	-0.792	0.003858940530135943	4.128816446290433
40	13	16	2	5	-0.14574102368220015	-0.10800000000000001	0.005531856378915203	1.9762540565102047
41	17	18	2	5	-0.01886936592818946	-13.32	0.003501909854851032	6.507953828413143
42	19	20	2	5	-0.02406417112299465	-2.724	0.003585026737967915	5.647701490587598
43	8	9	2	6	-0.6467087490304116	-1.272	0.013547339984486586	0.8290252907917242
44	9	10	2	6	-0.3088506700189906	-0.588	0.00814161072030385	1.2755208718598583
