407					
1	24	32	17	25	-5.70E+00
2	8	16	1	9	-5.34E+00
3	17	25	10	18	-7.01E+00
4	17	25	13	21	-3.72E-01
5	25	1	24	32	5.97E+00
6	26	2	1	9	-6.56E+00
7	9	17	8	16	5.58E+00
8	18	26	9	17	-7.15E+00
9	25	1	2	10	-6.70E+00
10	2	10	1	9	1.31E+01
11	18	26	17	25	1.38E+01
12	18	26	11	19	-7.03E+00
13	32	8	1	9	5.95E+00
14	27	3	2	10	-6.10E+00
15	17	25	16	24	6.36E+00
16	23	31	16	24	-6.92E+00
17	19	27	10	18	-7.19E+00
18	32	8	7	15	-6.13E+00
19	19	27	12	20	-7.06E+00
20	8	16	7	15	1.95E+01
21	24	32	23	31	2.02E+01
22	3	11	2	10	1.28E+01
23	19	27	18	26	1.38E+01
24	26	2	3	11	-6.23E+00
25	28	4	3	11	-5.73E+00
26	22	30	15	23	-7.04E+00
27	29	5	1	9	-3.44E-01
28	20	28	13	21	-7.08E+00
29	31	7	6	14	-5.84E+00
30	21	29	14	22	-7.08E+00
31	29	5	4	12	-5.69E+00
32	15	23	8	16	-1.38E+01
33	30	6	5	13	-5.75E+00
34	31	7	24	32	-1.38E+01
35	24	32	15	23	-7.09E+00
36	4	12	3	11	1.25E+01
37	20	28	19	27	1.39E+01
38	31	7	8	16	-6.31E+00
39	20	28	11	19	-7.22E+00
40	16	24	7	15	-1.40E+01
41	27	3	4	12	-5.84E+00
42	32	8	23	31	-1.40E+01
43	10	18	9	17	1.42E+01
44	23	31	14	22	-7.21E+00
45	21	29	12	20	-7.24E+00
46	5	13	4	12	1.27E+01
47	21	29	20	28	1.41E+01
48	30	6	7	15	-5.99E+00
49	22	30	13	21	-7.24E+00
50	28	4	5	13	-5.80E+00
51	29	5	6	14	-5.87E+00
52	10	18	3	11	-7.08E+00
53	9	17	2	10	-6.88E+00
54	6	14	5	13	1.31E+01
55	22	30	21	29	1.44E+01
56	26	2	19	27	-7.16E+00
57	11	19	4	12	-7.29E+00
58	25	1	18	26	-7.10E+00
59	27	3	20	28	-7.28E+00
60	11	19	2	10	-7.21E+00
61	10	18	1	9	-7.03E+00
62	12	20	5	13	-7.55E+00
63	16	24	15	23	2.13E+01
64	11	19	10	18	1.43E+01
65	12	20	3	11	-7.40E+00
66	27	3	18	26	-7.31E+00
67	28	4	21	29	-7.48E+00
68	26	2	17	25	-7.24E+00
69	28	4	19	27	-7.45E+00
70	13	21	4	12	-7.65E+00
71	12	20	11	19	1.45E+01
72	29	5	20	28	-7.66E+00
73	7	15	6	14	1.41E+01
74	23	31	22	30	1.53E+01
75	13	21	12	20	1.47E+01
76	13	21	6	14	-7.96E+00
77	32	8	9	17	-6.42E+00
78	29	5	22	30	-7.86E+00
79	25	1	16	24	-6.87E+00
80	14	22	5	13	-8.05E+00
81	30	6	21	29	-8.04E+00
82	14	22	13	21	1.51E+01
83	18	26	14	22	-3.85E-01
84	15	23	14	22	1.61E+01
85	6	14	1	9	4.15E-01
86	14	22	7	15	-8.87E+00
87	30	6	23	31	-8.78E+00
88	22	30	17	25	1.67E-01
89	15	23	6	14	-9.00E+00
90	31	7	22	30	-8.96E+00
91	20	28	16	24	-3.71E-01
92	19	27	15	23	-3.91E-01
93	30	6	2	10	-4.23E-01
94	32	8	4	12	-2.68E-01
95	31	7	3	11	-4.10E-01
96	11	19	8	16	-2.64E-01
97	17	25	11	19	-2.96E+00
98	17	25	12	20	-1.41E+00
99	27	3	1	9	-2.42E+00
100	24	32	8	16	6.08E-01
101	24	32	7	15	6.51E-01
102	23	31	8	16	6.52E-01
103	23	31	7	15	7.12E-01
104	24	32	6	14	6.35E-01
105	22	30	8	16	6.47E-01
106	23	31	6	14	7.09E-01
107	22	30	7	15	7.23E-01
108	22	30	6	14	7.37E-01
109	28	4	1	9	-1.05E+00
110	24	32	5	13	5.73E-01
111	21	29	8	16	6.00E-01
112	23	31	5	13	6.54E-01
113	21	29	7	15	6.90E-01
114	22	30	5	13	6.98E-01
115	21	29	6	14	7.20E-01
116	21	29	5	13	7.02E-01
117	22	30	4	12	6.25E-01
118	20	28	6	14	6.65E-01
119	20	28	5	13	6.67E-01
120	21	29	4	12	6.49E-01
121	20	28	7	15	6.19E-01
122	23	31	4	12	5.68E-01
123	24	32	4	12	4.84E-01
124	20	28	8	16	5.23E-01
125	19	27	9	17	-3.29E+00
126	20	28	4	12	6.39E-01
127	21	29	3	11	5.69E-01
128	19	27	5	13	5.99E-01
129	19	27	4	12	5.95E-01
130	20	28	3	11	5.84E-01
131	19	27	6	14	5.79E-01
132	22	30	3	11	5.27E-01
133	25	1	3	11	-2.71E+00
134	19	27	7	15	5.25E-01
135	23	31	3	11	4.62E-01
136	19	27	3	11	5.69E-01
137	19	27	8	16	4.28E-01
138	24	32	3	11	3.79E-01
139	18	26	5	13	5.07E-01
140	21	29	2	10	4.71E-01
141	18	26	4	12	5.22E-01
142	20	28	2	10	5.11E-01
143	18	26	6	14	4.74E-01
144	22	30	2	10	4.15E-01
145	19	27	2	10	5.28E-01
146	18	26	3	11	5.26E-01
147	18	26	7	15	4.16E-01
148	23	31	2	10	3.46E-01
149	18	26	12	20	-2.98E+00
150	18	26	8	16	3.28E-01
151	24	32	2	10	2.71E-01
152	18	26	2	10	5.21E-01
153	17	25	5	13	3.99E-01
154	21	29	1	9	3.63E-01
155	17	25	4	12	4.30E-01
156	20	28	1	9	4.20E-01
157	28	4	2	10	-2.24E+00
158	24	32	18	26	-1.34E+00
159	8	16	2	10	-1.13E+00
160	17	25	6	14	3.60E-01
161	22	30	1	9	2.99E-01
162	17	25	3	11	4.60E-01
163	19	27	1	9	4.65E-01
164	18	26	13	21	-1.43E+00
165	19	27	13	21	-3.00E+00
166	17	25	7	15	3.06E-01
167	23	31	1	9	2.34E-01
168	20	28	10	18	-3.32E+00
169	18	26	1	9	4.93E-01
170	17	25	2	10	4.90E-01
171	3	11	1	9	5.19E+00
172	20	28	14	22	-3.01E+00
173	19	27	17	25	5.89E+00
174	29	5	3	11	-2.22E+00
175	22	30	16	24	-2.93E+00
176	21	29	15	23	-3.00E+00
177	24	32	9	17	-4.43E-01
178	26	2	4	12	-2.50E+00
179	29	5	2	10	-1.10E+00
180	26	2	24	32	1.73E+00
181	23	31	9	17	-6.43E-01
182	32	8	6	14	-2.26E+00
183	20	28	9	17	-1.99E+00
184	30	6	4	12	-2.26E+00
