# Prime:                           	RX Ver.1.00.5928 H8S Ver.1.00.0602
cmd_file_no:                       	3001
cmd_file:                          	Youtsiplu Line1_fwd a1-4 n1-7
set_est_meas_duration:             	35
site_name:                         	Youtsiplu
objective_name:                    	Line1
set_name:                          	Youtsiplu Line1_fwd a1-4 n1-7_2020-01-31_000028
set_actual_start_time:             	2020-01-31T00:00:28
set_meas_type:                     	res
set_meas_array_style:              	PRIME-02
set_current_max:                   	100	mA
set_meas_frequency:                	25	Hz
set_max_meas_cycles:               	36
set_meas_trim_samples:             	100
set_meas_SP_trim_settle_time:      	100
set_meas_scaling_percent_max_curr: 	90%
set_meas_scaling_percent_peak_volt:	90%
set_meas_scaling_cycle_freq:       	25	Hz
set_meas_scaling_cycle_num:        	5
set_meas_scaling_curr:             	2	mA
set_meas_null_cycle:               	2
set_no_of_meas:                    	3108
set_no_of_columns:                 	25
#Units	Ohm	Tenths %	-	-	-	-	mV	Tenths %	mV	Tenths %	Degrees	Tenths %	mA	Tenths %	V	Tenths %	Ohm	mV	-	Minutes	-	-	YYYY-MM-DDTHH:MM:SS	-
#%d	%g	%g	%d	%d	%d	%d	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%.3f	%d	%d	%u%c%u%c%u%c%u%c%u%c%u	%x
data:
pt_line_number:	pt_calc_res:	pt_calc_res_error:	pt_c1_no:	pt_c2_no:	pt_p1_no:	pt_p2_no:	pt_meas_voltage_mean:	pt_meas_voltage_error:	pt_meas_quad_mean:	pt_meas_quad_error:	pt_calc_phase_mag:	pt_calc_phase_error:	pt_meas_current_mag:	pt_meas_current_error:	pt_meas_applied_voltage:	pt_meas_applied_voltage_error:	pt_meas_contact_resistance:	pt_meas_pre_sample:	pt_meas_gain:	pt_elapsed_meas_time:	pt_cmd_line_no:	pt_meas_channel:	pt_time:	pt_error_code:
2776	0.230523	0.527097	24	25	22	21	20.7465	0.526587	-0.0404765	252.111	-0.111784	252.111	89.9972	0.0231864	24.8148	0.270301	275.729	114.366	1	19.088	399	2	2020-01-31T01:09:33	0x00
2777	0.072489	3.65231	24	25	21	20	6.52381	3.65224	-0.0489876	423.548	-0.430229	423.547	89.9972	0.0231864	24.8148	0.270301	275.729	-4.80659	1	19.088	399	3	2020-01-31T01:09:33	0x00
2778	0.0326914	3.84059	24	25	20	19	2.94214	3.84052	-0.00244026	3754.69	-0.0475221	3754.69	89.9972	0.0231864	24.8148	0.270301	275.729	-90.1045	1	19.088	399	4	2020-01-31T01:09:33	0x00
2779	0.019129	19.4741	24	25	19	18	1.72156	19.4741	0.0328855	879.573	1.09434	879.574	89.9972	0.0231864	24.8148	0.270301	275.729	-0.686656	1	19.088	399	5	2020-01-31T01:09:33	0x00
2780	0.011314	22.3844	24	25	18	17	1.01823	22.3843	-0.0166625	1336.29	-0.937513	1336.24	89.9972	0.0231864	24.8148	0.270301	275.729	-65.7664	1	19.088	399	6	2020-01-31T01:09:33	0x00
2781	0.00842548	13.3884	24	25	17	16	0.75827	13.3884	-0.00807326	1237.59	-0.610002	1237.57	89.9972	0.0231864	24.8148	0.270301	275.729	-27.924	1	19.088	399	7	2020-01-31T01:09:33	0x00
2782	0.432388	0.911782	24	26	22	20	38.9135	0.911487	-0.058578	616.073	-0.0862495	616.073	89.9965	0.0232224	28.3846	0.292386	315.397	112.23	1	19.137	400	1	2020-01-31T01:09:35	0x00
2783	0.0819608	1.23576	24	26	20	18	7.37619	1.23554	-0.00028484	35994.6	-0.00221254	35994.6	89.9965	0.0232224	28.3846	0.292386	315.397	-89.189	1	19.137	400	2	2020-01-31T01:09:35	0x00
2784	0.0324446	9.01797	24	26	18	16	2.9199	9.01794	-0.0501965	558.479	-0.984885	558.441	89.9965	0.0232224	28.3846	0.292386	315.397	-67.9789	1	19.137	400	3	2020-01-31T01:09:35	0x00
2785	0.0168734	10.2021	24	26	16	14	1.51855	10.2021	0.00491026	2562.13	0.185266	2562.13	89.9965	0.0232224	28.3846	0.292386	315.397	76.2188	1	19.137	400	4	2020-01-31T01:09:35	0x00
2786	0.00948105	37.6183	24	26	14	12	0.853262	37.6183	0.0424779	749.707	2.85	749.412	89.9965	0.0232224	28.3846	0.292386	315.397	-67.216	1	19.137	400	5	2020-01-31T01:09:35	0x00
2787	0.00468444	51.4619	24	26	12	10	0.421584	51.4619	-0.0405147	623.34	-5.48934	621.641	89.9965	0.0232224	28.3846	0.292386	315.397	8.92653	1	19.137	400	6	2020-01-31T01:09:35	0x00
2788	0.00322612	31.9852	24	26	10	8	0.29034	31.9852	-0.0250216	504.185	-4.9256	502.713	89.9965	0.0232224	28.3846	0.292386	315.397	-40.8179	1	19.137	400	7	2020-01-31T01:09:35	0x00
2789	0.231163	1.81707	24	27	21	18	20.8045	1.8169	0.0129764	2835.81	0.0357371	2835.81	89.9993	0.0251498	26.396	0.90469	293.291	-91.3252	1	19.185	401	1	2020-01-31T01:09:38	0x00
2790	0.0541632	2.4328	24	27	18	15	4.87465	2.43267	-0.000604502	26353.2	-0.00710522	26353.2	89.9993	0.0251498	26.396	0.90469	293.291	-7.32433	1	19.185	401	2	2020-01-31T01:09:38	0x00
2791	0.0222375	9.74446	24	27	15	12	2.00136	9.74442	-0.00284099	7643.77	-0.081333	7643.77	89.9993	0.0251498	26.396	0.90469	293.291	-49.8207	1	19.185	401	3	2020-01-31T01:09:38	0x00
2792	0.00911167	16.1069	24	27	12	9	0.820044	16.1068	0.00706989	2049.28	0.493955	2049.24	89.9993	0.0251498	26.396	0.90469	293.291	-14.8013	1	19.185	401	4	2020-01-31T01:09:38	0x00
2793	0.00417492	83.6924	24	27	9	6	0.37574	83.6924	0.0209148	1471.33	3.18597	1470.67	89.9993	0.0251498	26.396	0.90469	293.291	20.7523	1	19.185	401	5	2020-01-31T01:09:38	0x00
2794	0.0068413	57.6973	24	27	6	3	0.615713	57.6973	-0.00856039	5082.22	-0.796545	5081.9	89.9993	0.0251498	26.396	0.90469	293.291	80.8728	1	19.185	401	6	2020-01-31T01:09:38	0x00
2795	0.164738	2.47961	24	28	20	16	14.8267	2.47952	0.0457158	678.651	0.176663	678.651	90.0014	0.0213934	24.9729	1.20376	277.473	-153.735	1	19.233	402	1	2020-01-31T01:09:41	0x00
2796	0.0411098	4.04799	24	28	16	12	3.69994	4.04793	0.016052	847.563	0.248573	847.562	90.0014	0.0213934	24.9729	1.20376	277.473	11.5969	1	19.233	402	2	2020-01-31T01:09:41	0x00
2797	0.0137055	17.9265	24	28	12	8	1.23351	17.9265	0.00635362	2715.04	0.295119	2715.05	90.0014	0.0213934	24.9729	1.20376	277.473	-5.26436	1	19.233	402	3	2020-01-31T01:09:41	0x00
2798	0.0101886	22.4923	24	28	8	4	0.916986	22.4922	0.0459958	381.898	2.87154	381.92	90.0014	0.0213934	24.9729	1.20376	277.473	95.4452	1	19.233	402	4	2020-01-31T01:09:41	0x00
2799	0.923978	0.445351	23	24	22	21	83.1561	0.444753	-0.165791	190.182	-0.114232	190.182	89.9979	0.0230783	25.5043	1.14419	283.387	112.84	1	19.280	403	1	2020-01-31T01:09:44	0x00
2800	0.178299	0.687496	23	24	21	20	16.0465	0.687108	-0.0152792	547.874	-0.054556	547.874	89.9979	0.0230783	25.5043	1.14419	283.387	-7.93469	1	19.280	403	2	2020-01-31T01:09:44	0x00
2801	0.0613101	4.22305	23	24	20	19	5.51778	4.22299	-0.0111441	1716.24	-0.115719	1716.24	89.9979	0.0230783	25.5043	1.14419	283.387	-89.2653	1	19.280	403	3	2020-01-31T01:09:44	0x00
2802	0.0307398	4.31588	23	24	19	18	2.76652	4.31582	-0.00850439	1319.94	-0.176129	1319.94	89.9979	0.0230783	25.5043	1.14419	283.387	-1.90738	1	19.280	403	4	2020-01-31T01:09:44	0x00
2803	0.0166298	22.3237	23	24	18	17	1.49665	22.3237	-0.00197627	14318.7	-0.0756567	14318.7	89.9979	0.0230783	25.5043	1.14419	283.387	-53.4829	1	19.280	403	5	2020-01-31T01:09:44	0x00
2804	0.0117469	23.7813	23	24	17	16	1.0572	23.7813	-0.00196183	11049.5	-0.106323	11049.5	89.9979	0.0230783	25.5043	1.14419	283.387	-30.0603	1	19.280	403	6	2020-01-31T01:09:44	0x00
2805	0.00737165	9.30319	23	24	16	15	0.663433	9.30316	-0.00445052	1578.62	-0.384353	1578.6	89.9979	0.0230783	25.5043	1.14419	283.387	49.9733	1	19.280	403	7	2020-01-31T01:09:44	0x00
2806	0.34492	1.25452	23	25	21	19	31.0424	1.25431	-0.0664878	503.285	-0.122718	503.285	89.9986	0.0228971	24.6966	0.727711	274.411	-94.6059	1	19.328	404	1	2020-01-31T01:09:47	0x00
2807	0.0780516	1.46908	23	25	19	17	7.02453	1.4689	-0.00239486	3889.53	-0.0195337	3889.53	89.9986	0.0228971	24.6966	0.727711	274.411	-53.8644	1	19.328	404	2	2020-01-31T01:09:47	0x00
2808	0.0328421	8.6199	23	25	17	15	2.95574	8.61987	-0.0109864	2186.5	-0.212966	2186.49	89.9986	0.0228971	24.6966	0.727711	274.411	45.4719	1	19.328	404	3	2020-01-31T01:09:47	0x00
2809	0.0169717	9.37977	23	25	15	13	1.52743	9.37974	-0.0209981	530.59	-0.787618	530.606	89.9986	0.0228971	24.6966	0.727711	274.411	-61.3413	1	19.328	404	4	2020-01-31T01:09:47	0x00
2810	0.00857973	43.9826	23	25	13	11	0.772164	43.9826	-0.000499234	61215.1	-0.037044	61215.1	89.9986	0.0228971	24.6966	0.727711	274.411	45.0904	1	19.328	404	5	2020-01-31T01:09:47	0x00
2811	0.00468538	49.5252	23	25	11	9	0.421678	49.5252	-0.00342517	6520.16	-0.465387	6520.06	89.9986	0.0228971	24.6966	0.727711	274.411	-64.1642	1	19.328	404	6	2020-01-31T01:09:47	0x00
2812	0.00282724	38.5597	23	25	9	7	0.254447	38.5597	-0.00962083	929.808	-2.16536	929.721	89.9986	0.0228971	24.6966	0.727711	274.411	38.4527	1	19.328	404	7	2020-01-31T01:09:47	0x00
2813	0.209617	2.2212	23	26	20	17	18.8647	2.22108	-0.00914813	4347.97	-0.0277847	4347.97	89.9959	0.0231867	28.0698	0.605289	311.901	-140.383	1	19.375	405	1	2020-01-31T01:09:50	0x00
2814	0.0553863	3.02956	23	26	17	14	4.98454	3.02947	-0.0214872	514.336	-0.246987	514.339	89.9959	0.0231867	28.0698	0.605289	311.901	59.8917	1	19.375	405	2	2020-01-31T01:09:50	0x00
2815	0.0203677	15.479	23	26	14	11	1.83301	15.479	-0.0158469	1430.99	-0.495327	1431.01	89.9959	0.0231867	28.0698	0.605289	311.901	-29.0684	1	19.375	405	3	2020-01-31T01:09:50	0x00
2816	0.00889544	18.2123	23	26	11	8	0.800553	18.2122	-0.00901986	1765.28	-0.645527	1765.23	89.9959	0.0231867	28.0698	0.605289	311.901	-45.5482	1	19.375	405	4	2020-01-31T01:09:50	0x00
2817	0.00514404	62.7267	23	26	8	5	0.462942	62.7266	-0.0189482	1297	-2.34381	1297.07	89.9959	0.0231867	28.0698	0.605289	311.901	162.203	1	19.375	405	5	2020-01-31T01:09:50	0x00
2818	0.00613203	73.7732	23	26	5	2	0.551857	73.7732	-0.0341594	1000.5	-3.54203	1000.66	89.9959	0.0231867	28.0698	0.605289	311.901	-61.799	1	19.375	405	6	2020-01-31T01:09:50	0x00
2819	0.160665	2.32832	23	27	19	15	14.459	2.32821	-0.0228936	1541.48	-0.0907192	1541.48	89.9945	0.0228982	25.735	0.186189	285.962	-5.26436	1	19.422	406	1	2020-01-31T01:09:53	0x00
2820	0.040226	4.38537	23	27	15	11	3.62012	4.38531	-0.0144773	1173.9	-0.229132	1173.89	89.9945	0.0228982	25.735	0.186189	285.962	-13.962	1	19.422	406	2	2020-01-31T01:09:53	0x00
2821	0.0129908	18.9394	23	27	11	7	1.1691	18.9394	7.8857e-05	292577	0.00386465	292577	89.9945	0.0228982	25.735	0.186189	285.962	0.30518	1	19.422	406	3	2020-01-31T01:09:53	0x00
2822	0.0112494	18.2658	23	27	7	3	1.01238	18.2658	-0.00863173	2049.63	-0.488502	2049.62	89.9945	0.0228982	25.735	0.186189	285.962	65.3849	1	19.422	406	4	2020-01-31T01:09:53	0x00
2823	0.913515	0.522739	22	23	21	20	82.2157	0.522133	0.0262449	1291.47	0.0182899	1291.47	89.9993	0.0251486	27.4074	0.252187	304.529	-9.61318	1	19.470	407	1	2020-01-31T01:09:55	0x00
2824	0.161842	0.718068	22	23	20	19	14.5657	0.717628	-0.0239003	360.719	-0.0940146	360.719	89.9993	0.0251486	27.4074	0.252187	304.529	-92.3934	1	19.470	407	2	2020-01-31T01:09:55	0x00
2825	0.0611906	4.4756	22	23	19	18	5.50711	4.47553	-0.0022928	8034.36	-0.0238542	8034.36	89.9993	0.0251486	27.4074	0.252187	304.529	-1.14443	1	19.470	407	3	2020-01-31T01:09:55	0x00
2826	0.0285508	4.88232	22	23	18	17	2.56955	4.88225	0.00219756	4746.62	0.0490011	4746.62	89.9993	0.0251486	27.4074	0.252187	304.529	-54.7036	1	19.470	407	4	2020-01-31T01:09:55	0x00
2827	0.0182631	20.7947	22	23	17	16	1.64367	20.7947	0.0145546	1832.71	0.507339	1832.73	89.9993	0.0251486	27.4074	0.252187	304.529	-17.8531	1	19.470	407	5	2020-01-31T01:09:55	0x00
2828	0.0107509	26.751	22	23	16	15	0.967571	26.751	0.00124081	17306.6	0.073476	17306.6	89.9993	0.0251486	27.4074	0.252187	304.529	47.7607	1	19.470	407	6	2020-01-31T01:09:55	0x00
2829	0.0079419	8.3139	22	23	15	14	0.714765	8.31386	0.0103662	573.005	0.830899	572.985	89.9993	0.0251486	27.4074	0.252187	304.529	3.89105	1	19.470	407	7	2020-01-31T01:09:55	0x00
2830	0.315285	1.24782	22	24	20	18	28.3757	1.24762	-0.0280941	1244.95	-0.0567272	1244.95	90	0.0223077	27.6738	0.167592	307.487	-90.7912	1	19.518	408	1	2020-01-31T01:09:58	0x00
2831	0.0750738	1.87024	22	24	18	16	6.75664	1.87011	-0.00140598	8910.79	-0.0119226	8910.79	90	0.0223077	27.6738	0.167592	307.487	-70.8782	1	19.518	408	2	2020-01-31T01:09:58	0x00
2832	0.0318284	6.48358	22	24	16	14	2.86455	6.48355	0.00285748	6348.71	0.0571543	6348.71	90	0.0223077	27.6738	0.167592	307.487	77.3632	1	19.518	408	3	2020-01-31T01:09:58	0x00
2833	0.015325	7.7393	22	24	14	12	1.37925	7.73927	0.012824	872.434	0.532712	872.418	90	0.0223077	27.6738	0.167592	307.487	-68.1315	1	19.518	408	4	2020-01-31T01:09:58	0x00
2834	0.00752073	44.5994	22	24	12	10	0.676865	44.5994	0.026234	1163.76	2.21956	1163.45	90	0.0223077	27.6738	0.167592	307.487	21.21	1	19.518	408	5	2020-01-31T01:09:58	0x00
2835	0.00443126	53.9218	22	24	10	8	0.398813	53.9218	-0.0130918	1733.12	-1.88017	1732.72	90	0.0223077	27.6738	0.167592	307.487	-42.7253	1	19.518	408	6	2020-01-31T01:09:58	0x00
2836	0.00247288	42.8913	22	24	8	6	0.22256	42.8913	-0.00028239	35768.1	-0.0726985	35768.1	90	0.0223077	27.6738	0.167592	307.487	3.35698	1	19.518	408	7	2020-01-31T01:09:58	0x00
2837	0.205842	1.90483	22	25	19	16	18.5253	1.90469	-0.0875084	336.068	-0.270647	336.068	89.9979	0.0230783	26.7849	0.239029	297.617	-69.81	1	19.567	409	1	2020-01-31T01:10:01	0x00
2838	0.053781	2.55906	22	25	16	13	4.84017	2.55895	-0.0182096	608.608	-0.215556	608.608	89.9979	0.0230783	26.7849	0.239029	297.617	0.228885	1	19.567	409	2	2020-01-31T01:10:01	0x00
2839	0.0186282	13.3663	22	25	13	10	1.6765	13.3663	0.0175877	954.219	0.601051	954.243	89.9979	0.0230783	26.7849	0.239029	297.617	31.4336	1	19.567	409	3	2020-01-31T01:10:01	0x00
2840	0.00797118	18.3041	22	25	10	7	0.717389	18.3041	-0.0436623	297.169	-3.48288	297	89.9979	0.0230783	26.7849	0.239029	297.617	12.3598	1	19.567	409	4	2020-01-31T01:10:01	0x00
2841	0.00811281	36.0786	22	25	7	4	0.730136	36.0786	-0.0780891	223.174	-6.10467	224.365	89.9979	0.0230783	26.7849	0.239029	297.617	50.3548	1	19.567	409	5	2020-01-31T01:10:01	0x00
2842	0.00305646	95.0841	22	25	4	1	0.275075	95.0841	-0.00700911	3359.32	-1.45962	3359.21	89.9979	0.0230783	26.7849	0.239029	297.617	59.6628	1	19.567	409	6	2020-01-31T01:10:01	0x00
2843	0.156513	2.59983	22	26	18	14	14.085	2.5996	-0.0836569	426.937	-0.340302	426.935	89.9924	0.0346195	30.255	1.86716	336.195	8.85023	1	19.615	410	1	2020-01-31T01:10:04	0x00
2844	0.0370729	4.95467	22	26	14	10	3.33628	4.95455	-0.037803	409.142	-0.649183	409.137	89.9924	0.0346195	30.255	1.86716	336.195	-45.6245	1	19.615	410	2	2020-01-31T01:10:04	0x00
2845	0.0119117	21.9771	22	26	10	6	1.07197	21.9771	-0.0367516	620.538	-1.96358	620.441	89.9924	0.0346195	30.255	1.86716	336.195	-14.2672	1	19.615	410	3	2020-01-31T01:10:04	0x00
2846	0.0120941	18.2525	22	26	6	2	1.08838	18.2525	-0.116626	174.096	-6.11625	173.724	89.9924	0.0346195	30.255	1.86716	336.195	98.2681	1	19.615	410	4	2020-01-31T01:10:04	0x00
2847	0.953578	0.496297	21	22	20	19	85.818	0.495272	-0.199665	168.875	-0.133305	168.875	89.9959	0.0318912	31.4046	1.6603	348.956	-94.2245	1	19.664	411	1	2020-01-31T01:10:07	0x00
2848	0.18597	0.644127	21	22	19	18	16.7365	0.643337	-0.025773	260.716	-0.0882312	260.716	89.9959	0.0318912	31.4046	1.6603	348.956	-4.34882	1	19.664	411	2	2020-01-31T01:10:07	0x00
2849	0.0647179	4.67705	21	22	18	17	5.82434	4.67694	-0.0114231	1723.51	-0.112372	1723.51	89.9959	0.0318912	31.4046	1.6603	348.956	-53.9406	1	19.664	411	3	2020-01-31T01:10:07	0x00
2850	0.0353043	2.65009	21	22	17	16	3.17724	2.64989	-0.00858139	983.723	-0.154749	983.722	89.9959	0.0318912	31.4046	1.6603	348.956	-19.1501	1	19.664	411	4	2020-01-31T01:10:07	0x00
2851	0.0192608	21.695	21	22	16	15	1.73339	21.695	-0.0101851	2654.56	-0.336657	2654.59	89.9959	0.0318912	31.4046	1.6603	348.956	59.7391	1	19.664	411	5	2020-01-31T01:10:07	0x00
2852	0.0135395	19.7723	21	22	15	14	1.2185	19.7722	-0.00093018	19772.5	-0.0437385	19772.5	89.9959	0.0318912	31.4046	1.6603	348.956	1.67849	1	19.664	411	6	2020-01-31T01:10:07	0x00
2853	0.00852728	11.3144	21	22	14	13	0.76742	11.3144	-0.00766609	1213.63	-0.572333	1213.61	89.9959	0.0318912	31.4046	1.6603	348.956	-87.5868	1	19.664	411	7	2020-01-31T01:10:07	0x00
2854	0.340362	1.28579	21	23	19	17	30.6316	1.28558	-0.0405446	829.595	-0.0758377	829.595	89.9972	0.0231864	29.641	0.937536	329.355	-55.3903	1	19.711	412	1	2020-01-31T01:10:10	0x00
2855	0.0839192	1.65189	21	23	17	15	7.55249	1.65172	0.00110309	10801.5	0.0083684	10801.5	89.9972	0.0231864	29.641	0.937536	329.355	42.5727	1	19.711	412	2	2020-01-31T01:10:10	0x00
2856	0.035143	6.8964	21	23	15	13	3.16277	6.89636	0.0106199	1782.64	0.192387	1782.64	89.9972	0.0231864	29.641	0.937536	329.355	-60.1205	1	19.711	412	3	2020-01-31T01:10:10	0x00
2857	0.0151502	9.63373	21	23	13	11	1.36347	9.63371	0.000584208	19148.4	0.0245495	19148.4	89.9972	0.0231864	29.641	0.937536	329.355	44.2512	1	19.711	412	4	2020-01-31T01:10:10	0x00
2858	0.00796356	47.9691	21	23	11	9	0.716698	47.9691	0.00838568	3342.5	0.670355	3342.54	89.9972	0.0231864	29.641	0.937536	329.355	-51.8807	1	19.711	412	5	2020-01-31T01:10:10	0x00
2859	0.00412846	60.4971	21	23	9	7	0.37155	60.497	0.00814332	2598.39	1.25556	2598.27	89.9972	0.0231864	29.641	0.937536	329.355	36.5454	1	19.711	412	6	2020-01-31T01:10:10	0x00
2860	0.00290797	51.9362	21	23	7	5	0.261709	51.9362	0.0151366	887.435	3.31016	886.977	89.9972	0.0231864	29.641	0.937536	329.355	108.186	1	19.711	412	7	2020-01-31T01:10:10	0x00
2861	0.213107	1.68146	21	24	18	15	19.1794	1.6813	-0.0364308	1098.6	-0.108832	1098.6	89.9986	0.0228971	29.765	1.06423	330.727	-8.69764	1	19.759	413	1	2020-01-31T01:10:13	0x00
2862	0.0562066	2.5991	21	24	15	12	5.05851	2.599	-0.0159664	795.555	-0.180844	795.554	89.9986	0.0228971	29.765	1.06423	330.727	-52.6436	1	19.759	413	2	2020-01-31T01:10:13	0x00
2863	0.0180655	13.4046	21	24	12	9	1.62587	13.4046	-0.0215158	1115.62	-0.758177	1115.57	89.9986	0.0228971	29.765	1.06423	330.727	-13.5042	1	19.759	413	3	2020-01-31T01:10:13	0x00
2864	0.00745451	21.2692	21	24	9	6	0.670896	21.2692	-0.0214492	846.859	-1.83118	846.549	89.9986	0.0228971	29.765	1.06423	330.727	19.8367	1	19.759	413	4	2020-01-31T01:10:13	0x00
2865	0.00903316	28.4393	21	24	6	3	0.812972	28.4393	-0.00575395	4899.3	-0.405514	4899.22	89.9986	0.0228971	29.765	1.06423	330.727	93.4615	1	19.759	413	5	2020-01-31T01:10:13	0x00
2866	0.168384	2.57839	21	25	17	13	15.1538	2.57827	0.00272917	13473.3	0.0103188	13473.3	89.9959	0.0256422	28.6937	1.08335	318.834	-15.3353	1	19.806	414	1	2020-01-31T01:10:16	0x00
2867	0.0357488	4.98003	21	25	13	9	3.21725	4.97996	-0.0345867	513.576	-0.615929	513.561	89.9959	0.0256422	28.6937	1.08335	318.834	-6.40879	1	19.806	414	2	2020-01-31T01:10:16	0x00
2868	0.0122739	23.1458	21	25	9	5	1.1046	23.1458	-0.0643145	418.449	-3.33225	418.145	89.9959	0.0256422	28.6937	1.08335	318.834	169.604	1	19.806	414	3	2020-01-31T01:10:16	0x00
2869	0.0106134	33.3791	21	25	5	1	0.95516	33.3791	-0.0607743	503.354	-3.64067	503.103	89.9959	0.0256422	28.6937	1.08335	318.834	3.50958	1	19.806	414	4	2020-01-31T01:10:16	0x00
2870	1.02238	0.443147	20	21	19	18	92.0108	0.442402	-0.138915	214.977	-0.0865035	214.978	89.9965	0.0256734	32.0499	0.599663	356.123	-6.02731	1	19.854	415	1	2020-01-31T01:10:18	0x00
2871	0.183806	0.631043	20	21	18	17	16.5419	0.630521	0.0232941	340.983	0.080683	340.983	89.9965	0.0256734	32.0499	0.599663	356.123	-57.2213	1	19.854	415	2	2020-01-31T01:10:18	0x00
2872	0.0800803	3.71638	20	21	17	16	7.20695	3.7163	0.0236851	866.122	0.188298	866.124	89.9965	0.0256734	32.0499	0.599663	356.123	-18.4634	1	19.854	415	3	2020-01-31T01:10:18	0x00
2873	0.0396752	3.12188	20	21	16	15	3.57063	3.12177	0.00170932	4780.95	0.0274284	4780.95	89.9965	0.0256734	32.0499	0.599663	356.123	58.5183	1	19.854	415	4	2020-01-31T01:10:18	0x00
2874	0.0254854	16.0467	20	21	15	14	2.2936	16.0467	0.0145921	1868.15	0.364517	1868.17	89.9965	0.0256734	32.0499	0.599663	356.123	13.6568	1	19.854	415	5	2020-01-31T01:10:18	0x00
2875	0.0148857	18.4546	20	21	14	13	1.33966	18.4545	-0.014609	1314.89	-0.624789	1314.91	89.9965	0.0256734	32.0499	0.599663	356.123	-89.9519	1	19.854	415	6	2020-01-31T01:10:18	0x00
2876	0.00941674	6.51207	20	21	13	12	0.847474	6.51202	0.00727957	870.2	0.492143	870.181	89.9965	0.0256734	32.0499	0.599663	356.123	-3.28069	1	19.854	415	7	2020-01-31T01:10:18	0x00
2877	0.364347	1.22849	20	22	18	16	32.7907	1.22828	0.0705963	446.966	0.123354	446.966	89.9986	0.0228971	30.2578	0.475004	336.203	-72.7092	1	19.901	416	1	2020-01-31T01:10:21	0x00
2878	0.0976768	1.19036	20	22	16	14	8.79078	1.19014	-0.000611212	11307.9	-0.0039837	11307.9	89.9986	0.0228971	30.2578	0.475004	336.203	74.0826	1	19.901	416	2	2020-01-31T01:10:21	0x00
2879	0.038628	7.7631	20	22	14	12	3.47647	7.76307	-0.0131909	1574.31	-0.217398	1574.32	89.9986	0.0228971	30.2578	0.475004	336.203	-67.3686	1	19.901	416	3	2020-01-31T01:10:21	0x00
2880	0.0165166	9.59563	20	22	12	10	1.48647	9.5956	0.0135543	809.933	0.522433	809.945	89.9986	0.0228971	30.2578	0.475004	336.203	19.9893	1	19.901	416	4	2020-01-31T01:10:21	0x00
2881	0.00902556	43.8468	20	22	10	8	0.812288	43.8468	0.0179913	1503.09	1.26883	1503.24	89.9986	0.0228971	30.2578	0.475004	336.203	-30.6706	1	19.901	416	5	2020-01-31T01:10:21	0x00
2882	0.00409876	77.6705	20	22	8	6	0.368883	77.6705	-0.0085124	2564.51	-1.32193	2564.77	89.9986	0.0228971	30.2578	0.475004	336.203	1.06813	1	19.901	416	6	2020-01-31T01:10:21	0x00
2883	0.00731264	43.2976	20	22	6	4	0.658128	43.2976	0.0131368	1782.21	1.14352	1782.26	89.9986	0.0228971	30.2578	0.475004	336.203	69.1234	1	19.901	416	7	2020-01-31T01:10:21	0x00
2884	0.250189	1.72872	20	23	17	14	22.5161	1.72857	-0.0004383	61757.2	-0.00111532	61757.2	89.9965	0.0232224	28.3091	0.183807	314.558	58.7472	1	19.948	417	1	2020-01-31T01:10:24	0x00
2885	0.0597586	3.18851	20	23	14	11	5.37807	3.18843	0.00711927	1726.69	0.0758458	1726.69	89.9965	0.0232224	28.3091	0.183807	314.558	-31.5099	1	19.948	417	2	2020-01-31T01:10:24	0x00
2886	0.0198064	14.7584	20	23	11	8	1.78251	14.7584	0.0256487	712.098	0.824378	712.153	89.9965	0.0232224	28.3091	0.183807	314.558	-44.1749	1	19.948	417	3	2020-01-31T01:10:24	0x00
2887	0.00842462	16.4986	20	23	8	5	0.758187	16.4985	-0.00313621	2470	-0.237	2470.02	89.9965	0.0232224	28.3091	0.183807	314.558	161.517	1	19.948	417	4	2020-01-31T01:10:24	0x00
2888	0.00963275	38.8561	20	23	5	2	0.866914	38.8561	-0.0387841	695.333	-2.5616	695.49	89.9965	0.0232224	28.3091	0.183807	314.558	-48.3711	1	19.948	417	5	2020-01-31T01:10:24	0x00
2889	0.182837	2.07354	20	24	16	12	16.4546	2.07341	-0.0491492	675.514	-0.17114	675.513	89.9959	0.0231867	28.4843	0.151213	316.507	9.46059	1	19.996	418	1	2020-01-31T01:10:27	0x00
2890	0.0370138	4.46454	20	24	12	8	3.33109	4.46448	-0.0277807	437.579	-0.477826	437.581	89.9959	0.0231867	28.4843	0.151213	316.507	-9.23171	1	19.996	418	2	2020-01-31T01:10:27	0x00
2891	0.0182486	22.7661	20	24	8	4	1.6423	22.7661	-0.061002	606.188	-2.12723	606.058	89.9959	0.0231867	28.4843	0.151213	316.507	94.9111	1	19.996	418	3	2020-01-31T01:10:27	0x00
2892	0.830392	0.436872	19	20	18	17	74.733	0.436256	0.0402252	769.124	0.0308396	769.124	89.9972	0.0231864	31.5157	0.246387	350.185	-58.9761	1	20.044	419	1	2020-01-31T01:10:30	0x00
2893	0.183602	0.758892	19	20	17	16	16.5237	0.758538	0.00730021	1126.03	0.0253134	1126.03	89.9972	0.0231864	31.5157	0.246387	350.185	-21.6678	1	20.044	419	2	2020-01-31T01:10:30	0x00
