El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),Nâ electrode A,Nâ electrode B,Nâ electrode M,Nâ electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (mV/V),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (âC),Rx-Bat (V),Rx Temp. (âC),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
Mixed / non conventional,6,9,14,15,6,9,14,15,41.06,1.38,0,-0.2,-7.9,-6.957,54.75,1000,-323.14,-4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,4.81,-0.68,-1.83,-4.6,8.14,5.73,3.09,-3.05,-1.46,1.92,-8.1,-5.36,-2.09,-1.06,-1.76,-2.01,-4.59,6.17,1.55,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,7,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,15,16,6,9,15,16,64,0.44,0,1.48,40.89,-7.082,54.75,1000,-494.8,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72,0.93,-5.39,1.26,0.32,3.34,7.71,0.23,2.9,-0.06,1.57,0.83,11.02,-1.77,3.35,-4.71,-0.29,-0.17,5.25,4.08,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,8,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,16,17,6,9,16,17,39.83,2.61,0,-2.15,-49.32,-3.042,54.75,1000,-716.75,-53.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.59,-1.25,1.91,-6.53,-11.35,3.22,5.56,4.82,-7.19,-11.87,4.31,-17.28,-4.84,-7.74,4.97,2.34,-9.73,0.03,6.33,8.94,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,9,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,17,18,6,9,17,18,50.64,4,0,4,30.81,-2.786,54.75,1000,-995.26,78.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67,2.16,-14.64,0.81,-13.54,-12.15,14.75,7.79,5.46,-1.85,14.01,6.63,21,-5.35,20.37,-1.44,-5.94,19.62,21.18,1.79,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,10,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,12,15,6,9,12,15,38.08,0.33,0,0.63,-15.27,-34.784,51.657,1000,-56.55,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,2.38,-1.32,-0.14,2.36,-1.01,-0.33,3.87,3.1,2.36,4.23,1.87,-4.4,-2.8,-3.19,-0.85,-0.71,-0.75,3.75,3.76,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,1,0,12.83,0,12.39,41.7,9/10/16 12:35,0,1,0,0,0,0
Mixed / non conventional,6,9,15,16,6,9,15,16,64.07,1.4,0,-1.2,39.95,-6.689,51.657,1000,-494.8,-18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81,-10.8,6.74,-3.72,-10.9,3.36,-0.96,-4.77,-3.66,-16.01,-22.3,7.22,29.66,6.29,14.55,5.25,8.54,-2.54,-22.76,-14.92,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,2,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,16,17,6,9,16,17,39.53,0.5,0,2.32,-49.21,-2.849,51.657,1000,-716.75,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,8.14,-1.29,3.44,-5.34,6.26,0.54,-1.81,-8.79,-7.92,-5.73,2.39,8.5,1.26,5.69,5.66,9.75,7.63,1.29,7.56,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,3,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,17,18,6,9,17,18,50.48,1.22,0,0.83,30.58,-2.62,51.657,1000,-995.26,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.54,0.72,-6.44,-12.78,3.74,-25.29,-22.89,7.73,21.51,-2.02,8.67,25.91,-13.24,-19.76,-10.95,10,14.3,6.77,8.22,26.03,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,4,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,18,19,6,9,18,19,80.75,1.47,0,2.47,-25.81,-3.121,51.657,1000,-1336.6,30.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,10.49,-0.32,-4.32,2.59,5.21,-2.69,4.64,-1.7,-4.04,5.73,5.38,-2.66,4.54,9.94,3.3,-0.73,-1.44,3.48,8.82,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,5,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,19,20,6,9,19,20,79.9,1.09,0,3.64,13.36,-2.362,51.657,1000,-1747.07,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.09,10.25,11.33,17.06,9.84,-3.71,-11.71,-19.28,-2.33,-4.02,-10.32,38.44,-0.12,0.45,-6.42,7.3,4.86,22.98,-15.96,8.97,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,6,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,20,21,6,9,20,21,55.07,1.73,0,3.53,13.71,-1.274,51.657,1000,-2232.95,64.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,-4.31,21.15,14.77,-0.32,6.31,-24.53,-16.16,0.19,-15.29,-16.02,-8.32,31.66,54.18,20.34,-4.77,-18.39,6.27,18.31,-12.67,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,7,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,21,22,6,9,21,22,80.74,5.59,0,14.05,8.11,-1.489,51.657,1000,-2800.51,173.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.28,11.2,-7.73,15.13,48.52,-5.21,0.43,49.31,30.37,35.34,-24.98,38.7,5.09,6.43,-18.86,31.87,-3.47,17.78,10.16,10.54,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,8,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,22,23,6,9,22,23,82.38,3.83,0,-10.16,0.72,-1.231,51.657,1000,-3456.03,-123.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.42,3.18,-3.65,-42.92,-9.74,-40.96,-19.95,-20.6,25.94,28.92,15.9,-2.4,-24.08,-40.11,-44.07,-57.43,-41.36,30.44,41.09,23.07,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,9,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,18,19,6,9,18,19,87.25,9.73,0,-11.67,-23.68,-3.158,48.375,1000,-1336.6,-133.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.27,3.81,14.82,-73.75,-5.9,3.72,-21.21,-23.43,5.52,-45.35,-38,1.85,-21.65,-3.2,9.24,-9.83,4.07,29.48,-11.73,-9.63,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.1,10,0,0,,SurfRifle_,1,0,12.85,0,12.37,41.7,9/10/16 12:35,0,1,0,0,0,0
Mixed / non conventional,6,9,19,20,6,9,19,20,71.12,18.27,0,21.04,10.38,-1.969,48.375,1000,-1747.07,295.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,-22.31,-41.65,138.2,4.35,12.33,46.16,67.53,23.65,91.21,39.67,9.91,59.69,26.78,-30.23,7.59,3.58,-32.92,3.51,-21.07,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.1,10,0,0,,SurfRifle_,2,0,12.85,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,20,21,6,9,20,21,55.85,3.29,0,1.55,14.04,-1.21,48.375,1000,-2232.95,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19,9.99,15.58,15.53,-37.39,-29.64,1.58,1.95,3.38,18.91,6.65,6.32,18.47,3.06,9.24,32.57,-12.95,-14.88,2.13,-18.37,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.1,10,0,0,,SurfRifle_,3,0,12.85,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,21,22,6,9,21,22,82.47,2.02,0,-4.5,7.92,-1.425,48.375,1000,-2800.51,-54.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.09,-10.34,-15.46,-14.79,1.53,1.54,-21.29,16.89,11.58,11.34,21.91,8.05,22.89,-14.39,-14.64,14.18,-17.38,-21.76,-42.46,-3.26,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.1,10,0,0,,SurfRifle_,4,0,12.85,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,22,23,6,9,22,23,84.89,2.04,0,-19.33,0.69,-1.188,48.375,1000,-3456.03,-227.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.24,-53.84,-25.99,-56.09,-51.94,0.69,-14.8,-13.56,6.79,-21.76,3.06,4.2,-10.18,-33.12,1.22,-15.85,6,-2.9,-35.72,-41.49,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.1,10,0,0,,SurfRifle_,5,0,12.85,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,7,8,6,10,7,8,43.16,0.03,0,0.57,-83.67,206.827,45.166,1000,9.42,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.69,1.16,0.6,0.57,0.7,1.09,0.5,0.65,0.18,0.18,0.69,0.38,0.56,0.63,0.7,0.3,0.55,0.17,0.22,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,1,0,12.83,0,12.39,41.7,9/10/16 12:35,0,1,0,0,0,0
Mixed / non conventional,6,10,8,9,6,10,8,9,47.56,7.86,0,3.11,130.56,227.943,45.166,1000,9.42,65.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4.56,3.77,3.81,3.88,3.36,2.96,3.17,3.08,3.22,3.03,2.67,2.54,2.33,2.5,2.18,2.45,2.39,2.6,2.49,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,2,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,11,12,6,10,11,12,39.97,0.02,0,1.06,-3.56,-134.092,45.166,1000,-13.46,26.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,1.73,1.49,1.8,0.88,1.01,0.91,1.04,0.91,0.82,0.95,0.67,1.28,1.27,0.33,0.94,1.01,1.14,0.6,0.8,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,4,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,12,13,6,10,12,13,33.71,0.03,0,0.58,13.49,-34.614,45.166,1000,-43.98,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,1.79,1.11,1.24,0.13,0.96,0.46,-0.77,0.11,0.83,0.5,1.4,1.99,1,-0.11,1.06,-0.57,-0.14,0.31,0.38,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,5,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,13,14,6,10,13,14,30.36,0.1,0,1.34,-19.1,-14.289,45.166,1000,-95.96,43.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27,2.3,-2.07,1.31,1.94,-2.6,-1.47,0.96,-0.01,-1.77,-0.89,4.44,4.36,5.37,-0.01,3.92,1.33,2.97,5.09,2.79,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,6,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,14,15,6,10,14,15,34.47,0.31,0,1.59,-7.82,-8.947,45.166,1000,-174,46.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,5.12,4.2,0.72,-1.74,-0.31,2.1,0.3,4.29,-2.07,5.93,4.33,8.84,-3.92,0.01,3.56,-0.2,-1.33,1.25,-0.8,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,7,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,15,16,6,10,15,16,55.67,0.23,0,2.24,40.77,-8.893,45.166,1000,-282.74,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,3.19,2.51,2.1,-4.15,-1.91,-5.75,-1.83,1.34,3.21,2.8,-0.82,7.74,8.63,-7.25,6.38,5.64,8.16,11.22,1.65,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,8,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,16,17,6,10,16,17,35.18,0.68,0,0.64,-49.59,-3.722,45.166,1000,-426.89,18.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.48,7.63,-7.93,-6.94,-10.79,-8.72,-1.35,3.63,7.46,-2.13,-5.7,3.83,20.12,7.95,3.2,4.26,5.52,-3.61,-7.53,10.28,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,9,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,17,18,6,10,17,18,44.77,1.18,0,5.7,31.07,-3.309,45.166,1000,-611.12,127.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.95,11.6,-1.88,-0.04,9.49,10.59,-11.46,7.8,1.45,-1.05,0.66,22.25,22.75,2.17,6.51,3.59,11.19,-0.99,17.25,14.02,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,10,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,18,19,6,10,18,19,76.82,0.92,0,-18.3,-23.96,-3.967,43.382,1000,-840.15,-238.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.16,-9.03,32.26,-11.48,-12.23,4.06,-53.67,-60.26,-34.93,-69.68,-13.24,-24.6,3.39,-32.32,-11.33,-19.42,-7.93,-25.33,-29.05,21.9,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.6,9,0,0,,SurfRifle_,1,0,12.83,0,12.39,41.7,9/10/16 12:35,0,1,0,0,0,0
Mixed / non conventional,6,10,20,21,6,10,20,21,51.25,2.26,0,7.81,14.07,-1.532,43.382,1000,-1451.42,152.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68,-25.53,-21.06,46.67,8.12,40.84,33.79,-16.5,23.25,3.37,2.93,-10.47,26.93,-50.27,15.67,38.51,-2.9,36.84,1.27,9.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.6,9,0,0,,SurfRifle_,3,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,21,22,6,10,21,22,76.03,1.09,0,2.03,7.92,-1.79,43.382,1000,-1843.07,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.99,10.53,21.56,-27.36,-13.04,-20.95,-41.01,11.92,31.03,21.12,5.59,14.58,-0.99,-7.61,23.94,-15.62,-11.09,-11.97,31.51,29.53,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.6,9,0,0,,SurfRifle_,4,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,10,22,23,6,10,22,23,78.12,1.12,0,-19.5,0.44,-1.474,43.382,1000,-2298.35,-249.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.67,-54.64,-30.98,-34.54,-48.56,-38.83,-23.74,22.47,-21.09,-12.66,-34.53,-60.19,10.97,10.3,-5.49,-24.31,-4.31,-7.74,-0.49,-10.92,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.6,9,0,0,,SurfRifle_,5,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,7,8,6,11,7,8,46.1,0.03,0,0.44,-84.37,188.211,43.972,1000,10.77,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,-0.19,0.3,0.21,0.49,0.32,0.21,0.35,0.51,0.66,0.58,0.55,0.12,0.66,0.58,1.11,0.56,0.66,0.39,0.1,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,1,0,12.83,0,12.39,41.7,9/10/16 12:35,0,1,0,0,0,0
Mixed / non conventional,6,11,8,9,6,11,8,9,37.75,0.83,0,0.9,72.63,88.055,43.972,1000,18.85,23.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,2.95,1.9,1.83,1.97,1.57,1.78,0.74,0.29,0.09,-0.15,-0.01,1.33,-0.04,0.42,-0.74,0.2,-0.45,0.76,1.59,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,2,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,9,10,6,11,9,10,38.25,11.32,0,8.22,-193.79,156.162,43.972,1000,10.77,214.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.05,11.58,11.01,10.6,10.2,9.39,8.79,8.64,8.18,8.23,7.86,7.54,7.21,6.8,6.54,6.28,6.21,6.13,5.78,5.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,3,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,12,13,6,11,12,13,45.55,0.01,0,-0.27,27.2,-151.799,43.972,1000,-13.19,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,-0.11,-0.24,-0.49,-0.31,0,-0.04,-0.19,-0.37,-0.7,-0.28,-0.44,-0.28,-0.22,-0.41,-0.12,-0.38,-0.41,-0.35,-0.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,5,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,13,14,6,11,13,14,26.97,0.01,0,0.75,-17.37,-28.091,43.972,1000,-42.22,27.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,2.8,1.47,1.88,-0.6,1.97,0.67,1.72,0.45,1.43,2.33,1.76,1.5,-0.51,-0.57,-1.05,-0.54,-0.55,0.06,-0.7,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,6,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,14,15,6,11,14,15,29.19,0.07,0,1.26,-6.66,-14.186,43.972,1000,-90.48,43.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,1.38,1.38,-0.26,-1.01,2.27,4.92,2.9,1.14,-2.15,1.77,-1.51,-1.89,1.77,5.68,4.6,2.14,-0.25,2.08,0.31,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,7,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,15,16,6,11,15,16,47.25,0.4,0,0.57,41.53,-12.86,43.972,1000,-161.57,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5.63,2.64,1.53,-0.41,0.48,-2.58,0.83,1.54,5.08,4.18,-1.31,1.25,0.97,-3.13,-0.01,-3.62,-0.98,0.9,-1.74,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,8,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,16,17,6,11,16,17,30.55,0.42,0,0.4,-49.45,-5.183,43.972,1000,-259.18,13.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.86,-3.46,-1.72,-5.02,-2.78,6.39,16.21,5.71,4.33,-3.46,8.12,0.21,-8.12,-0.89,6.22,13.98,-3.66,-10.19,-5.2,-2.78,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,9,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,17,18,6,11,17,18,40.85,0.56,0,4.44,31.4,-4.641,43.972,1000,-387.04,108.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07,-0.2,17.7,4.59,6.75,10.79,5.97,8.32,7.34,6.98,6.21,3.71,5.73,4.02,11.77,-3.69,-6.38,-7.16,2.13,7.35,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,10,0,12.83,0,12.39,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,11,18,19,6,11,18,19,70.05,8.09,0,-9.7,-23.69,-5.427,42.53,1000,-548.9,-138.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.19,12.84,-7.57,-18.81,-47.79,-6.9,-2.07,-14.99,-0.14,31.36,-37.54,-20.51,-55.3,11,18.96,17.15,-7.08,-18.42,33.34,-43.26,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.7,8,0,0,,SurfRifle_,1,0,12.86,0,12.37,41.7,9/10/16 12:36,0,1,0,0,0,0
Mixed / non conventional,6,11,19,20,6,11,19,20,63.02,13.01,0,16.86,10.73,-3.581,42.53,1000,-748.5,267.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.43,7.16,12.67,45.8,78.18,18.43,-5.22,22.13,6.48,-52.7,50.37,30.72,67.46,-16.68,-35.43,-26.16,18.01,25.84,-48.4,63.07,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.7,8,0,0,,SurfRifle_,2,0,12.86,0,12.37,41.7,9/10/16 12:36,0,0,0,0,0,0
