time,a,b,m,n,injection_duration_[ms],vmn_[mV],vmn_std_[%],iab_[mA],iab_std_[%],r_[Ohm],r_std_[%],rab_[kOhm],sp_[mV],nb_stack,vab_[V],channel_mn,injection_id,battery_voltage_tx_[V],s_samples,strategy,cmd_id
2025-08-25T23:28:42.166271,24,26,28,30,500.0,-497.14204545454544,-0.6746966286972526,6.095120738636364,1.9554743026844816,-81.59327648656067,-1.9572051527150434,8.20328294451248,-269.9829545454545,2,50.0,0,105,11.95,132,safe,
2025-08-25T23:28:52.148401,25,27,29,31,500.0,-460.6007462686566,-0.5918433027809472,7.327269123134329,2.784839118751482,-62.910047262659795,-2.856594500159324,6.823824696452788,75.32106450534764,2,50.0,0,106,11.95,134,safe,
2025-08-25T23:29:00.488850,1,17,19,21,500.0,-858.3039772727273,-0.5869983668516306,1.628868963068182,9.661124595285608,-531.7711103065581,-9.523593193480243,30.696146303763218,42.980113636363654,2,50.0,0,107,11.95,132,safe,
2025-08-25T23:29:08.685291,2,18,20,22,500.0,-1234.222947761194,-0.6330472932813899,2.937519822761194,7.862348389534831,-422.7439299518592,-7.852642271276321,17.02116173398322,97.62019552139031,2,50.0,0,108,11.95,134,safe,
2025-08-25T23:29:17.070983,3,19,21,23,500.0,-1121.8537937004946,-0.4853043275500538,3.2306015037593987,6.05106929630037,-348.53137951990345,-6.080739402166974,15.476993972118136,95.88293783422458,2,50.0,0,109,11.95,133,safe,
2025-08-25T23:29:25.435423,4,20,22,24,500.0,-925.4758522727274,-0.5285847026976432,2.839773910984848,6.089681148000931,-327.0990588964791,-6.06822641484392,17.60703547792639,88.14914772727283,2,50.0,0,110,11.95,132,safe,
2025-08-25T23:29:35.416697,5,21,23,25,500.0,-707.5994318181818,-0.703035038076771,3.1558061079545454,3.701475538449383,-224.5267110798448,-3.7405206822454358,15.843812417362928,-14.431818181818187,2,50.0,0,111,11.95,132,safe,
2025-08-25T23:29:43.757700,6,22,24,26,500.0,-341.8707233881636,-1.0977814662510428,1.628497733778626,7.571499743016967,-211.1249308882169,-7.5977901683091975,30.703143739711756,-148.06023615056813,2,50.0,0,112,11.95,131,safe,
2025-08-25T23:29:53.376105,7,23,25,27,500.0,-897.1407781596979,-0.4765302021417356,3.638685591603054,3.129433382619085,-246.7895323875876,-3.060530656071728,13.74122570946617,-92.43306107954541,2,50.0,0,113,11.95,131,safe,
2025-08-25T23:30:02.914744,8,24,26,28,500.0,-731.9776119402985,-0.5282554261780287,4.23303171641791,2.6021593265173255,-173.03339640229632,-2.5642717993707955,11.811865194884758,43.47810828877016,2,50.0,0,114,11.95,134,safe,
2025-08-25T23:30:12.572333,9,25,27,29,500.0,-785.0412252221463,-0.6222041386227342,5.00484375,2.7244887093571313,-156.97429755428033,-2.8284430808657923,9.990321875682932,-226.54545454545453,2,50.0,0,115,11.95,133,safe,
2025-08-25T23:30:22.215797,10,26,28,30,500.0,-947.3963068181819,-0.4158712816730928,6.780591856060607,2.7220259908661295,-139.8233220060309,-2.7009923828048037,7.373987560585756,-229.28835227272725,2,50.0,0,116,11.95,132,safe,
2025-08-25T23:30:31.838923,11,27,29,31,500.0,-829.161931818182,-0.44789326062439644,7.7466524621212125,2.733585789899153,-107.11385085549175,-2.7362147497228264,6.454400819513316,73.46306818181819,2,50.0,0,117,11.95,132,safe,
2025-08-25T23:30:40.096490,17,1,3,5,500.0,-770.7755681818182,-0.6743642537841511,1.3971721117424243,9.785798683058312,-556.9914063274431,-9.928401742612955,35.78657173284443,80.08141502339575,2,50.0,0,118,11.95,132,safe,
2025-08-25T23:30:50.032914,18,2,4,6,500.0,-1045.5935178885104,-0.650680932408871,2.9161152194656497,5.3728505970899745,-359.6012384046264,-5.467468961579264,17.146098914830265,51.999156605113626,2,50.0,0,119,11.95,131,safe,
2025-08-25T23:30:59.666713,19,3,5,7,500.0,-1295.4409991690125,-0.5503819621610697,3.178035037878788,4.977540922170781,-408.6178267147275,-4.940856917370796,15.732992054541038,26.14405484517846,2,50.0,0,120,11.95,132,safe,
2025-08-25T23:31:09.239942,20,4,6,8,500.0,-1024.2691231343285,-0.5481955420686786,2.802468516791045,4.433084509280159,-366.19355407767006,-4.381964065005816,17.841413632454397,33.132185828877056,2,50.0,0,121,11.95,134,safe,
2025-08-25T23:31:17.601288,21,5,7,9,500.0,-685.4275568181819,-0.7480657212857814,3.182605350378788,6.045071172987903,-216.15660989100826,-6.118317996289628,15.710399027026424,-30.02130681818184,2,50.0,0,122,11.95,132,safe,
2025-08-25T23:31:25.889154,22,6,8,10,500.0,-328.24945688502675,-1.2106608416722635,1.657616021455224,12.14901680973476,-201.06231905848026,-12.703154715144588,30.163801117284635,61.5363887032086,2,50.0,0,123,11.95,134,safe,
2025-08-25T23:31:35.980407,23,7,9,11,500.0,-854.8906249999998,-0.5522519688782186,3.6477320075757578,4.22260800965727,-234.78120799540733,-4.273084095337736,13.70714731678697,35.90767045454544,2,50.0,0,124,11.95,132,safe,
2025-08-25T23:31:45.962974,24,8,10,12,500.0,-855.508522727273,-0.5507658490835832,4.221989820075758,3.4054634436152127,-202.8657200883793,-3.435407892044716,11.842757119462409,-109.89204545454547,2,50.0,0,125,11.95,132,safe,
2025-08-25T23:31:55.953753,25,9,11,13,500.0,-992.1008522727273,-0.4174463336587332,5.030807291666668,3.341396010877742,-197.42311670839436,-3.335067851268809,9.938762727569193,-248.0525568181818,2,50.0,0,126,11.95,132,safe,
2025-08-25T23:32:07.254572,26,10,12,14,500.0,-908.677556818182,-0.47460072780310203,6.8102130681818185,2.68720568953849,-133.52355642725647,-2.6868822242655246,7.341914195549381,-241.5838068181818,2,50.0,0,127,11.95,132,safe,
2025-08-25T23:32:18.507492,27,11,13,15,500.0,-855.3064999773834,-0.5130518246761657,7.742732612781955,2.226288532969517,-110.5189497131151,-2.2229465200421608,6.457668435748172,97.51449699197863,2,50.0,0,128,11.95,133,safe,
