663
         1    1   1    1   3         2   3    2   1
         2    1   1    1   3         3   3    3   1
         3    1   1    1   3         1   7    1   5
         4    1   1    1   3         2   7    2   5
         5    1   1    1   3         3   7    3   5
         6    1   1    1   3         1   8    1   6
         7    1   1    1   3         2   8    2   6
         8    1   1    1   3         3   8    3   6
         9    1   1    1   3         1   9    1   7
        10    1   1    1   3         2   9    2   7
        11    1   1    1   3         3   9    3   7
        12    1   1    1   3         1  10    1   8
        13    1   1    1   3         2  10    2   8
        14    1   1    1   3         3  10    3   8
        15    1   1    1   3         1  11    1   9
        16    1   1    1   3         2  11    2   9
        17    1   1    1   3         3  11    3   9
        18    1   1    1   3         1  12    1  10
        19    1   1    1   3         2  12    2  10
        20    1   1    1   3         3  12    3  10
        21    1   2    1   4         2   4    2   2
        22    1   2    1   4         3   4    3   2
        23    1   2    1   4         1   8    1   6
        24    1   2    1   4         2   8    2   6
        25    1   2    1   4         3   8    3   6
        26    1   2    1   4         1   9    1   7
        27    1   2    1   4         2   9    2   7
        28    1   2    1   4         3   9    3   7
        29    1   2    1   4         1  10    1   8
        30    1   2    1   4         2  10    2   8
        31    1   2    1   4         3  10    3   8
        32    1   2    1   4         1  11    1   9
        33    1   2    1   4         2  11    2   9
        34    1   2    1   4         3  11    3   9
        35    1   2    1   4         1  12    1  10
        36    1   2    1   4         2  12    2  10
        37    1   2    1   4         3  12    3  10
        38    1   2    1   4         1  13    1  11
        39    1   2    1   4         2  13    2  11
        40    1   2    1   4         3  13    3  11
        41    1   3    1   5         2   5    2   3
        42    1   3    1   5         3   5    3   3
        43    1   3    1   5         1   9    1   7
        44    1   3    1   5         2   9    2   7
        45    1   3    1   5         3   9    3   7
        46    1   3    1   5         1  10    1   8
        47    1   3    1   5         2  10    2   8
        48    1   3    1   5         3  10    3   8
        49    1   3    1   5         1  11    1   9
        50    1   3    1   5         2  11    2   9
        51    1   3    1   5         3  11    3   9
        52    1   3    1   5         1  12    1  10
        53    1   3    1   5         2  12    2  10
        54    1   3    1   5         3  12    3  10
        55    1   3    1   5         1  13    1  11
        56    1   3    1   5         2  13    2  11
        57    1   3    1   5         3  13    3  11
        58    1   3    1   5         1  14    1  12
        59    1   3    1   5         2  14    2  12
        60    1   3    1   5         3  14    3  12
        61    1   4    1   6         2   6    2   4
        62    1   4    1   6         3   6    3   4
        63    1   4    1   6         1  10    1   8
        64    1   4    1   6         2  10    2   8
        65    1   4    1   6         3  10    3   8
        66    1   4    1   6         1  11    1   9
        67    1   4    1   6         2  11    2   9
        68    1   4    1   6         3  11    3   9
        69    1   4    1   6         1  12    1  10
